chrom	length	bases	mean	min	max
scaffold_140	402550	5474921	13.60	0	41
scaffold_141	392989	7224008	18.38	0	57
scaffold_142	390412	3119221	7.99	0	25
scaffold_143	389128	6936841	17.83	0	53
scaffold_144	386683	5572103	14.41	1	29
scaffold_145	386509	6510104	16.84	0	42
scaffold_146	384542	2389043	6.21	0	16
scaffold_147	384120	2924315	7.61	1	17
scaffold_148	383936	4913567	12.80	0	35
scaffold_149	378182	2288675	6.05	0	35
scaffold_150	377893	5620050	14.87	2	38
scaffold_151	375101	6373037	16.99	0	38
scaffold_152	368221	1410957	3.83	0	32
scaffold_153	366427	5446663	14.86	1	43
scaffold_154	361820	13327218	36.83	0	75
scaffold_155	361643	8123706	22.46	0	42
scaffold_156	361075	4169334	11.55	1	25
scaffold_157	351391	249214	0.71	0	19
scaffold_158	351385	8176489	23.27	0	65
scaffold_159	349637	7111286	20.34	0	64
scaffold_160	346988	6011348	17.32	0	42
scaffold_161	344937	1210500	3.51	0	11
scaffold_162	343989	5105748	14.84	0	55
scaffold_163	341192	2181230	6.39	0	30
scaffold_164	340460	2773382	8.15	1	20
scaffold_165	338565	4571216	13.50	1	31
scaffold_166	338380	12179267	35.99	0	107
scaffold_167	334872	3122014	9.32	0	26
scaffold_168	334068	4711665	14.10	0	63
scaffold_169	328784	2634086	8.01	1	19
scaffold_170	327898	209933	0.64	0	9
scaffold_171	327451	4791385	14.63	0	43
scaffold_172	322410	2177002	6.75	0	25
scaffold_173	320762	2513588	7.84	1	15
scaffold_174	319612	977475	3.06	0	35
scaffold_175	315957	5874589	18.59	0	46
scaffold_176	313413	4939184	15.76	1	32
scaffold_177	312966	2597719	8.30	0	28
scaffold_178	312742	6941700	22.20	0	59
scaffold_179	312155	4324202	13.85	3	34
scaffold_180	309014	2509260	8.12	0	54
scaffold_181	308399	3898398	12.64	1	26
scaffold_182	308107	3478723	11.29	1	23
scaffold_183	306359	4373529	14.28	0	43
scaffold_184	306090	9179806	29.99	1	53
scaffold_185	305032	5214576	17.10	0	45
scaffold_186	300000	9612260	32.04	0	72
scaffold_187	299327	2757451	9.21	1	19
scaffold_188	298213	1624624	5.45	0	15
scaffold_189	297460	1896682	6.38	0	19
scaffold_190	295794	2522125	8.53	1	20
scaffold_191	294262	2091473	7.11	1	20
scaffold_192	287033	6452935	22.48	0	43
scaffold_193	282409	4668151	16.53	0	57
scaffold_194	282312	4155143	14.72	0	45
scaffold_195	281180	4279097	15.22	0	36
scaffold_196	281043	156535	0.56	0	11
scaffold_197	280974	1055890	3.76	0	23
scaffold_198	278901	530543	1.90	0	28
scaffold_199	278701	4096194	14.70	1	26
scaffold_200	278535	11741912	42.16	0	118
scaffold_201	277751	1138787	4.10	0	44
scaffold_202	276944	1022225	3.69	0	31
scaffold_203	275958	2705222	9.80	0	45
scaffold_204	272522	5503309	20.19	0	47
scaffold_205	268917	1605786	5.97	0	22
scaffold_206	268458	1322305	4.93	0	20
scaffold_207	267322	696136	2.60	0	11
scaffold_208	264997	3796669	14.33	1	27
scaffold_209	262326	5166072	19.69	0	38
scaffold_210	259019	1528462	5.90	1	17
scaffold_211	258118	2354716	9.12	0	24
scaffold_212	258111	4096201	15.87	0	90
scaffold_213	255803	3383343	13.23	1	27
scaffold_214	254807	2879045	11.30	3	24
scaffold_215	253759	3014350	11.88	0	58
scaffold_216	253459	15149264	59.77	0	85
scaffold_217	250226	3952565	15.80	0	49
scaffold_218	248253	2333758	9.40	1	23
scaffold_219	245221	934317	3.81	0	29
scaffold_220	244149	64654	0.26	0	2
scaffold_221	243598	3404412	13.98	0	40
scaffold_222	243248	2425439	9.97	0	28
scaffold_223	240258	2395630	9.97	0	28
scaffold_224	239996	2303314	9.60	0	39
scaffold_225	238982	205073	0.86	0	16
scaffold_226	237277	3837445	16.17	0	36
scaffold_227	232182	3686994	15.88	0	80
scaffold_228	229520	2927959	12.76	0	28
scaffold_229	227770	1940423	8.52	0	46
scaffold_230	226946	1445123	6.37	1	13
scaffold_231	226700	88590	0.39	0	6
scaffold_232	226579	6675819	29.46	5	48
scaffold_233	225774	762049	3.38	0	10
scaffold_234	225761	2848966	12.62	1	28
scaffold_235	225406	583749	2.59	0	30
scaffold_236	224737	47171	0.21	0	9
scaffold_237	223744	5474864	24.47	1	45
scaffold_238	219408	4036019	18.40	0	55
scaffold_239	219318	9206374	41.98	0	72
scaffold_240	219104	1146949	5.23	1	10
scaffold_241	218736	1420441	6.49	0	19
scaffold_242	218417	5946821	27.23	0	96
scaffold_243	217340	6541142	30.10	0	77
scaffold_244	216810	4672442	21.55	3	51
scaffold_245	216490	3498613	16.16	1	36
scaffold_246	216208	1359350	6.29	0	34
scaffold_247	216191	1401745	6.48	0	21
scaffold_248	214767	4049583	18.86	1	37
scaffold_249	214687	1195664	5.57	0	61
scaffold_250	213476	1702727	7.98	0	55
scaffold_251	213390	6820963	31.96	6	95
scaffold_252	213248	774883	3.63	0	18
scaffold_253	212732	2505974	11.78	0	30
scaffold_254	212173	2616515	12.33	5	23
scaffold_255	209350	1199450	5.73	1	12
scaffold_256	209284	1262171	6.03	1	16
scaffold_257	208362	3998426	19.19	2	34
scaffold_258	206404	1645410	7.97	0	21
scaffold_259	206213	692850	3.36	0	34
scaffold_260	205293	1300777	6.34	0	39
scaffold_261	204958	1733211	8.46	0	29
scaffold_262	204538	71614	0.35	0	4
scaffold_263	203518	808519	3.97	0	37
scaffold_264	201849	1185095	5.87	0	17
scaffold_265	201706	224868	1.11	0	9
scaffold_266	200082	1551739	7.76	1	18
scaffold_267	198762	4487687	22.58	0	55
scaffold_268	198742	5640305	28.38	0	109
scaffold_269	197595	11785495	59.64	4	94
scaffold_270	197589	331571	1.68	0	20
scaffold_271	195098	750299	3.85	0	43
scaffold_272	193184	4196459	21.72	1	70
scaffold_273	192037	4225241	22.00	0	66
scaffold_274	188938	2366084	12.52	0	88
scaffold_275	188880	1022681	5.41	1	14
scaffold_276	186308	2068153	11.10	0	20
scaffold_277	184984	1628645	8.80	0	24
scaffold_278	184466	132171	0.72	0	4
scaffold_279	182262	533215	2.93	0	21
scaffold_280	179883	1152494	6.41	1	19
scaffold_281	179309	498498	2.78	0	18
scaffold_282	179276	1092203	6.09	1	14
scaffold_283	178424	736108	4.13	0	11
scaffold_284	176264	1707502	9.69	1	21
scaffold_285	174641	2711583	15.53	0	40
scaffold_286	172215	237042	1.38	0	16
scaffold_287	171266	0	0.00	0	0
scaffold_288	171144	965954	5.64	0	69
scaffold_289	170626	46185	0.27	0	3
scaffold_290	170489	839024	4.92	0	19
scaffold_291	170164	906834	5.33	0	15
scaffold_292	168239	984631	5.85	1	15
scaffold_293	167793	0	0.00	0	0
scaffold_294	167076	4786452	28.65	0	44
scaffold_295	166496	3401019	20.43	1	58
scaffold_296	163925	2993492	18.26	0	45
scaffold_297	162484	14812	0.09	0	1
scaffold_298	162412	1181843	7.28	0	39
scaffold_299	162219	902802	5.57	1	12
scaffold_300	161639	1673850	10.36	0	42
scaffold_301	161098	3551221	22.04	0	42
scaffold_302	159321	75790	0.48	0	4
scaffold_303	158756	767655	4.84	1	9
scaffold_304	158599	937318	5.91	1	15
scaffold_305	157980	2000263	12.66	0	26
scaffold_306	157598	743951	4.72	0	18
scaffold_307	157524	26821	0.17	0	3
scaffold_308	156978	3603862	22.96	3	42
scaffold_309	156428	924586	5.91	0	34
scaffold_310	156228	769927	4.93	1	11
scaffold_311	156159	96672	0.62	0	4
scaffold_312	156064	3964286	25.40	1	40
scaffold_313	155889	12601	0.08	0	2
scaffold_314	155884	1895326	12.16	1	20
scaffold_315	154665	10519	0.07	0	1
scaffold_316	153955	3757441	24.41	1	38
scaffold_317	153158	3656922	23.88	1	44
scaffold_318	153104	591652	3.86	0	9
scaffold_319	152545	877499	5.75	1	13
scaffold_320	152513	2193085	14.38	0	31
scaffold_321	151307	575390	3.80	0	17
scaffold_322	151194	3291830	21.77	0	56
scaffold_323	150089	0	0.00	0	0
scaffold_324	149453	1368911	9.16	0	24
scaffold_325	148389	2091195	14.09	0	42
scaffold_326	147800	905209	6.12	1	15
scaffold_327	147337	565314	3.84	1	8
scaffold_328	146914	236617	1.61	0	11
scaffold_329	146899	68049	0.46	0	6
scaffold_330	146722	344935	2.35	0	11
scaffold_331	146706	1263683	8.61	1	16
scaffold_332	145388	92614	0.64	0	6
scaffold_333	145017	939435	6.48	0	15
scaffold_334	144782	2123170	14.66	0	37
scaffold_335	144662	695157	4.81	1	10
scaffold_336	144121	1059864	7.35	1	14
scaffold_337	143659	2887974	20.10	1	40
scaffold_338	143555	3215853	22.40	1	35
scaffold_339	142383	529247	3.72	0	9
scaffold_340	141930	2479375	17.47	3	46
scaffold_341	141773	2997030	21.14	3	35
scaffold_342	141724	2492260	17.59	0	55
scaffold_343	141541	841297	5.94	0	58
scaffold_344	141217	790683	5.60	1	11
scaffold_345	141052	4268908	30.26	1	48
scaffold_346	140099	805400	5.75	2	12
scaffold_347	139655	762523	5.46	1	10
scaffold_348	138748	2212288	15.94	0	37
scaffold_349	138648	926706	6.68	0	15
scaffold_350	138618	567136	4.09	0	20
scaffold_351	138224	952822	6.89	0	45
scaffold_352	137645	722602	5.25	0	14
scaffold_353	137098	760478	5.55	1	12
scaffold_354	137056	387198	2.83	0	8
scaffold_355	136060	2212355	16.26	1	29
scaffold_356	135816	3660107	26.95	1	45
scaffold_357	135454	700089	5.17	0	13
scaffold_358	133971	1996844	14.91	1	39
scaffold_359	133593	575549	4.31	1	9
scaffold_360	132098	27133	0.21	0	2
scaffold_361	131953	1420956	10.77	0	35
scaffold_362	131609	785703	5.97	0	14
scaffold_363	131597	603699	4.59	0	16
scaffold_364	131398	441220	3.36	0	12
scaffold_365	130397	2069644	15.87	1	44
scaffold_366	130948	825327	6.30	1	10
scaffold_367	129923	15213	0.12	0	1
scaffold_368	129343	556863	4.31	1	8
scaffold_369	129038	1384801	10.73	0	67
scaffold_370	128107	762008	5.95	0	42
scaffold_371	127948	943370	7.37	1	19
scaffold_372	127938	1339798	10.47	1	20
scaffold_373	127626	10820	0.08	0	1
scaffold_374	126610	280010	2.21	0	17
scaffold_375	126388	1227393	9.71	0	19
scaffold_376	124459	3036600	24.40	1	46
scaffold_377	124316	593586	4.77	1	9
scaffold_378	122307	6218741	50.85	1	72
scaffold_379	122028	721437	5.91	1	10
scaffold_380	121616	10455	0.09	0	1
scaffold_381	121559	2505873	20.61	0	57
scaffold_382	121543	1294401	10.65	1	21
scaffold_383	119690	1875831	15.67	1	30
scaffold_384	119073	1157925	9.72	1	19
scaffold_385	119068	1518747	12.76	1	25
scaffold_386	118340	793842	6.71	0	25
scaffold_387	118106	2273973	19.25	1	37
scaffold_388	118038	622630	5.27	0	13
scaffold_389	118017	2617046	22.18	1	43
scaffold_390	117827	1265421	10.74	0	35
scaffold_391	117322	788201	6.72	0	37
scaffold_392	117257	535783	4.57	1	9
scaffold_393	117205	2889016	24.65	1	49
scaffold_394	117175	284692	2.43	0	12
scaffold_395	116627	2175675	18.65	3	31
scaffold_396	116134	1086648	9.36	1	18
scaffold_397	115176	689940	5.99	1	13
scaffold_398	115136	675494	5.87	1	11
scaffold_399	114589	622870	5.44	1	11
scaffold_400	114551	322271	2.81	0	9
scaffold_401	113970	2686393	23.57	5	44
scaffold_402	112761	1428432	12.67	1	38
scaffold_403	112363	482020	4.29	0	14
scaffold_404	111605	3626130	32.49	1	78
scaffold_405	111548	659681	5.91	1	12
scaffold_406	111428	0	0.00	0	0
scaffold_407	111388	0	0.00	0	0
scaffold_408	111281	521506	4.69	1	9
scaffold_409	111147	458	0.00	0	1
scaffold_410	111095	1654132	14.89	0	31
scaffold_411	110994	480544	4.33	0	14
scaffold_412	110514	704866	6.38	0	22
scaffold_413	110489	70623	0.64	0	6
scaffold_414	110160	693854	6.30	0	23
scaffold_415	109900	499004	4.54	0	11
scaffold_416	109610	2585893	23.59	4	47
scaffold_417	109236	542930	4.97	0	16
scaffold_418	109200	2491279	22.81	1	37
scaffold_419	109012	981966	9.01	1	20
scaffold_420	108348	23163	0.21	0	2
scaffold_421	108248	772422	7.14	1	14
scaffold_422	107566	2139294	19.89	3	39
scaffold_423	107487	3838148	35.71	1	72
scaffold_424	107444	440554	4.10	0	11
scaffold_425	107191	390857	3.65	0	11
scaffold_426	107004	223955	2.09	0	9
scaffold_427	106922	812772	7.60	1	20
scaffold_428	106568	579877	5.44	0	15
scaffold_429	106530	451109	4.23	1	7
scaffold_430	106347	1452332	13.66	1	38
scaffold_431	106128	928102	8.75	0	19
scaffold_432	105245	396707	3.77	1	7
scaffold_433	105080	1707452	16.25	0	35
scaffold_434	105053	1666470	15.86	3	34
scaffold_435	104899	461586	4.40	1	10
scaffold_436	104627	1915655	18.31	1	33
scaffold_437	104625	444176	4.25	1	10
scaffold_438	104206	385236	3.70	0	18
scaffold_439	104187	501381	4.81	0	39
scaffold_440	104099	825367	7.93	0	23
scaffold_441	102750	1014709	9.88	1	16
scaffold_442	102491	9643	0.09	0	1
scaffold_443	102486	0	0.00	0	0
scaffold_444	102424	1002469	9.79	0	39
scaffold_445	101880	501938	4.93	1	10
scaffold_446	101472	0	0.00	0	0
scaffold_447	101047	1857651	18.38	1	40
scaffold_448	100984	2147970	21.27	0	42
scaffold_449	100967	908185	8.99	1	23
scaffold_450	100760	232976	2.31	0	12
scaffold_451	100428	620435	6.18	1	14
scaffold_452	99952	509714	5.10	1	9
scaffold_453	99843	702438	7.04	1	14
scaffold_454	99732	906242	9.09	0	22
scaffold_455	99592	449807	4.52	1	10
scaffold_456	99332	2069429	20.83	1	32
scaffold_457	99056	425731	4.30	0	13
scaffold_458	98708	601384	6.09	0	19
scaffold_459	98391	449379	4.57	0	11
scaffold_460	98171	295401	3.01	1	9
scaffold_461	98086	2083837	21.24	1	48
scaffold_462	98041	631131	6.44	2	11
scaffold_463	97863	97433	1.00	0	7
scaffold_464	97766	603916	6.18	1	12
scaffold_465	97289	615558	6.33	0	35
scaffold_466	97239	1174348	12.08	3	27
scaffold_467	96904	0	0.00	0	0
scaffold_468	96623	1654569	17.12	1	30
scaffold_469	96252	490386	5.09	1	9
scaffold_470	96148	1702049	17.70	1	38
scaffold_471	95558	566529	5.93	1	13
scaffold_472	95167	269032	2.83	0	7
scaffold_473	94952	31238	0.33	0	2
scaffold_474	94913	777400	8.19	1	26
scaffold_475	94891	970932	10.23	1	21
scaffold_476	94790	838415	8.84	1	14
scaffold_477	94697	581641	6.14	0	21
scaffold_478	94453	0	0.00	0	0
scaffold_479	93919	5454	0.06	0	1
scaffold_480	93534	1483207	15.86	1	37
scaffold_481	93444	339525	3.63	0	7
scaffold_482	93366	0	0.00	0	0
scaffold_483	93330	433665	4.65	2	11
scaffold_484	92847	3354613	36.13	1	76
scaffold_485	92754	65734	0.71	0	5
scaffold_486	92717	342618	3.70	1	8
scaffold_487	92366	1792254	19.40	1	40
scaffold_488	91350	0	0.00	0	0
scaffold_489	91287	1477888	16.19	1	31
scaffold_490	90950	0	0.00	0	0
scaffold_491	90938	1746923	19.21	1	47
scaffold_492	90904	633365	6.97	1	20
scaffold_493	90674	1434985	15.83	0	30
scaffold_494	90652	378907	4.18	1	8
scaffold_495	90639	705799	7.79	2	24
scaffold_496	90450	450897	4.99	1	12
scaffold_497	90295	122707	1.36	0	3
scaffold_498	90225	0	0.00	0	0
scaffold_499	90205	2073953	22.99	1	59
scaffold_500	89787	603452	6.72	0	19
scaffold_501	89672	0	0.00	0	0
scaffold_502	89562	360952	4.03	0	21
scaffold_503	89495	306774	3.43	1	8
scaffold_504	89432	0	0.00	0	0
scaffold_505	89305	11447	0.13	0	1
scaffold_506	89165	66247	0.74	0	5
scaffold_507	88963	44720	0.50	0	3
scaffold_508	88817	2575125	28.99	1	44
scaffold_509	88711	377022	4.25	2	8
scaffold_510	88643	27410	0.31	0	3
scaffold_511	88086	301376	3.42	0	9
scaffold_512	88009	526876	5.99	0	15
scaffold_513	87890	1051206	11.96	0	47
scaffold_514	87700	461220	5.26	0	16
scaffold_515	87622	796635	9.09	0	39
scaffold_516	87502	236847	2.71	0	13
scaffold_517	87339	308247	3.53	0	8
scaffold_518	87275	293691	3.37	1	6
scaffold_519	87251	340487	3.90	1	8
scaffold_520	87113	2225589	25.55	9	38
scaffold_521	87088	930838	10.69	0	27
scaffold_522	86958	559272	6.43	1	12
scaffold_523	86925	532902	6.13	0	12
scaffold_524	86562	147750	1.71	0	12
scaffold_525	86429	86783	1.00	0	3
scaffold_526	86116	1716483	19.93	0	61
scaffold_527	86004	395955	4.60	1	11
scaffold_528	85928	1871362	21.78	3	38
scaffold_529	85418	664487	7.78	2	19
scaffold_530	85155	205425	2.41	0	6
scaffold_531	84917	2675392	31.51	0	50
scaffold_532	84703	1652307	19.51	5	45
scaffold_533	84600	518375	6.13	1	13
scaffold_534	83957	402582	4.80	2	8
scaffold_535	83943	152686	1.82	0	10
scaffold_536	83797	0	0.00	0	0
scaffold_537	83197	465866	5.60	1	9
scaffold_538	82976	476174	5.74	0	23
scaffold_539	82850	1404426	16.95	1	30
scaffold_540	82657	1882930	22.78	2	40
scaffold_541	82580	978	0.01	0	1
scaffold_542	81933	287318	3.51	0	10
scaffold_543	81745	461156	5.64	1	11
scaffold_544	81736	375603	4.60	1	8
scaffold_545	81648	439015	5.38	1	10
scaffold_546	81564	451511	5.54	1	10
scaffold_547	81564	295361	3.62	0	8
scaffold_548	81533	352010	4.32	0	21
scaffold_549	81441	1950387	23.95	0	57
scaffold_550	81411	275083	3.38	1	7
scaffold_551	81406	378309	4.65	2	8
scaffold_552	81107	420717	5.19	1	10
scaffold_553	81025	367392	4.53	1	9
scaffold_554	80847	254478	3.15	1	6
scaffold_555	80824	1334855	16.52	2	32
scaffold_556	80554	30017	0.37	0	2
scaffold_557	80466	237062	2.95	0	9
scaffold_558	80436	675283	8.40	1	22
scaffold_559	80255	27305	0.34	0	6
scaffold_560	80191	690279	8.61	1	14
scaffold_561	80152	444952	5.55	1	14
scaffold_562	80027	472507	5.90	1	15
scaffold_563	79748	375947	4.71	1	11
scaffold_564	79616	226498	2.84	0	10
scaffold_565	79556	683231	8.59	3	18
scaffold_566	79311	412973	5.21	1	9
scaffold_567	79260	464350	5.86	1	11
scaffold_568	79258	439009	5.54	1	12
scaffold_569	79197	1838084	23.21	2	40
scaffold_570	78593	698163	8.88	1	19
scaffold_571	78512	1135026	14.46	1	48
scaffold_572	78407	0	0.00	0	0
scaffold_573	78183	524547	6.71	1	13
scaffold_574	77665	375262	4.83	1	9
scaffold_575	77652	269281	3.47	0	12
scaffold_576	77429	317602	4.10	1	9
scaffold_577	77152	301598	3.91	1	7
scaffold_578	77043	2476148	32.14	0	62
scaffold_579	77018	508676	6.60	1	19
scaffold_580	76702	958343	12.49	1	26
scaffold_581	76412	438410	5.74	1	10
scaffold_582	76378	1061370	13.90	1	29
scaffold_583	76286	369575	4.84	1	10
scaffold_584	76254	343927	4.51	0	16
scaffold_585	76181	0	0.00	0	0
scaffold_586	76058	330864	4.35	1	9
scaffold_587	75949	599306	7.89	1	17
scaffold_588	75916	427167	5.63	1	11
scaffold_589	75727	241142	3.18	0	9
scaffold_590	75704	49685	0.66	0	4
scaffold_591	75497	88219	1.17	0	7
scaffold_592	75488	458027	6.07	1	14
scaffold_593	75348	223058	2.96	1	5
scaffold_594	75132	363874	4.84	1	9
scaffold_595	74686	4198	0.06	0	1
scaffold_596	74512	590274	7.92	0	22
scaffold_597	74323	1265340	17.02	2	34
scaffold_598	74316	1639646	22.06	1	39
scaffold_599	73810	370897	5.03	1	9
scaffold_600	73512	999880	13.60	3	41
scaffold_601	73396	374038	5.10	1	8
scaffold_602	73294	1297215	17.70	5	32
scaffold_603	73281	3014275	41.13	3	57
scaffold_604	73209	369626	5.05	1	13
scaffold_605	73204	336757	4.60	1	9
scaffold_606	73115	200254	2.74	1	6
scaffold_607	72890	475377	6.52	1	11
scaffold_608	72873	0	0.00	0	0
scaffold_609	72697	359450	4.94	1	10
scaffold_610	72610	588555	8.11	1	18
scaffold_611	72445	461806	6.37	1	12
scaffold_612	72349	0	0.00	0	0
scaffold_613	72123	7332	0.10	0	1
scaffold_614	72082	270059	3.75	0	10
scaffold_615	71939	342740	4.76	1	10
scaffold_616	71898	465054	6.47	0	19
scaffold_617	71744	0	0.00	0	0
scaffold_618	71470	423667	5.93	0	10
scaffold_619	71398	1052701	14.74	1	31
scaffold_620	71378	481512	6.75	2	12
scaffold_621	71173	390320	5.48	1	11
scaffold_622	70892	1960163	27.65	5	51
scaffold_623	70416	438867	6.23	0	16
scaffold_624	70351	1736	0.02	0	1
scaffold_625	70283	393389	5.60	1	10
scaffold_626	70277	89798	1.28	0	7
scaffold_627	70222	0	0.00	0	0
scaffold_628	69920	17276	0.25	0	1
scaffold_629	69640	298901	4.29	1	8
scaffold_630	69577	20640	0.30	0	2
scaffold_631	69552	0	0.00	0	0
scaffold_632	69382	0	0.00	0	0
scaffold_633	69313	678022	9.78	2	20
scaffold_634	68985	0	0.00	0	0
scaffold_635	68916	223170	3.24	0	8
scaffold_636	68775	329657	4.79	0	13
scaffold_637	68681	448799	6.53	1	13
scaffold_638	68088	232040	3.41	1	7
scaffold_639	67931	141202	2.08	0	10
scaffold_640	67812	1022198	15.07	2	37
scaffold_641	67806	444495	6.56	1	24
scaffold_642	67091	0	0.00	0	0
scaffold_643	66865	271023	4.05	1	10
scaffold_644	66502	0	0.00	0	0
scaffold_645	66451	219952	3.31	0	7
scaffold_646	66395	0	0.00	0	0
scaffold_647	66301	171054	2.58	0	7
