# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0007268"	"chemical synaptic transmission"	0.1714512722938926	1	0.9813411454205457	0.00832682	null
"GO:0007276"	"gamete generation"	0.16214707067400413	2	0.9214092000522012	-0	null
"GO:0007586"	"digestion"	0.023926989374761308	1	0.9405098096506027	0.49407884	"gamete generation"
"GO:0022600"	"digestive system process"	0.015121405205027673	1	0.9407074553926021	0.47918315	"gamete generation"
"GO:0042118"	"endothelial cell activation"	0.001362887697089766	1	0.9468041779036942	0.41376599	"gamete generation"
"GO:0090130"	"tissue migration"	0.019173503016618954	1	0.9413056550988095	0.48677579	"gamete generation"
"GO:0007623"	"circadian rhythm"	0.04570327548118828	2	0.9975139117190894	-0	null
"GO:0008152"	"metabolic process"	65.58850504615819	14	1	-0	null
"GO:0008283"	"cell population proliferation"	0.11222216744817197	1	0.9962404920930732	0.0079787	null
"GO:0009987"	"cellular process"	80.90928742480475	22	1	-0	null
"GO:0016032"	"viral process"	0.15739026019952743	1	1	-0	null
"GO:0016477"	"cell migration"	0.1874568924438614	1	0.9816706733320498	0.00840404	null
"GO:0018193"	"peptidyl-amino acid modification"	2.3370133406428435	5	0.9135340400515549	-0	null
"GO:0006260"	"DNA replication"	1.4293500790790656	1	0.9199937464381591	0.36125574	"peptidyl-amino acid modification"
"GO:0006353"	"DNA-templated transcription termination"	0.18465466237399147	1	0.929078995327469	0.40191926	"peptidyl-amino acid modification"
"GO:0006366"	"transcription by RNA polymerase II"	0.2610229110396995	1	0.9267515934839111	0.37850729	"peptidyl-amino acid modification"
"GO:0006396"	"RNA processing"	4.052084515125943	5	0.917642949270293	0.16738002	"peptidyl-amino acid modification"
"GO:0006497"	"protein lipidation"	0.1929616290935703	1	0.9052618260303471	0.43934847	"peptidyl-amino acid modification"
"GO:0006508"	"proteolysis"	5.339292055631215	2	0.9246104125127238	0.40030254	"peptidyl-amino acid modification"
"GO:0006509"	"membrane protein ectodomain proteolysis"	0.0039224572745510345	1	0.9600272192384501	0.28216031	"peptidyl-amino acid modification"
"GO:0008213"	"protein alkylation"	0.4447800620034123	1	0.9268900398183856	0.47935165	"peptidyl-amino acid modification"
"GO:0008380"	"RNA splicing"	0.7099381737630622	3	0.9252845879295307	0.42495535	"peptidyl-amino acid modification"
"GO:0009100"	"glycoprotein metabolic process"	0.6862006590193598	2	0.9222282171858601	0.30631225	"peptidyl-amino acid modification"
"GO:0010467"	"gene expression"	16.693722203531454	6	0.94222550788242	0.33829603	"peptidyl-amino acid modification"
"GO:0016071"	"mRNA metabolic process"	1.318058664204516	3	0.9302193822291963	0.45985084	"peptidyl-amino acid modification"
"GO:0016570"	"histone modification"	0.5007315881434488	2	0.9260817217903455	0.48562555	"peptidyl-amino acid modification"
"GO:0018149"	"peptide cross-linking"	0.02357130892698422	1	0.9423392073025446	0.36306649	"peptidyl-amino acid modification"
"GO:0018209"	"peptidyl-serine modification"	0.044363656598439064	1	0.932264867968209	0.43699279	"peptidyl-amino acid modification"
"GO:0019538"	"protein metabolic process"	19.1169597977714	10	0.9264759079624568	0.30054823	"peptidyl-amino acid modification"
"GO:0031365"	"N-terminal protein amino acid modification"	0.07099980078570808	1	0.937403853435221	0.39943886	"peptidyl-amino acid modification"
"GO:0032543"	"mitochondrial translation"	0.07408790486033343	1	0.9189296454694414	0.28641299	"peptidyl-amino acid modification"
"GO:0033619"	"membrane protein proteolysis"	0.007382862378625294	1	0.9583507130215428	0.20170009	"peptidyl-amino acid modification"
"GO:0042157"	"lipoprotein metabolic process"	0.27495428259702437	1	0.9453821048936266	0.27728981	"peptidyl-amino acid modification"
"GO:0043412"	"macromolecule modification"	11.34052536927359	7	0.9458872920960875	0.30415633	"peptidyl-amino acid modification"
"GO:0043414"	"macromolecule methylation"	1.4817448007413312	1	0.9141234286069838	0.48440481	"peptidyl-amino acid modification"
"GO:0043543"	"protein acylation"	0.16338031783405366	2	0.933047333182427	0.43216168	"peptidyl-amino acid modification"
"GO:0043603"	"amide metabolic process"	6.48253544181146	1	0.9667820649447261	0.10912905	"peptidyl-amino acid modification"
"GO:0043968"	"histone H2A acetylation"	0.01151473898224134	1	0.9254024922383641	0.3427866	"peptidyl-amino acid modification"
"GO:0044260"	"cellular macromolecule metabolic process"	15.643185097800322	6	0.9349682746724465	0.33203105	"peptidyl-amino acid modification"
"GO:0090304"	"nucleic acid metabolic process"	18.979959667166867	5	0.910513002838305	0.44488713	"peptidyl-amino acid modification"
"GO:0140053"	"mitochondrial gene expression"	0.08786304294994315	1	0.9602899366910425	0.2911812	"peptidyl-amino acid modification"
"GO:0019080"	"viral gene expression"	0.008353504348259957	1	0.9981485857418193	-0	null
"GO:0022402"	"cell cycle process"	0.9809400820385262	2	0.9890034009209938	0.01014924	null
"GO:0023052"	"signaling"	8.239982451325048	2	1	-0	null
"GO:0030029"	"actin filament-based process"	0.3353534763924416	1	0.9958511984241003	0.00894459	null
"GO:0032259"	"methylation"	3.166556544232703	1	0.9832237001123336	0.04026657	null
"GO:0032501"	"multicellular organismal process"	2.3849736911150656	11	1	-0	null
"GO:0032502"	"developmental process"	2.3294642724475	13	1	-0	null
"GO:0040011"	"locomotion"	0.5796062205252682	1	1	-0	null
"GO:0042221"	"response to chemical"	3.5432321107776397	2	0.9757506959134744	-0	null
"GO:0009605"	"response to external stimulus"	1.994426587106823	1	0.9772026948582573	0.45325254	"response to chemical"
"GO:0009719"	"response to endogenous stimulus"	0.6494159876632736	1	0.9796012612939002	0.39254253	"response to chemical"
"GO:0070887"	"cellular response to chemical stimulus"	1.784531909405996	2	0.9645830725430811	0.44641017	"response to chemical"
"GO:0071495"	"cellular response to endogenous stimulus"	0.5412392697940241	1	0.9723857908344182	0.3841859	"response to chemical"
"GO:0042592"	"homeostatic process"	0.6698626272359544	1	1	-0	null
"GO:0044255"	"cellular lipid metabolic process"	3.371418509803301	1	0.94724155498284	0.08594018	null
"GO:0046462"	"monoacylglycerol metabolic process"	0.0017684298898823308	1	0.9595856836352078	0.41164869	"cellular lipid metabolic process"
"GO:0044262"	"cellular carbohydrate metabolic process"	1.4093688157931958	1	0.962304461495063	0.07544387	null
"GO:0044419"	"biological process involved in interspecies interaction between organisms"	1.030878281729696	1	1	-0	null
"GO:0048511"	"rhythmic process"	0.1140471073157385	2	1	-0	null
"GO:0048522"	"positive regulation of cellular process"	1.6499317907948772	13	0.7097933477379524	0	null
"GO:0000018"	"regulation of DNA recombination"	0.03929770330486638	2	0.8155787462967976	0.34484976	"positive regulation of cellular process"
"GO:0002682"	"regulation of immune system process"	0.2946264030637981	1	0.8382227039860701	0.23671765	"positive regulation of cellular process"
"GO:0003352"	"regulation of cilium movement"	0.008855445914749113	2	0.8541365502099949	0.18861539	"positive regulation of cellular process"
"GO:0006357"	"regulation of transcription by RNA polymerase II"	1.9000449520251896	6	0.7647519356724263	0.31816548	"positive regulation of cellular process"
"GO:0009966"	"regulation of signal transduction"	0.9172500130720875	3	0.7614981842724837	0.28812002	"positive regulation of cellular process"
"GO:0010564"	"regulation of cell cycle process"	0.31686474134070186	1	0.826505586272052	0.25705726	"positive regulation of cellular process"
"GO:0010646"	"regulation of cell communication"	0.9864082534085572	3	0.81314392905744	0.29052089	"positive regulation of cellular process"
"GO:0010941"	"regulation of cell death"	0.3620428064410604	2	0.8281083485837104	0.26058018	"positive regulation of cellular process"
"GO:0023051"	"regulation of signaling"	0.9919794723849535	3	0.8210905798019523	0.26968222	"positive regulation of cellular process"
"GO:0030155"	"regulation of cell adhesion"	0.10961273612569519	2	0.8429810927126055	0.23206994	"positive regulation of cellular process"
"GO:0031399"	"regulation of protein modification process"	0.38433433057931404	1	0.7920509652285814	0.38761842	"positive regulation of cellular process"
"GO:0032784"	"regulation of DNA-templated transcription elongation"	0.13392864711157726	1	0.8110181710181584	0.3933097	"positive regulation of cellular process"
"GO:0032879"	"regulation of localization"	0.5486254562889837	1	0.8299015033342377	0.2525254	"positive regulation of cellular process"
"GO:0032886"	"regulation of microtubule-based process"	0.07774775694446961	3	0.8467758016081939	0.22499314	"positive regulation of cellular process"
"GO:0033043"	"regulation of organelle organization"	0.42457275880680584	4	0.7787951714348307	0.26492	"positive regulation of cellular process"
"GO:0040008"	"regulation of growth"	0.12904552021639468	1	0.8480450301428397	0.21855116	"positive regulation of cellular process"
"GO:0042127"	"regulation of cell population proliferation"	0.2398715588041332	1	0.8335535351549129	0.24999841	"positive regulation of cellular process"
"GO:0042981"	"regulation of apoptotic process"	0.3304504047992528	2	0.8214271450751075	0.25815656	"positive regulation of cellular process"
"GO:0043457"	"regulation of cellular respiration"	0.01050753173292866	1	0.8379924964611887	0.2034329	"positive regulation of cellular process"
"GO:0043467"	"regulation of generation of precursor metabolites and energy"	0.027354153315491916	1	0.8351316757077383	0.21468068	"positive regulation of cellular process"
"GO:0043484"	"regulation of RNA splicing"	0.05151050671732443	2	0.8239224139603537	0.35698786	"positive regulation of cellular process"
"GO:0044087"	"regulation of cellular component biogenesis"	0.35833974084457754	2	0.8282488679257156	0.26030501	"positive regulation of cellular process"
"GO:0048518"	"positive regulation of biological process"	1.9716996037287677	14	0.8095770265415049	0.2927509	"positive regulation of cellular process"
"GO:0048519"	"negative regulation of biological process"	2.3667974229987565	6	0.8062450537469099	0.30652234	"positive regulation of cellular process"
"GO:0048523"	"negative regulation of cellular process"	1.8278052558467632	6	0.7439667910215324	0.31262584	"positive regulation of cellular process"
"GO:0048583"	"regulation of response to stimulus"	1.3331568005952028	5	0.8163218675621379	0.27914769	"positive regulation of cellular process"
"GO:0050678"	"regulation of epithelial cell proliferation"	0.045377512080420485	1	0.8457268968008687	0.21472838	"positive regulation of cellular process"
"GO:0050790"	"regulation of catalytic activity"	0.6853995469827777	5	0.8030942508399932	0.25022279	"positive regulation of cellular process"
"GO:0050793"	"regulation of developmental process"	1.1758828844673783	6	0.8183794423777006	0.27504811	"positive regulation of cellular process"
"GO:0050794"	"regulation of cellular process"	20.367259674616214	19	0.754701719640779	0.44068478	"positive regulation of cellular process"
"GO:0051052"	"regulation of DNA metabolic process"	0.2328742939202943	3	0.8040214554161139	0.4060526	"positive regulation of cellular process"
"GO:0051128"	"regulation of cellular component organization"	0.7906610148267887	5	0.8166778671160846	0.28333619	"positive regulation of cellular process"
"GO:0051239"	"regulation of multicellular organismal process"	0.537170551400761	6	0.8301986176517763	0.25195436	"positive regulation of cellular process"
"GO:0051246"	"regulation of protein metabolic process"	2.1160693002465862	2	0.7739792018193955	0.47218279	"positive regulation of cellular process"
"GO:0051726"	"regulation of cell cycle"	0.513692317731139	2	0.8231786794984929	0.27030391	"positive regulation of cellular process"
"GO:0065008"	"regulation of biological quality"	1.281396985152801	1	0.8223425134234119	0.26872572	"positive regulation of cellular process"
"GO:0065009"	"regulation of molecular function"	0.8277348843039647	5	0.8290593957246437	0.25552861	"positive regulation of cellular process"
"GO:1903311"	"regulation of mRNA metabolic process"	0.1683731405682703	2	0.8084740648648513	0.39783944	"positive regulation of cellular process"
"GO:1904062"	"regulation of monoatomic cation transmembrane transport"	0.05494099477438939	1	0.8245967846293873	0.21826511	"positive regulation of cellular process"
"GO:2000026"	"regulation of multicellular organismal development"	0.23866158045842426	4	0.7675299508704372	0.23180089	"positive regulation of cellular process"
"GO:2000241"	"regulation of reproductive process"	0.08154389779831477	1	0.8529897112217374	0.20960695	"positive regulation of cellular process"
"GO:2000628"	"regulation of miRNA metabolic process"	0.011159058534464255	1	0.8406073774753501	0.19191801	"positive regulation of cellular process"
"GO:0048856"	"anatomical structure development"	2.067530553532184	9	0.9031836056568983	-0	null
"GO:0048870"	"cell motility"	0.46411977083674955	1	0.9957187365712474	0.009278	null
"GO:0048878"	"chemical homeostasis"	0.5209787807360677	1	0.9760304540573209	-0	null
"GO:0050896"	"response to stimulus"	14.587937719223396	3	1	-0	null
"GO:0051179"	"localization"	18.742358479819107	6	1	-0	null
"GO:0051301"	"cell division"	1.377729876522707	2	0.9952013991652571	0.01060109	null
"GO:0051641"	"cellular localization"	3.742193769854739	4	0.971847455684388	0.01219869	null
"GO:0006403"	"RNA localization"	0.2079700143432296	2	0.9759417130183599	0.28761457	"cellular localization"
"GO:0015931"	"nucleobase-containing compound transport"	0.365705982641531	1	0.978220321234745	0.305862	"cellular localization"
"GO:0033036"	"macromolecule localization"	3.699222918000399	4	0.9769420678722722	0.41338567	"cellular localization"
"GO:0046907"	"intracellular transport"	2.031118183205547	2	0.9613433410542517	0.37887761	"cellular localization"
"GO:0071705"	"nitrogen compound transport"	4.76951192299033	1	0.9759649938463067	0.42998539	"cellular localization"
"GO:0051701"	"biological process involved in interaction with host"	0.10470966453250642	1	0.9936095410023846	-0	null
"GO:0065007"	"biological regulation"	22.890652894010586	21	1	-0	null
"GO:0070085"	"glycosylation"	0.6805995229959543	1	0.986211801527247	0.03318847	null
"GO:0071704"	"organic substance metabolic process"	59.155721653523166	13	0.9692133863533493	0.07297873	null
"GO:0006725"	"cellular aromatic compound metabolic process"	26.79292613417935	5	0.957141669853138	0.23504502	"organic substance metabolic process"
"GO:0006793"	"phosphorus metabolic process"	13.445758050270145	1	0.9626354575063995	0.18628936	"organic substance metabolic process"
"GO:0006807"	"nitrogen compound metabolic process"	49.550089164434496	13	0.9708468714350671	0.23653729	"organic substance metabolic process"
"GO:0009058"	"biosynthetic process"	28.21250331123538	5	0.9749446445448836	0.16212816	"organic substance metabolic process"
"GO:0034641"	"cellular nitrogen compound metabolic process"	30.54528505178458	6	0.9465340564828492	0.29997373	"organic substance metabolic process"
"GO:0034645"	"cellular macromolecule biosynthetic process"	7.068181581716269	3	0.906869464249499	0.45900476	"organic substance metabolic process"
"GO:0043170"	"macromolecule metabolic process"	38.67120377521221	13	0.9635122552481538	0.19678672	"organic substance metabolic process"
"GO:0044237"	"cellular metabolic process"	52.27297257740313	11	0.9664974076398064	0.2473184	"organic substance metabolic process"
"GO:0044238"	"primary metabolic process"	54.341480421137625	13	0.9700188561044327	0.25577572	"organic substance metabolic process"
"GO:0044281"	"small molecule metabolic process"	15.041609792421234	1	0.9781838310268263	0.11998055	"organic substance metabolic process"
"GO:0046483"	"heterocycle metabolic process"	26.784054067682934	5	0.9571447662194058	0.15755579	"organic substance metabolic process"
"GO:1901360"	"organic cyclic compound metabolic process"	27.64011374727202	5	0.9663568908310075	0.16529832	"organic substance metabolic process"
"GO:1901564"	"organonitrogen compound metabolic process"	30.85322786488385	10	0.9525044635863429	0.2017223	"organic substance metabolic process"
"GO:1901576"	"organic substance biosynthetic process"	27.020538351942346	5	0.9368487845492139	0.15831115	"organic substance metabolic process"
"GO:0071840"	"cellular component organization or biogenesis"	9.257238504316515	15	0.9938685533474259	0.01427721	null
"GO:1901135"	"carbohydrate derivative metabolic process"	6.786386267703122	2	0.9742499553474716	0.09028059	null
"GO:1901615"	"organic hydroxy compound metabolic process"	1.1344876637555275	1	0.9798779344145082	0.0520762	null
