orthogroup,symbol,lrt,pval,adj_pval,k,signif,grouping
OG0007061,RBSN,162.9830977679921,0,0,6.041407806169399,Significant,Intensification
OG0007105,MYOT,88.79531741098253,0,0,3.956247333965932,Significant,Intensification
OG0007145,CAPN10,92.8121759845053,0,0,15.75589502488781,Significant,Intensification
OG0007159,RPA2,73.1966390252901,0,0,11.97004310185237,Significant,Intensification
OG0007174,OAZ1,84.22545880499456,0,0,21.84458076290932,Significant,Intensification
OG0007178,HNRNPU,150.5616931731365,0,0,5.681117175510538,Significant,Intensification
OG0007341,NIPAL1,93.79155547776827,0,0,6.22624671685539,Significant,Intensification
OG0007364,MRPL51,178.1219380805169,0,0,11.20951346401124,Significant,Intensification
OG0007383,LRRC23,75.09037755449663,0,0,5.468643846765339,Significant,Intensification
OG0007443,SYTL2,106.5672908984343,0,0,2.548273213360149,Significant,Intensification
OG0007446,ELF1,145.0932424336024,0,0,13.51691457392817,Significant,Intensification
OG0007450,E2F8,74.14071221408994,0,0,3.229194892592322,Significant,Intensification
OG0007451,ZDHHC13,129.0617539457398,0,0,5.960308720530925,Significant,Intensification
OG0007508,LRRFIP1,115.1539660445051,0,0,3.800139813042254,Significant,Intensification
OG0007522,TAX1BP1,192.6683999719335,0,0,9.862211509419076,Significant,Intensification
OG0007545,FAM126A,151.7077825614606,0,0,8.858952686780018,Significant,Intensification
OG0007571,TSPYL2,165.8809518081762,0,0,13.00635305741046,Significant,Intensification
OG0007574,CACNA1F,211.5411616606652,0,0,3.590772007872446,Significant,Intensification
OG0007618,,111.0123084074057,0,0,7.472654315543402,Significant,Intensification
OG0007623,LHFPL6,135.1519626274935,0,0,12.00456308551634,Significant,Intensification
OG0007652,DNAAF2,159.6256942358559,0,0,3.907013802301124,Significant,Intensification
OG0007664,NPFFR1,136.139529385322,0,0,9.925009563633882,Significant,Intensification
OG0007717,L1CAM,123.651836285404,0,0,4.401140776930626,Significant,Intensification
OG0007730,TKTL1,92.58250457620125,0,0,4.012190323258239,Significant,Intensification
OG0007756,LRFN1,89.99274498492014,0,0,23.61628482933404,Significant,Intensification
OG0007778,BLVRB,107.9003310005974,0,0,3.972314606269403,Significant,Intensification
OG0007795,SEMA4B,95.78744209339675,0,0,5.188262454033458,Significant,Intensification
OG0007840,VPS37A,125.5316985221543,0,0,13.18587233428578,Significant,Intensification
OG0007843,TUSC3,232.3158801275758,0,0,15.55131396062243,Significant,Intensification
OG0007877,CHMP2A,108.1166121483307,0,0,14.80456244419046,Significant,Intensification
OG0007878,RC3H1,76.84151178040702,0,0,6.19154638648047,Significant,Intensification
OG0007884,SELP,92.93171533773784,0,0,2.671094940754819,Significant,Intensification
OG0007892,PRRC2C,145.282346898166,0,0,3.705513901686166,Significant,Intensification
OG0007904,ELAC1,123.4755807510392,0,0,8.777050972080573,Significant,Intensification
OG0007908,GPR39,73.705438285745,0,0,6.7321970623111,Significant,Intensification
OG0007950,RPP14,111.6579482153825,0,0,11.91150049987857,Significant,Intensification
OG0007951,ARIH2,98.11969597966163,0,0,14.53814599480712,Significant,Intensification
OG0007981,ELK3,76.55023987721506,0,0,8.12585170051783,Significant,Intensification
OG0008011,SESN1,210.4618094415964,0,0,7.979110402683657,Significant,Intensification
OG0008015,FIG4,119.9903628669999,0,0,6.348325573378156,Significant,Intensification
OG0008094,EEF1AKMT1,130.3451496096986,0,0,10.71373831065712,Significant,Intensification
OG0008106,STON2,129.1269107739554,0,0,5.624999673834456,Significant,Intensification
OG0008149,ABCD4,89.34951101511615,0,0,5.73620843468225,Significant,Intensification
OG0008236,LATS1,84.17090016518341,0,0,6.234648824548675,Significant,Intensification
OG0008339,SHB,206.515813810056,0,0,10.41822487136887,Significant,Intensification
OG0008396,HDAC4,120.1545948214607,0,0,5.070592664496931,Significant,Intensification
OG0008503,CUL3,256.8101919285327,0,0,24.07752732194636,Significant,Intensification
OG0008585,EGFLAM,144.6189312442293,0,0,1.042628891378984e-6,Significant,Relaxation
OG0008609,TTC30B,89.21607206717272,0,0,9.375642788350547,Significant,Intensification
OG0008620,LHX8,133.2306782142432,0,0,8.856372622251063,Significant,Intensification
OG0008641,PTGER1,90.71892903142088,0,0,6.511226572876374,Significant,Intensification
OG0008651,MMP17,156.4724340979574,0,0,10.85382776803712,Significant,Intensification
OG0008665,RAB21,122.7778732077377,0,0,13.64515746674236,Significant,Intensification
OG0008750,ALKBH7,86.9493588150699,0,0,6.501617946856824,Significant,Intensification
OG0008769,,73.96365040244928,0,0,7.672980128786873,Significant,Intensification
OG0008795,SLC35E1,111.0059150856378,0,0,28.27285724776965,Significant,Intensification
OG0008845,GHSR,90.91903764180279,0,0,6.001937335396516,Significant,Intensification
OG0008876,NFKBIL1,97.05672046162181,0,0,4.389523830701891,Significant,Intensification
OG0008893,PDCD11,78.27852751315731,0,0,3.283682565662578,Significant,Intensification
OG0008989,KAT14,257.3126761560234,0,0,5.051484833937444,Significant,Intensification
OG0009010,ZADH2,89.13707384455938,0,0,5.727418250276851,Significant,Intensification
OG0009020,LRFN5,170.3737984542495,0,0,5.119649976395801,Significant,Intensification
OG0009036,,203.9573647473517,0,0,12.21646391974639,Significant,Intensification
OG0009044,LEO1,124.889345700718,0,0,9.76764661371049,Significant,Intensification
OG0009091,PREB,71.75065924323735,0,0,4.942432473413115,Significant,Intensification
OG0009096,DNAJC5G,95.87147969083344,0,0,9.728411670454282,Significant,Intensification
OG0009101,ZNF513,140.1299445940331,0,0,2.818794138334439,Significant,Intensification
OG0009186,PHLPP1,262.651911170211,0,0,6.349940058939606,Significant,Intensification
OG0009187,,83.06860520553164,0,0,6.943810376203538,Significant,Intensification
OG0009201,CCNT2,88.48653938669122,0,0,6.943197053064666,Significant,Intensification
OG0009202,GBE1,72.1672351760808,0,0,2.747537579547363,Significant,Intensification
OG0009218,SIK3,114.6710522780668,0,0,8.975090303376884,Significant,Intensification
OG0009225,LSP1,85.60077761535013,0,0,3.951392497154347,Significant,Intensification
OG0009235,PIK3R6,70.74227464530304,0,0,5.852183970301464,Significant,Intensification
OG0009279,TNNT1,113.9401111485422,0,0,10.92450340157583,Significant,Intensification
OG0009341,MAN1B1,80.30256555490087,0,0,5.031314558693044,Significant,Intensification
OG0009354,NUP188,88.72929247287175,0,0,5.320785890330778,Significant,Intensification
OG0009357,DOLPP1,73.96617977500955,0,0,1.540291245810574e-6,Significant,Relaxation
OG0009403,IRF2BP1,85.06160488778733,0,0,9.589022423692487e-7,Significant,Relaxation
OG0009405,SYMPK,107.5252845506366,0,0,5.904300434531724,Significant,Intensification
OG0009425,STARD4,87.40350015087233,0,0,12.58052817290547,Significant,Intensification
OG0009441,TMEM223,72.89900009244411,0,0,6.64094786563977,Significant,Intensification
OG0009457,LINGO4,73.67096640371892,0,0,5.593435944201394,Significant,Intensification
OG0009480,CCM2,481.3611986965298,0,0,4.481792295985457e-8,Significant,Relaxation
OG0009483,SCAP,105.6272593961839,0,0,5.525040259298213e-6,Significant,Relaxation
OG0009516,NICN1,83.92775182780224,0,0,9.274512849667907,Significant,Intensification
OG0009540,TTC33,128.1804960139616,0,0,11.83155470603729,Significant,Intensification
OG0009543,CCDC138,115.8949568260778,0,0,3.034802886262774,Significant,Intensification
OG0009547,SNX7,83.70523334260542,0,0,9.874434343676711,Significant,Intensification
OG0009574,JMY,184.2599421240411,0,0,22.30440178487549,Significant,Intensification
OG0009578,ERFE,124.2032967837422,0,0,8.575143040265905,Significant,Intensification
OG0009665,CPT1B,74.35716441986915,0,0,7.015058281101818,Significant,Intensification
OG0009674,EPPK1,208.6117095398513,0,0,0.3184772202292182,Significant,Relaxation
OG0009688,EDC3,106.5171596642031,0,0,13.50209189692635,Significant,Intensification
OG0009721,YEATS2,307.2659666773798,0,0,7.709984814012,Significant,Intensification
OG0009840,ESRP1,92.87554564677157,0,0,4.482801521175397,Significant,Intensification
OG0009917,E2F2,201.5450770972711,0,0,49.99999999999989,Significant,Intensification
OG0009954,ST6GALNAC1,586.5869971337925,0,0,7.51467303322035,Significant,Intensification
OG0009963,OGFOD3,234.5753641126194,0,0,12.95747871588449,Significant,Intensification
OG0009991,TBXAS1,194.7082265105328,0,0,7.044744767063309,Significant,Intensification
OG0010007,MARCHF4 MARCH4,71.31263543590012,0,0,11.3173472236178,Significant,Intensification
OG0010138,ATG14,132.3475582587935,0,0,11.11100056587627,Significant,Intensification
OG0010168,KCNK12,156.6802623892963,0,0,14.50554055428128,Significant,Intensification
OG0010209,RBMX,73.79242321800666,0,0,30.6869071021215,Significant,Intensification
OG0010228,SLC7A3,105.7786819943321,0,0,3.573795585788555,Significant,Intensification
OG0010234,MED12,130.1808213812037,0,0,4.50416590993011,Significant,Intensification
OG0010246,CLCN5,89.88899845645574,0,0,11.73069491111403,Significant,Intensification
OG0010335,TMTC2,113.4562400132272,0,0,35.15198766967207,Significant,Intensification
OG0010392,DCAF12,177.7500120782115,0,0,11.62754621850597,Significant,Intensification
OG0010397,PTPRF,154.6821352812512,0,0,5.515011848003476,Significant,Intensification
OG0010446,,129.7717921908179,0,0,13.36976457669442,Significant,Intensification
OG0010450,TXNDC15,162.0192186525883,0,0,11.80687643353172,Significant,Intensification
OG0010462,SP3,264.8109362801479,0,0,5.502282493748789e-9,Significant,Relaxation
OG0010467,DRC3,76.03357897566639,0,0,6.186064108249974,Significant,Intensification
OG0010483,EMP2,83.9267904938024,0,0,11.66815575515911,Significant,Intensification
OG0010491,TXNDC11,81.76711538791642,0,0,3.529693412022192,Significant,Intensification
OG0010497,CASK,113.29844128952941,0,0,14.07068121858682,Significant,Intensification
OG0010543,FUNDC1,75.59504639413672,0,0,6.04526673665463,Significant,Intensification
OG0010565,BACE2,76.06724050512639,0,0,5.637117469453682,Significant,Intensification
OG0010584,CRYZL1,191.9071335397512,0,0,11.74227279352565,Significant,Intensification
OG0010623,PROK2,78.9138875675826,0,0,10.27425699062476,Significant,Intensification
OG0010679,FKTN,103.9875013671162,0,0,8.021829433181463,Significant,Intensification
OG0010681,TFPI,127.3431441024022,0,0,7.101383557555258,Significant,Intensification
OG0010713,N6AMT1,177.8540198170122,0,0,12.92808010060795,Significant,Intensification
OG0010733,,71.20007709951915,0,0,4.175896507050511,Significant,Intensification
OG0010745,PABPC1,98.24030979709914,0,0,16.08475047465348,Significant,Intensification
OG0010774,XKRX,80.57501525571024,0,0,8.781248421944694,Significant,Intensification
OG0010815,SCARF2,429.4447989068758,0,0,11.31357497982286,Significant,Intensification
OG0010817,CDYL2,109.7123779486737,0,0,15.86414722000599,Significant,Intensification
OG0010842,FCSK FUK,492.0191105292652,0,0,23.62560061127076,Significant,Intensification
OG0010865,PDCD2L,106.4480115572605,0,0,3.803279503098679,Significant,Intensification
OG0010873,WDR59,220.5931016478062,0,0,7.185243462417356,Significant,Intensification
OG0010884,PSME3IP1 FAM192A,129.92689857329881,0,0,14.85555957626641,Significant,Intensification
OG0010931,PLA2G4C,85.79722279236012,0,0,4.660038106609474,Significant,Intensification
OG0010949,CFAP100,116.721361145941,0,0,3.748174430670457,Significant,Intensification
OG0010965,DCAKD,100.8976591425721,0,0,6.920973673451399,Significant,Intensification
OG0010974,CCDC43,100.7618331294498,0,0,32.64324196904131,Significant,Intensification
OG0011004,ACE,251.0029720871753,0,0,14.25493309135253,Significant,Intensification
OG0011008,SPAG6,85.76191342981019,0,0,12.96269377786075,Significant,Intensification
OG0011024,ITGA8,96.71000624340923,0,0,4.876653575713489,Significant,Intensification
OG0011049,,116.3034838246967,0,0,1.996284855410951,Significant,Intensification
OG0011056,RIMS1,402.2498208509642,0,0,9.552855050500613,Significant,Intensification
OG0011065,RAD23B,70.49581146191667,0,0,6.627942528669873,Significant,Intensification
OG0011079,CACNG4,105.6413561175577,0,0,13.80145101608723,Significant,Intensification
OG0011139,NLRX1,77.32313086933573,0,0,3.494768424591155,Significant,Intensification
OG0011141,CCDC153,70.5170086368853,0,0,10.06473880296186,Significant,Intensification
OG0011145,NECTIN1,259.8390936215437,0,0,9.355886197640205,Significant,Intensification
OG0011176,RPE,224.0596118626581,0,0,17.42123679313894,Significant,Intensification
OG0011186,SPATA20,105.7775903284401,0,0,4.437677492596902,Significant,Intensification
OG0011223,CUNH3ORF80 C10H3ORF80,120.4651418133426,0,0,7.200191789980307,Significant,Intensification
OG0011236,EFHD1,110.8563379997613,0,0,5.596215748600237,Significant,Intensification
OG0011237,GIGYF2,178.9217826442,0,0,5.071933788854833,Significant,Intensification
OG0011332,LAMTOR1,94.87634188872153,0,0,10.04127370682944,Significant,Intensification
OG0011342,TAMM41,73.95833549104827,0,0,4.850256180563208,Significant,Intensification
OG0011368,IMP4,85.8631103323005,0,0,10.17106535634917,Significant,Intensification
OG0011439,NUMB,404.3512903433675,0,0,17.00852511364385,Significant,Intensification
OG0011441,DPF3,103.0627139343178,0,0,10.10325466090982,Significant,Intensification
OG0011563,TULP4,310.9687019888988,0,0,7.718199242453626,Significant,Intensification
OG0011579,MEI4,196.3070297621389,0,0,3.960553246318256,Significant,Intensification
OG0011582,LCA5,158.679730279071,0,0,5.466556638359963,Significant,Intensification
OG0011648,DOHH,74.3386090755057,0,0,7.433830153579851,Significant,Intensification
OG0011661,PIEZO1,74.78754961093364,0,0,2.89511074493888,Significant,Intensification
OG0011668,ANKRD11,197.5794662694461,0,0,1.24773859264877e-11,Significant,Relaxation
OG0011672,,154.5725684568006,0,0,9.35661434044655,Significant,Intensification
OG0011679,FANCA,303.0415955954304,0,0,5.27865263630259,Significant,Intensification
OG0011691,NQO1,175.7738186097995,0,0,17.70466502099469,Significant,Intensification
OG0011707,PRKAG3,82.36068066289408,0,0,3.906504280888434,Significant,Intensification
OG0011727,HRH2,100.7138026160937,0,0,4.200930275076221,Significant,Intensification
OG0011765,GCLM,80.71985569313665,0,0,10.78491520508716,Significant,Intensification
OG0011772,RWDD3,75.56752592296743,0,0,5.467896673218415,Significant,Intensification
OG0011792,GGT1,112.4334425937395,0,0,5.054455298885704,Significant,Intensification
OG0011806,TMEM231,89.46158347934579,0,0,9.67593817783372,Significant,Intensification
OG0011815,ATXN7L1,99.0858224907879,0,0,8.151286148927626,Significant,Intensification
OG0011820,HBP1,192.5298657055391,0,0,15.84154043479581,Significant,Intensification
OG0011823,SLC26A3,95.38942950211276,0,0,4.655144601979345,Significant,Intensification
OG0011851,PPM1K,277.7474164788573,0,0,17.67086400857865,Significant,Intensification
OG0011886,ACP6,109.6385936911338,0,0,3.541646638148345,Significant,Intensification
OG0011940,TSG101,133.2038002168892,0,0,20.5246873102713,Significant,Intensification
OG0011970,EIF6,91.72650170378438,0,0,24.20930824409508,Significant,Intensification
OG0011986,TMEM175,112.8722286289485,0,0,7.364213798266492,Significant,Intensification
OG0011996,SNRNP40,72.90592117680353,0,0,28.47807871099413,Significant,Intensification
OG0012054,TMEM9,106.3428986993431,0,0,6.995482817742301,Significant,Intensification
OG0012133,PHF5A,87.55807306816973,0,0,27.87143815095332,Significant,Intensification
OG0012139,CCDC134,96.22899800819005,0,0,13.40787185900113,Significant,Intensification
OG0012142,CENPM,78.62557350472116,0,0,7.604826322374911,Significant,Intensification
OG0012225,AGPAT1,99.57245797521409,0,0,6.384091573588722,Significant,Intensification
OG0012244,POU6F2,290.4448441086115,0,0,6.278837387503253,Significant,Intensification
OG0012252,SEPTIN7 SEPT7,148.5281865346442,0,0,5.262192003864391e-7,Significant,Relaxation
OG0012267,MLH1,106.8751351487408,0,0,4.568420607788096,Significant,Intensification
OG0012282,DPCD,74.21031684778109,0,0,11.00843685827851,Significant,Intensification
OG0012283,POLL,88.80162598250718,0,0,2.634887345108478,Significant,Intensification
OG0012287,BRD3,433.1817364819417,0,0,23.07450547720284,Significant,Intensification
OG0012354,KCNB2,215.1968461566903,0,0,7.97184944320858,Significant,Intensification
OG0012410,TMEM116,102.2579993039471,0,0,8.802762747998651,Significant,Intensification
OG0012421,USP30,104.01837044479,0,0,5.241638374017104,Significant,Intensification
OG0012466,MAL2,129.9990549775398,0,0,13.03311566829023,Significant,Intensification
OG0012468,TNS1,130.7330934672864,0,0,4.452836765202841,Significant,Intensification
OG0012473,GPBAR1,79.71204545135788,0,0,3.847920392169469,Significant,Intensification
OG0012474,AAMP,87.27233750727737,0,0,26.31210265651398,Significant,Intensification
OG0012489,FAM210B,101.7564287346577,0,0,3.666587708066594,Significant,Intensification
OG0012510,,109.0667272569772,0,0,2.556495721687721,Significant,Intensification
OG0012549,PRKAA2,287.1817507703981,0,0,7.403293755474449,Significant,Intensification
OG0012554,DHCR24,84.3558829225567,0,0,8.731853789402425,Significant,Intensification
OG0012563,LDLRAD1,109.8916026265451,0,0,7.667961808132713,Significant,Intensification
OG0012660,NPAS2,183.096961781981,0,0,4.88555386635297,Significant,Intensification
OG0012665,PAQR3,136.6648061969909,0,0,21.39405609309178,Significant,Intensification
OG0012684,SPSB3,73.52229856697522,0,0,5.688802877924783,Significant,Intensification
OG0012799,PPIE,99.04220879595596,0,0,7.79730793651559e-8,Significant,Relaxation
OG0012807,S100PBP,90.40537924631826,0,0,3.332086692461006,Significant,Intensification
OG0012825,MTF1,158.5581399175226,0,0,6.156148065972233,Significant,Intensification
OG0012836,SMAP2,137.0686217763523,0,0,9.013527174244564,Significant,Intensification
OG0012898,PPP1R3A,221.9727738090151,0,0,5.228072722704901,Significant,Intensification
OG0012909,,124.7806067622441,0,0,11.29327877764314,Significant,Intensification
OG0012951,,107.5415898401725,0,0,8.44737356970975,Significant,Intensification
OG0012955,CMYA5,182.2297957560077,0,0,2.624218539128039,Significant,Intensification
OG0012979,H6PD,167.8581302206767,0,0,9.427844608600948,Significant,Intensification
OG0012987,,87.42074093446172,0,0,7.334632809670149,Significant,Intensification
OG0013035,MUL1,113.3244439707323,0,0,10.26350313836105,Significant,Intensification
OG0013046,FHAD1,331.3674250577897,0,0,7.918865813319986,Significant,Intensification
OG0013063,SF1,275.3704315377108,0,0,11.89243166155952,Significant,Intensification
OG0013064,MAP4K2,89.47661949029498,0,0,4.970099480232453,Significant,Intensification
OG0013076,GAL3ST3,154.1536157839073,0,0,17.08898225982471,Significant,Intensification
OG0013086,RELA,242.1105904037613,0,0,11.89525353251874,Significant,Intensification
OG0013100,FAM217A,120.7520110942842,0,0,3.369395691667858,Significant,Intensification
OG0013149,ENGASE,71.56684717683675,0,0,3.741569441083058,Significant,Intensification
OG0013160,BAIAP2,81.20249388618504,0,0,6.926524927435033,Significant,Intensification
OG0013184,ADAMTS6,137.1245875891946,0,0,9.67168944110031,Significant,Intensification
OG0013216,PPAT,80.25146710159333,0,0,5.223645890433685,Significant,Intensification
OG0013226,ANKRD2,169.8972892643487,0,0,7.515779920140355,Significant,Intensification
OG0013227,MMS19,83.81493860219598,0,0,5.617742987142782,Significant,Intensification
OG0013229,EXOSC1,92.97848919531498,0,0,20.25911457856524,Significant,Intensification
OG0013234,HPS6,98.52592034768531,0,0,6.021281667222969,Significant,Intensification
OG0013267,COL1A2,238.4722155352974,0,0,3.926339690409992,Significant,Intensification
OG0013269,OPA1,109.1818611880153,0,0,3.948011404554395,Significant,Intensification
OG0013295,AMZ2,119.0319103913816,0,0,23.42094456860422,Significant,Intensification
OG0013322,TOM1,74.5606649106976,0,0,4.655571430745063,Significant,Intensification
OG0013339,CDH6,140.4916428046854,0,0,6.537262628961395,Significant,Intensification
OG0013343,PIGN,92.65411074756594,0,0,4.770273152029462,Significant,Intensification
OG0013405,IL11RA,80.28460084871404,0,0,5.312797509582211,Significant,Intensification
OG0013426,RIC3,141.3401800702459,0,0,8.374261401330934,Significant,Intensification
OG0013463,NUB1,93.1054394846542,0,0,5.3174671128025,Significant,Intensification
OG0013482,COL18A1,114.4062032253678,0,0,4.051009040927485,Significant,Intensification
OG0013488,TMEM132A,169.2680709697524,0,0,4.96651041269547,Significant,Intensification
OG0013510,MFSD14A,191.2194117321269,0,0,22.41356079476189,Significant,Intensification
OG0013553,TXLNB,77.52862394383192,0,0,8.996931216358652,Significant,Intensification
OG0013580,ENPP1,331.8680485483674,0,0,17.3385561244387,Significant,Intensification
OG0013598,RAD51B,147.55251853555,0,0,5.840439941557409,Significant,Intensification
OG0013607,EIF2S1,82.6592815541876,0,0,16.65133265935604,Significant,Intensification
OG0013613,WDPCP,101.822768304346,0,0,6.512946572225457,Significant,Intensification
OG0013667,GLYR1,174.2745415392856,0,0,13.748888925933,Significant,Intensification
OG0013685,CAPN15,167.4101721772095,0,0,11.23225475578555,Significant,Intensification
OG0013733,DGKZ,333.296829820938,0,0,5.992370006144097,Significant,Intensification
OG0013775,UNC45B,92.68369878152771,0,0,9.41218746835777e-6,Significant,Relaxation
OG0013786,SSC4D,176.8845499260606,0,0,5.419427698225348,Significant,Intensification
OG0013796,SRD5A3,224.5331964433362,0,0,7.436757460859078,Significant,Intensification
OG0013802,GTF3C3,90.96051262989931,0,0,6.570954544481281,Significant,Intensification
OG0013857,MYO1E,151.7053844064212,0,0,7.173510126907788,Significant,Intensification
OG0013932,DNAJB6,70.6683417062477,0,0,7.758245739995306,Significant,Intensification
OG0013988,KANSL3,113.1012784595623,0,0,6.8587957887438344,Significant,Intensification
OG0014032,MYRIP,249.3741585883727,0,0,6.588448546566497,Significant,Intensification
OG0014034,KIAA1143,87.3577659729076,0,0,7.642185961257002,Significant,Intensification
OG0014035,ZDHHC3,70.2649776356493,0,0,3.898461044497862,Significant,Intensification
OG0014066,OSBPL10,100.1985788205766,0,0,6.90225471835391,Significant,Intensification
OG0014094,GFM2,76.63521992981623,0,0,5.861542471222555,Significant,Intensification
OG0014097,CERT1 COL4A3BP,84.41599950689488,0,0,5.423491137096457,Significant,Intensification
OG0014121,L3MBTL1,87.16157976560862,0,0,6.060263119593595,Significant,Intensification
OG0005341,SMCO1,69.80699238260058,1.110223024625157e-16,2.7246068165234376e-15,13.91894285262717,Significant,Intensification
OG0008125,LRRC74A,68.61941029650188,1.110223024625157e-16,2.7246068165234376e-15,3.052228799606552,Significant,Intensification
OG0008493,FAM155B,68.6315678726005,1.110223024625157e-16,2.7246068165234376e-15,3.383451483430691,Significant,Intensification
