orthogroup,symbol,lrt,pval,adj_pval,k,signif,grouping
OG0007239,TMEM132A,172.4050819847107,0,0,4.944332035691442,Significant,Intensification
OG0007249,MMP17,156.1496721160001,0,0,10.47421582872758,Significant,Intensification
OG0007284,,71.26822792755502,0,0,4.150504582757945,Significant,Intensification
OG0007296,PABPC1,97.66795917430682,0,0,14.38429885887299,Significant,Intensification
OG0007312,ALKBH7,87.89613301184545,0,0,28.58334787997823,Significant,Intensification
OG0007338,SYT9,286.9308031341116,0,0,19.7751282883989,Significant,Intensification
OG0007367,,220.8534082518822,0,0,22.57020696343458,Significant,Intensification
OG0007370,CAMK1,89.70203195104659,0,0,8.531634634721533,Significant,Intensification
OG0007399,ESRP1,92.90691264102315,0,0,4.536192859320304,Significant,Intensification
OG0007429,EPPK1,209.0835008102586,0,0,0.3153291978758989,Significant,Relaxation
OG0007451,ADA2,257.9071313584791,0,0,5.140541790181715,Significant,Intensification
OG0007454,BID,71.81832072696216,0,0,3.710755065297363,Significant,Intensification
OG0007480,CUNH3ORF80 C10H3ORF80,120.2848425713228,0,0,6.973150429444661,Significant,Intensification
OG0007497,,117.2393147038965,0,0,2.00945268800745,Significant,Intensification
OG0007513,TMPRSS9,99.03480768237569,0,0,4.607869052486484,Significant,Intensification
OG0007547,NICN1,84.128132476867,0,0,9.85945488819242,Significant,Intensification
OG0007577,FBXO3,166.1625551355155,0,0,6.896014762918639,Significant,Intensification
OG0007595,NEGR1,73.10006136460652,0,0,4.181634639844333,Significant,Intensification
OG0007632,TULP4,310.8624015384448,0,0,8.189315651837875,Significant,Intensification
OG0007661,CDH13,86.80444794683353,0,0,3.712450907206118,Significant,Intensification
OG0007681,SPSB3,73.56661899964456,0,0,5.627082522195862,Significant,Intensification
OG0007790,OAZ1,84.00412952595252,0,0,20.66179588549901,Significant,Intensification
OG0007808,CERT1 COL4A3BP,84.17387904652423,0,0,5.498722736947697,Significant,Intensification
OG0007820,MYRIP,181.5250424448968,0,0,4.250380702532402,Significant,Intensification
OG0007822,KIAA1143,87.32333818317375,0,0,7.542271492932742,Significant,Intensification
OG0007823,ZDHHC3,70.41333247097464,0,0,3.909390192802922,Significant,Intensification
OG0007854,OSBPL10,105.5036450745156,0,0,7.761276292205688,Significant,Intensification
OG0007892,MAL2,127.737427977474,0,0,13.17052649193905,Significant,Intensification
OG0007905,L1CAM,124.0499819082543,0,0,4.360861515260143,Significant,Intensification
OG0007918,TKTL1,95.97622601792136,0,0,4.436462784943128,Significant,Intensification
OG0007939,EIF6,91.91493534158235,0,0,25.35971472755883,Significant,Intensification
OG0007954,TFPI,124.6237358312219,0,0,6.596321638844659,Significant,Intensification
OG0007959,NFKBIL1,99.07738589927612,0,0,4.404768780315275,Significant,Intensification
OG0007962,PLXND1,202.1035704799251,0,0,3.45368040371094,Significant,Intensification
OG0008064,ATG101,82.50593436275085,0,0,7.798552406650281,Significant,Intensification
OG0008088,CAPN10,92.47458205101793,0,0,14.67025478191554,Significant,Intensification
OG0008114,LRFN1,90.10119180191032,0,0,21.90788967504747,Significant,Intensification
OG0008153,SEMA4B,95.7329145597505,0,0,5.127167164847526,Significant,Intensification
OG0008174,INTS14,135.9825035473859,0,0,15.63387591385502,Significant,Intensification
OG0008181,GCLM,81.02162982194523,0,0,11.75392448414849,Significant,Intensification
OG0008188,RWDD3,75.4976827276123,0,0,5.632962305723763,Significant,Intensification
OG0008208,RPAP1,71.5748018837694,0,0,3.364864412519259,Significant,Intensification
OG0008213,CHP1,83.90898117289271,0,0,10.14636832332878,Significant,Intensification
OG0008216,DLL4,75.6937052612775,0,0,4.454852956813903,Significant,Intensification
OG0008234,RPA2,71.18967324639743,0,0,8.61742567040348,Significant,Intensification
OG0008278,NIPAL1,93.8558348208553,0,0,6.33941716798891,Significant,Intensification
OG0008295,CUL3,256.2814479415338,0,0,23.10933969681845,Significant,Intensification
OG0008305,TMEM39A,93.45668153589122,0,0,9.245752325603224,Significant,Intensification
OG0008374,KAT14,257.7060382087857,0,0,5.029310911856818,Significant,Intensification
OG0008413,NPAS2,183.1246717230297,0,0,4.915833512651695,Significant,Intensification
OG0008434,ERFE,124.2710869626653,0,0,8.678702116309593,Significant,Intensification
OG0008486,PCID2,123.9520648259604,0,0,49.99999999999989,Significant,Intensification
OG0008490,ASIC1,121.2544884682593,0,0,3.619333749505772,Significant,Intensification
OG0008517,TXLNB,77.420359927768,0,0,8.74037665870887,Significant,Intensification
OG0008544,ENPP1,332.0996672228903,0,0,17.5058288944217,Significant,Intensification
OG0008563,LRFN5,99.9646908960076,0,0,6.819451725589153,Significant,Intensification
OG0008564,E2F8,72.32175819435724,0,0,3.152352799824239,Significant,Intensification
OG0008565,ZDHHC13,131.2864531821306,0,0,6.447575073773388,Significant,Intensification
OG0008692,N6AMT1,178.0038845212757,0,0,13.2863384108001,Significant,Intensification
OG0008695,PPAT,73.50402327991651,0,0,5.194543592268576,Significant,Intensification
OG0008705,ANKRD2,169.9904082250378,0,0,7.699286316299353,Significant,Intensification
OG0008706,MMS19,83.47566979137082,0,0,5.326656946240622,Significant,Intensification
OG0008713,HPS6,98.41102599923943,0,0,5.815395705593781,Significant,Intensification
OG0008763,SIK3,115.401206469407,0,0,9.119087504994544,Significant,Intensification
OG0008804,SP3,264.807901611206,0,0,1.440960891005025e-9,Significant,Relaxation
OG0008813,LRRFIP1,129.2338432827164,0,0,3.800688884651246,Significant,Intensification
OG0008827,TAX1BP1,192.8800909089314,0,0,11.03490333041072,Significant,Intensification
OG0008850,FAM126A,158.4984765893523,0,0,7.099303745391484,Significant,Intensification
OG0008873,CUNH4ORF54 C9H4ORF54,199.6947344191685,0,0,4.186738720211054,Significant,Intensification
OG0008895,SSC4D,182.5191151116396,0,0,5.711921477562719,Significant,Intensification
OG0008907,SPATA20,105.8101840739728,0,0,4.435875160271427,Significant,Intensification
OG0008958,TSG101,132.9627063512416,0,0,19.8874783360462,Significant,Intensification
OG0008966,CACNG4,105.7136289280343,0,0,14.06824622835292,Significant,Intensification
OG0009076,TMTC2,190.9520428237756,0,0,3.924770730483809,Significant,Intensification
OG0009153,FUNDC1,75.59943854383027,0,0,6.040945650403464,Significant,Intensification
OG0009175,BACE2,75.93399511382813,0,0,5.228001878634398,Significant,Intensification
OG0009194,CRYZL1,191.7601232393363,0,0,11.39292238048214,Significant,Intensification
OG0009216,UPF3B,140.3808651880718,0,0,13.22899119660401,Significant,Intensification
OG0009217,SOWAHD,132.7499901601568,0,0,6.969774925571082,Significant,Intensification
OG0009222,FAM199X,88.61441915434807,0,0,18.18461061267954,Significant,Intensification
OG0009316,HPGD,77.7602828769941,0,0,9.038491871835523,Significant,Intensification
OG0009317,GFRA1,154.6344065249268,0,0,23.79749506101044,Significant,Intensification
OG0009413,NFATC1,132.1944622627088,0,0,8.662211617547406,Significant,Intensification
OG0009454,VPS37A,125.3699592809771,0,0,12.84012006629642,Significant,Intensification
OG0009457,TUSC3,236.7351447040419,0,0,14.99058261474128,Significant,Intensification
OG0009505,EDC3,106.6439498341206,0,0,13.86439904015364,Significant,Intensification
OG0009538,RAD23B,70.54380697069519,0,0,6.792625105478595,Significant,Intensification
OG0009540,PAQR3,136.8406088257889,0,0,21.82923590392656,Significant,Intensification
OG0009594,ATXN7L1,113.6663384108961,0,0,8.539029667574516,Significant,Intensification
OG0009599,HBP1,192.4264686864553,0,0,15.6634508074875,Significant,Intensification
OG0009602,SLC26A3,95.45051465524375,0,0,4.652782514524653,Significant,Intensification
OG0009633,,229.8935108506312,0,0,7.566027513531409,Significant,Intensification
OG0009641,AIP,86.74810381723182,0,0,10.81926049652558,Significant,Intensification
OG0009656,TMEM175,112.9904132271367,0,0,7.379598517374347,Significant,Intensification
OG0009683,IBTK,99.01157663721824,0,0,3.024639547689123,Significant,Intensification
OG0009739,PHF5A,87.4329267422429,0,0,27.10056631196884,Significant,Intensification
OG0009745,CCDC134,96.55387767590037,0,0,15.05065047207218,Significant,Intensification
OG0009748,CENPM,79.1276027632448,0,0,7.714131510856854,Significant,Intensification
OG0009774,CNTN4,104.1867935968257,0,0,9.051858007134273,Significant,Intensification
OG0009822,PROK2,78.88056162791872,0,0,10.20376153526404,Significant,Intensification
OG0009838,SCARF2,429.8381842962081,0,0,11.67576081334515,Significant,Intensification
OG0009840,CDYL2,108.9418564114703,0,0,15.06631076021632,Significant,Intensification
OG0009865,FCSK FUK,644.7565662454763,0,0,14.42055433962231,Significant,Intensification
OG0009888,PDCD2L,106.2976474746301,0,0,3.895390034664827,Significant,Intensification
OG0009896,WDR59,228.841889404237,0,0,6.988332487084369,Significant,Intensification
OG0009906,PSME3IP1 FAM192A,129.6585709114825,0,0,13.19701628638111,Significant,Intensification
OG0009915,TRADD,77.88449212998967,0,0,2.851758004492963,Significant,Intensification
OG0009939,SLC41A2,159.1260993548876,0,0,49.74050219957127,Significant,Intensification
OG0009950,NUB1,93.09339329253271,0,0,5.300371730655145,Significant,Intensification
OG0009955,KCNB2,215.092116021362,0,0,7.875380334082268,Significant,Intensification
OG0010007,AGPAT1,133.6865649160782,0,0,6.440617952110457,Significant,Intensification
OG0010026,POU6F2,290.5634321493544,0,0,6.356103528928758,Significant,Intensification
OG0010034,SEPTIN7 SEPT7,148.4998557399904,0,0,1.632186894891484e-7,Significant,Relaxation
OG0010048,MLH1,106.8539655413624,0,0,4.488311133905983,Significant,Intensification
OG0010063,RBSN,163.0325498863967,0,0,5.91776498822553,Significant,Intensification
OG0010115,PDCD11,79.92883044458722,0,0,3.394704918237181,Significant,Intensification
OG0010163,TMEM65,72.78096261611154,0,0,16.65003628588229,Significant,Intensification
OG0010183,DRC3,75.96566989795247,0,0,6.046904829469515,Significant,Intensification
OG0010199,EMP2,84.19100347954645,0,0,12.20213242617436,Significant,Intensification
OG0010207,TXNDC11,81.73759881571095,0,0,3.504971189749432,Significant,Intensification
OG0010221,PIK3R6,70.70228608587422,0,0,5.683522227875727,Significant,Intensification
OG0010244,TOM1,76.2079397419675,0,0,4.576781897221312,Significant,Intensification
OG0010263,CMYA5,188.5070912809169,0,0,2.618417673699542,Significant,Intensification
OG0010272,CARNS1,98.88248450478568,0,0,6.874754045227042,Significant,Intensification
OG0010295,LPXN,77.29984653134034,0,0,4.94001268249918,Significant,Intensification
OG0010308,PACSIN2,117.2059835108721,0,0,6.29104787495109,Significant,Intensification
OG0010317,NPFFR1,134.1267039471841,0,0,9.264084847191375,Significant,Intensification
OG0010333,PHLPP1,262.3304576826922,0,0,6.189663191559046,Significant,Intensification
OG0010334,,83.31749957128432,0,0,7.016486939224148,Significant,Intensification
OG0010355,TNNT1,113.6832621004423,0,0,10.67765722043606,Significant,Intensification
OG0010383,GPR39,73.72117099743446,0,0,6.775192445017563,Significant,Intensification
OG0010413,RPE,224.2947367264023,0,0,17.92830682467221,Significant,Intensification
OG0010480,SYTL2,107.4494475352039,0,0,2.583625738868696,Significant,Intensification
OG0010483,ELF1,145.1625806318461,0,0,13.65642415094066,Significant,Intensification
OG0010553,,74.40991987832058,0,0,10.33663045646846,Significant,Intensification
OG0010594,SRD5A3,224.5562738233812,0,0,7.551224676654899,Significant,Intensification
OG0010605,XKRX,80.58848278829282,0,0,8.877003847384042,Significant,Intensification
OG0010698,ST6GALNAC1,586.9673849286664,0,0,7.71824410339305,Significant,Intensification
OG0010707,OGFOD3,231.5689820736798,0,0,11.52784642047892,Significant,Intensification
OG0010714,CDH6,140.3920367121536,0,0,6.399160001482568,Significant,Intensification
OG0010718,PIGN,93.27367819925712,0,0,4.035251150659089,Significant,Intensification
OG0010746,ABRAXAS1,292.6056133532002,0,0,9.440910829731216,Significant,Intensification
OG0010792,PPIE,152.0528904871389,0,0,3.256726530612291e-7,Significant,Relaxation
OG0010800,S100PBP,90.40029558987953,0,0,3.312939075794541,Significant,Intensification
OG0010818,MTF1,158.5422970998516,0,0,6.055333215827653,Significant,Intensification
OG0010828,SMAP2,137.5074412800786,0,0,8.847961186061829,Significant,Intensification
OG0010834,HRH2,100.9787125524063,0,0,4.214815935275169,Significant,Intensification
OG0010856,PTPRF,159.6058721881673,0,0,6.069106863326663,Significant,Intensification
OG0010921,RC3H1,76.77096985022763,0,0,6.109632037071332,Significant,Intensification
OG0010927,SELP,92.81597401910767,0,0,2.652366550625947,Significant,Intensification
OG0010935,PRRC2C,154.2068736745714,0,0,4.128906157233571,Significant,Intensification
OG0010960,STPG3,87.34947718609419,0,0,7.991908921580809,Significant,Intensification
OG0010961,DPH7,74.51959822040408,0,0,5.791219597921184,Significant,Intensification
OG0010986,CHAF1A,77.2318057034463,0,0,3.139899532875648,Significant,Intensification
OG0011031,TMEM223,72.87460156012912,0,0,6.600773608163616,Significant,Intensification
OG0011048,HRNR,127.7459688501949,0,0,5.118627137013949,Significant,Intensification
OG0011050,LINGO4,73.67498831984994,0,0,5.548979176781978,Significant,Intensification
OG0011083,EGFLAM,144.6186388769129,0,0,1.04852569325283e-6,Significant,Relaxation
OG0011134,EEF1AKMT2,106.6635373635772,0,0,7.977359424455176,Significant,Intensification
OG0011212,KCNK12,155.6921827233418,0,0,13.0198692667771,Significant,Intensification
OG0011219,SLC23A3,86.47520257927499,0,0,7.845594263453186,Significant,Intensification
OG0011262,SLC7A3,110.632771950357,0,0,3.637934625258691,Significant,Intensification
OG0011268,MED12,127.9797823812769,0,0,4.466476298419007,Significant,Intensification
OG0011280,CLCN5,90.24967642967204,0,0,12.65039673879181,Significant,Intensification
OG0011299,CFAP100,137.2573698546748,0,0,3.721238316918055,Significant,Intensification
OG0011314,DCAKD,100.7708934261882,0,0,6.996714603789724,Significant,Intensification
OG0011323,CCDC43,100.7673533224865,0,0,32.67540675960892,Significant,Intensification
OG0011353,ACE,250.6484580476063,0,0,13.88612573714888,Significant,Intensification
OG0011357,SPAG6,85.77133572238836,0,0,12.93989433018903,Significant,Intensification
OG0011372,ITGA8,96.50107126460534,0,0,4.703372327077433,Significant,Intensification
OG0011567,BRD4,182.049754771313,0,0,3.936030283927771,Significant,Intensification
OG0011603,,79.21594424780778,0,0,7.547788572077357,Significant,Intensification
OG0011691,CLCN4,122.5685690138453,0,0,10.43971882058077,Significant,Intensification
OG0011697,UPF1,94.57713541773774,0,0,5.992500630832904,Significant,Intensification
OG0011700,HOMER3,97.75312717754423,0,0,8.727330761188304,Significant,Intensification
OG0011717,LSP1,85.82420341365741,0,0,3.574253622464925,Significant,Intensification
OG0011748,SIX2,71.8900945516184,0,0,18.01800672275659,Significant,Intensification
OG0011759,,110.97916763456671,0,0,7.390453812943075,Significant,Intensification
OG0011805,LRRC31,215.1175731834337,0,0,28.9995622733536,Significant,Intensification
OG0011817,GHSR,90.66995352765116,0,0,5.604930792725962,Significant,Intensification
OG0011822,DCAF12,178.0437856124863,0,0,12.09404275183716,Significant,Intensification
OG0011864,PREB,74.54786662604329,0,0,4.959907044853272,Significant,Intensification
OG0011874,ZNF513,144.8848140201426,0,0,2.927233270869955,Significant,Intensification
OG0011936,MFSD14A,190.6877608904542,0,0,21.38383367502754,Significant,Intensification
OG0011954,VAPA,104.0567297132829,0,0,4.008053780122626,Significant,Intensification
OG0011984,RIMS1,396.6349628035023,0,0,7.799241534240674,Significant,Intensification
OG0012046,H6PD,167.961654444829,0,0,9.649398888055915,Significant,Intensification
OG0012054,,87.37485528017532,0,0,7.22083150158928,Significant,Intensification
OG0012101,MUL1,101.5937705815722,0,0,12.16338704154542,Significant,Intensification
OG0012112,FHAD1,309.6117138845293,0,0,6.354403772156449,Significant,Intensification
OG0012117,TMEM9,108.3842182730546,0,0,7.124121705510613,Significant,Intensification
OG0012145,NUMB,402.9207004469481,0,0,15.63389273415451,Significant,Intensification
OG0012147,DPF3,103.1952606265613,0,0,10.28339294057442,Significant,Intensification
OG0012189,HEBP1,101.8223531141934,0,0,6.935719615999823,Significant,Intensification
OG0012297,DNAAF2,162.9165827570614,0,0,4.296930220970466,Significant,Intensification
OG0012318,RAB18,73.17369363001217,0,0,18.29974419134297,Significant,Intensification
OG0012357,PIEZO1,73.76781744286563,0,0,2.883789202715449,Significant,Intensification
OG0012364,ANKRD11,197.9350623496721,0,0,2.604730394051019e-7,Significant,Relaxation
OG0012368,,154.3472062551054,0,0,9.062596771621052,Significant,Intensification
OG0012375,FANCA,302.7499843917067,0,0,5.260551211720693,Significant,Intensification
OG0012387,NQO1,175.4602494889295,0,0,17.07121544101957,Significant,Intensification
OG0012407,INCENP,267.6909096914314,0,0,6.465208229593347,Significant,Intensification
OG0012452,INSIG1,94.86092836432545,0,0,16.87253030415805,Significant,Intensification
OG0012506,CFAP410 CUNH21ORF2,76.6292856330574,0,0,5.356592432577576,Significant,Intensification
OG0012510,UBE2G2,73.77494870647433,0,0,33.01981546723503,Significant,Intensification
OG0012557,BRD3,430.7434779729938,0,0,20.98909060389593,Significant,Intensification
OG0012571,HNRNPU,150.5512290881688,0,0,5.668010073734039,Significant,Intensification
OG0012574,MEI4,187.4819629326303,0,0,5.083269825462224,Significant,Intensification
OG0012578,LCA5,118.9549241642508,0,0,3.522858798090386,Significant,Intensification
OG0012602,,129.7619829336027,0,0,13.35186984703056,Significant,Intensification
OG0012606,TXNDC15,157.8466182654092,0,0,8.182756072462226,Significant,Intensification
OG0012647,TBXAS1,233.8557368059337,0,0,12.88188339339024,Significant,Intensification
OG0012708,STARD4,87.40176362043667,0,0,12.58045967077208,Significant,Intensification
OG0012711,TNS4,94.24314849558323,0,0,4.161970517879896,Significant,Intensification
OG0012713,SMARCE1,114.7113316675286,0,0,9.476581851435483,Significant,Intensification
OG0012760,CPT1B,74.3114213353947,0,0,6.91524611030269,Significant,Intensification
OG0012783,,204.11478646451,0,0,12.35857926947195,Significant,Intensification
OG0012791,LEO1,124.8341174864654,0,0,9.68116974257567,Significant,Intensification
OG0012801,SF1,73.3453363977369,0,0,4.276884865619807,Significant,Intensification
OG0012802,MAP4K2,89.32114615416504,0,0,4.881937071704463,Significant,Intensification
OG0012814,GAL3ST3,153.46185096931,0,0,15.65447114333084,Significant,Intensification
OG0012818,RELA,242.5755506139485,0,0,12.38312159115111,Significant,Intensification
OG0012828,DPCD,71.95274906320901,0,0,8.914058976845524,Significant,Intensification
OG0012829,POLL,92.65747688851661,0,0,2.636806707226599,Significant,Intensification
OG0012845,TNS1,122.1963837977091,0,0,4.287993008988984,Significant,Intensification
OG0012850,GPBAR1,79.71581547742608,0,0,3.832823073302655,Significant,Intensification
OG0012866,FAM210B,102.3439606884676,0,0,3.737978621278507,Significant,Intensification
OG0012882,RPP14,111.6370344964139,0,0,11.86913327599102,Significant,Intensification
OG0012883,ARIH2,98.08009928183492,0,0,14.40433107770527,Significant,Intensification
OG0012894,PTGER1,86.00443510918103,0,0,5.750036660086716,Significant,Intensification
OG0012910,PTPN4,75.02034162800555,0,0,3.190216552366449,Significant,Intensification
OG0012931,CHMP2A,110.2197273205834,0,0,14.78566988389581,Significant,Intensification
OG0012933,RAB21,119.5916533025579,0,0,12.45173914081058,Significant,Intensification
OG0012974,TTC33,128.1435404830054,0,0,11.77502159785283,Significant,Intensification
OG0012977,CCDC138,111.5755278086381,0,0,2.784847888516234,Significant,Intensification
OG0013002,PLA2G4C,85.65303894714452,0,0,5.711474571311578,Significant,Intensification
OG0013010,SGCG,84.18329245040695,0,0,5.267702706744771,Significant,Intensification
OG0013039,CKLF,90.27675832765544,0,0,30.15384864625025,Significant,Intensification
OG0013055,ASB14,148.8991812028307,0,0,5.177185016313717,Significant,Intensification
OG0013068,GTF3C3,91.03795630249988,0,0,6.702480616328098,Significant,Intensification
OG0013171,DGKZ,332.1896017284744,0,0,5.961083285013557,Significant,Intensification
OG0013215,GBE1,72.73748476554829,0,0,2.727209845726459,Significant,Intensification
OG0013276,MARCHF4 MARCH4,71.40621488105444,0,0,11.61676878629006,Significant,Intensification
OG0013324,EIF5,228.0549216053068,0,0,13.51286004978984,Significant,Intensification
OG0013349,VWA3B,193.9894657743243,0,0,4.293340760496774,Significant,Intensification
OG0013377,PRKAG3,82.33281472073577,0,0,3.878982286998296,Significant,Intensification
OG0013422,LHX8,133.2457797791158,0,0,8.801072007980075,Significant,Intensification
OG0013440,,109.4448476297039,0,0,2.563960899887193,Significant,Intensification
OG0013479,TAMM41,73.96593943414973,0,0,4.842820967765361,Significant,Intensification
OG0013489,STX18,150.0360731921355,0,0,7.777859374339639,Significant,Intensification
OG0013522,ELAC1,123.6328567782839,0,0,9.00217605210915,Significant,Intensification
OG0013531,SNX7,83.69416785110661,0,0,9.848491022106082,Significant,Intensification
OG0013540,IL11RA,81.95010267826547,0,0,5.15587341285355,Significant,Intensification
OG0013597,ACP6,109.6545670920859,0,0,3.475702273069501,Significant,Intensification
OG0013651,,175.4773569993285,0,0,5.932057293322599,Significant,Intensification
OG0013675,,227.7319447274222,0,0,8.562145379168959,Significant,Intensification
OG0013822,MAN1B1,80.34806298873082,0,0,5.121084006786866,Significant,Intensification
OG0013834,NUP188,89.28456375980386,0,0,5.811489693824345,Significant,Intensification
OG0013837,DOLPP1,73.90113960976305,0,0,1.476709057189803e-6,Significant,Relaxation
OG0013852,PPM1K,273.2093835147562,0,0,10.48654426045136,Significant,Intensification
OG0014032,ALPK1,272.5505394555876,0,0,5.854438110390893,Significant,Intensification
OG0014036,PITX2,161.6847819487475,0,0,13.72959082042554,Significant,Intensification
OG0014047,CDK20,261.6284108060936,0,0,19.58581075623761,Significant,Intensification
OG0014049,HDAC6,73.03160134965947,0,0,2.344992208892978,Significant,Intensification
OG0014077,PPP1R3A,221.9467327087041,0,0,5.198823193579854,Significant,Intensification
OG0014106,FAM120B,143.8934436041582,0,0,4.519016935023601,Significant,Intensification
OG0014145,EGR3,81.12576751729284,0,0,6.73692335448335e-7,Significant,Relaxation
OG0014159,L3MBTL1,85.7615082228076,0,0,5.915163025584063,Significant,Intensification
OG0014184,ADAMTS6,136.9023942536205,0,0,9.272346869868231,Significant,Intensification
OG0014205,SLC35E1,110.6632872402597,0,0,25.52619570797967,Significant,Intensification
OG0014245,PRKAA2,251.9794301044167,0,0,7.369649116554382,Significant,Intensification
OG0014250,DHCR24,84.43037812040984,0,0,9.014255769466015,Significant,Intensification
OG0014259,LDLRAD1,109.868050380147,0,0,7.624756029962149,Significant,Intensification
OG0014288,SPATA6,120.9488167302425,0,0,3.485755583874275,Significant,Intensification
OG0005422,LRRC74A,68.5639780667425,1.110223024625157e-16,2.720832687261256e-15,3.046833192693041,Significant,Intensification
OG0005820,SLC66A1 PQLC2,68.61250139986441,1.110223024625157e-16,2.720832687261256e-15,5.777210166561173,Significant,Intensification
OG0006059,ZNF207,69.0957044385068,1.110223024625157e-16,2.720832687261256e-15,8.45425575784462,Significant,Intensification
OG0006321,LRRC28,69.6571996392995,1.110223024625157e-16,2.720832687261256e-15,3.901041797767302,Significant,Intensification
