file,null_x,alt_x,lrt_x,pval_x,null_y,alt_y,lrt_y,pval_y,pval_x_adj,pval_y_adj,signal
OG0011514,bsA1,bsA,0,1,M1,M2,1.0479360000008455,0.5921661646213132,1,1,no_PS
OG0007624,bsA1,bsA,4.600000102072954e-5,0.9945885250481612,M1,M2,0,1,1,1,no_PS
OG0008894,bsA1,bsA,124.75661599999968,0,M1,M2,0,1,0,1,PS_fg
OG0013278,bsA1,bsA,320.9221840000009,0,M1,M2,8.026105999999345,0.0180781184041695,0,0.08995093888073452,PS_fg
OG0008765,bsA1,bsA,11.276937999999973,7.847588729342e-4,M1,M2,4.629141999999774,0.098808563784893,0.0020952675326617555,0.3644042869543286,PS_fg
OG0013895,bsA1,bsA,15.294616000000133,9.197829312856952e-5,M1,M2,0,1,2.69568681735858e-4,1,PS_fg
OG0011736,bsA1,bsA,6.461543999997957,0.0110233820304379,M1,M2,2.558554000002914,0.2782383941076128,0.025532790856826252,0.8137857455979296,no_PS
OG0007689,bsA1,bsA,14.847143999999387,1.165844702952e-4,M1,M2,0.3655159999998432,0.832969710017929,3.388744166964519e-4,1,PS_fg
OG0007439,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0012623,bsA1,bsA,0.2057199999999284,0.6501429092142246,M1,M2,54.1812560000003,1.716626840675417e-12,1,4.2387857591735224e-11,PS_bg
OG0009660,bsA1,bsA,NA,NA,M1,M2,1.049605999999585,0.5916719122533081,NA,1,poor_fit
OG0011879,bsA1,bsA,0,1,M1,M2,0.1366979999997966,0.9339344735623416,1,1,no_PS
OG0006395,bsA1,bsA,1.8922240000028976,0.1689512896499454,M1,M2,6.964568000003055,0.0307371272005954,0.31891444724295004,0.14124285242498197,no_PS
OG0007857,bsA1,bsA,0,1,M1,M2,1.2208559999999125,0.5431183646620533,1,1,no_PS
OG0006810,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007488,bsA1,bsA,0.0142839999998614,0.904866810825228,M1,M2,0.2148720000004687,0.8981340011873289,1,1,no_PS
OG0007772,bsA1,bsA,216.83415199999945,0,M1,M2,1.3749339999994843,0.5028481716869385,0,1,PS_fg
OG0013580,bsA1,bsA,13.716201999999612,2.126123782962e-4,M1,M2,34.29340400000001,3.5750485016805555e-8,6.03750833233708e-4,5.278417830745879e-7,PS_fg_bg
OG0007733,bsA1,bsA,29.967452000000776,4.393596042540082e-8,M1,M2,3.0216620000001058,0.2207264780224658,1.643807447116929e-7,0.6850589912185293,PS_fg
OG0011903,bsA1,bsA,36.7631360000014,1.3338880000546283e-9,M1,M2,0.080842000001212,0.960385031931551,5.558436412324002e-9,1,PS_fg
OG0009567,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011525,bsA1,bsA,11.617959999999584,6.531800346512e-4,M1,M2,0,1,0.0017580211355436018,1,PS_fg
OG0007924,bsA1,bsA,7.636349999999766,0.0057203554948731,M1,M2,0.2787259999995513,0.8699121930117182,0.013734935077766776,1,no_PS
OG0013145,bsA1,bsA,26.60333799999989,2.498117740445949e-7,M1,M2,0,1,8.861729876696811e-7,1,PS_fg
OG0014033,bsA1,bsA,3.672489999999925,0.0553174848388683,M1,M2,0,1,0.11564184925173548,1,no_PS
OG0007134,bsA1,bsA,0.0847879999996621,0.7709107588213675,M1,M2,0.0361579999998866,0.9820834447015528,1,1,no_PS
OG0008361,bsA1,bsA,64.90938400000005,7.771561172376098e-16,M1,M2,0,1,4.701100619897149e-15,1,PS_fg
OG0005994,bsA1,bsA,279.85459600000104,0,M1,M2,0.0310299999982817,0.9846047375707468,0,1,PS_fg
OG0007713,bsA1,bsA,123.1626240000005,0,M1,M2,0,1,0,1,PS_fg
OG0012548,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0010481,bsA1,bsA,2.379014000000097,0.1229751430687914,M1,M2,1.1680139999998571,0.5576593426907697,0.23964235693894392,1,no_PS
OG0013882,bsA1,bsA,324.08393799999976,0,M1,M2,0,1,0,1,PS_fg
OG0011253,bsA1,bsA,771.177787999999,0,M1,M2,1.2892480000009527,0.5248598523141697,0,1,PS_fg
OG0010439,bsA1,bsA,44.2711760000002,2.858946412942487e-11,M1,M2,0.81259399999999,0.6661123026895323,1.351350833559443e-10,1,PS_fg
OG0013527,bsA1,bsA,69.74411800000007,1.1102230246251563e-16,M1,M2,16.43440399999963,2.699693834568e-4,6.980752660636133e-16,0.0021282999193066813,PS_fg_bg
OG0012702,bsA1,bsA,0,1,M1,M2,0.0018160000001898,0.9990924121071646,1,1,no_PS
OG0005669,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0008663,bsA1,bsA,3.667701999999736,0.0554766230450214,M1,M2,2.2486140000000887,0.3248775294932371,0.11594471602982621,0.9117154183329153,no_PS
OG0009996,bsA1,bsA,18.047598000000107,2.154502952378401e-5,M1,M2,1.125782000000072,0.5695600831952408,6.64747969747112e-5,1,PS_fg
OG0010995,bsA1,bsA,0,1,M1,M2,1.5843379999996614,0.452861472720292,1,1,no_PS
OG0007254,bsA1,bsA,27.77048599999944,1.365940921482789e-7,M1,M2,0,1,4.942189448889663e-7,1,PS_fg
OG0006763,bsA1,bsA,0.0193039999994653,0.8894984823100373,M1,M2,0.9825840000003154,0.6118353919804895,1,1,no_PS
OG0006000,bsA1,bsA,0,1,M1,M2,0.7250619999999799,0.6959127400493179,1,1,no_PS
OG0014215,bsA1,bsA,106.87562799999978,0,M1,M2,0,1,0,1,PS_fg
OG0008523,bsA1,bsA,9.864251999999397,0.0016852117756775,M1,M2,5.262561999999889,0.0719861888423707,0.004324738553111766,0.28414208577055183,PS_fg
OG0008544,bsA1,bsA,57.34817199999998,3.652633751016765e-14,M1,M2,0,1,2.0160157770377665e-13,1,PS_fg
OG0006452,bsA1,bsA,206.86629600000012,0,M1,M2,2.319839999998294,0.3135112607805259,0,0.8864765593573738,PS_fg
OG0012872,bsA1,bsA,13.0067939999999,3.103628558277e-4,M1,M2,0,1,8.611774805048468e-4,1,PS_fg
OG0006680,bsA1,bsA,1.6761500000011438,0.1954368134062798,M1,M2,0.6542399999998452,0.7209972181690949,0.3641400537175481,1,no_PS
OG0013614,bsA1,bsA,106.8047179999994,0,M1,M2,137.09864000000016,0,0,0,PS_fg_bg
OG0005904,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007724,bsA1,bsA,0.8302960000000894,0.3621869514899357,M1,M2,0,1,0.6366659277001464,1,no_PS
OG0010883,bsA1,bsA,0,1,M1,M2,0.3019580000000132,0.8598657556504694,1,1,no_PS
OG0012633,bsA1,bsA,60.1964780000003,8.548717289613705e-15,M1,M2,49.80687999999964,1.529587567716817e-11,4.870432485252938e-14,3.3963167879562294e-10,PS_fg_bg
OG0010338,bsA1,bsA,0,1,M1,M2,0.0889779999997699,0.9564861213831988,1,1,no_PS
OG0012221,bsA1,bsA,35.178875999999946,3.007683879729938e-9,M1,M2,11.737107999999353,0.0028269581614757,1.2244601873913066e-8,0.017861802559971097,PS_fg
OG0009532,bsA1,bsA,103.44272999999976,0,M1,M2,57.26272399999971,3.6770586575585195e-13,0,9.692320565766981e-12,PS_fg_bg
OG0009241,bsA1,bsA,19.12684999999965,1.2231203608936704e-5,M1,M2,0.3464219999996203,0.8409601535308777,3.866239709978826e-5,1,PS_fg
OG0010385,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007558,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0009482,bsA1,bsA,78.9694899999995,0,M1,M2,25.236393999999564,3.311209590961539e-6,0,3.753723484845977e-5,PS_fg_bg
OG0012267,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0011677,bsA1,bsA,0,1,M1,M2,0.8526499999998123,0.6529041137985179,1,1,no_PS
OG0006202,bsA1,bsA,0,1,M1,M2,3.1597979999996824,0.2059959027404461,1,0.6495863457793224,no_PS
OG0008308,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0013638,bsA1,bsA,6.017672000000857,0.0141633175332896,M1,M2,2.218716000000313,0.3297706058588538,0.032399485522128436,0.9186833833283173,no_PS
OG0011182,bsA1,bsA,0.0433600000001206,0.8350488845813199,M1,M2,9.1091899999999,0.0105187594671444,1,0.05603701184201602,no_PS
OG0013524,bsA1,bsA,4.791653999999653,0.0285979523620008,M1,M2,0,1,0.062736468619284,1,no_PS
OG0005300,bsA1,bsA,40.27544200000011,2.2056412252169366e-10,M1,M2,141.66811599999983,0,9.719499694694104e-10,0,PS_fg_bg
OG0013661,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0009795,bsA1,bsA,49.85162000000014,1.6582291095801338e-12,M1,M2,2.209037999999964,0.3313702329971296,8.326993613889122e-12,0.9212113918292897,PS_fg
OG0008672,bsA1,bsA,2.174852000000101,0.1402830109586395,M1,M2,4.6673679999985325,0.0969379689892295,0.27019684413497724,0.35935632766369674,no_PS
OG0011424,bsA1,bsA,0.089669999999387,0.7645971021478273,M1,M2,0,1,1,1,no_PS
OG0006228,bsA1,bsA,56.81043000000045,4.796163466380676e-14,M1,M2,0,1,2.6328702891070156e-13,1,PS_fg
OG0013620,bsA1,bsA,154.62348999999995,0,M1,M2,17.306776000000127,1.745345223626e-4,0,0.0014338194556996386,PS_fg_bg
OG0006405,bsA1,bsA,38.01267400000052,7.028656545671196e-10,M1,M2,2.093315999999504,0.3511091974686552,2.982410110454427e-9,0.9622074720503695,PS_fg
OG0010624,bsA1,bsA,30.57828599999993,3.206625309726263e-8,M1,M2,0.0049119999994218,0.9975470135007312,1.2131160431863433e-7,1,PS_fg
OG0007596,bsA1,bsA,NA,NA,M1,M2,0.346038000000135,0.8411216333817086,NA,1,poor_fit
OG0010857,bsA1,bsA,0,1,M1,M2,8.259999999609e-4,0.99958708527278,1,1,no_PS
OG0013802,bsA1,bsA,127.36038999999982,0,M1,M2,0.3041160000002492,0.8589384608655238,0,1,PS_fg
OG0007634,bsA1,bsA,13.541310000000522,2.33369447935e-4,M1,M2,0,1,6.592403098372307e-4,1,PS_fg
OG0010262,bsA1,bsA,65.1641660000023,6.661338147750939e-16,M1,M2,0,1,4.044561549007851e-15,1,PS_fg
OG0007848,bsA1,bsA,162.14679999999998,0,M1,M2,0.5028720000000249,0.7776832277436722,0,1,PS_fg
OG0005569,bsA1,bsA,0,1,M1,M2,0.0018019999997704,0.9990994057787368,1,1,no_PS
OG0010020,bsA1,bsA,173.93775000000096,0,M1,M2,32.00971400000071,1.119899165624716e-7,0,1.55214411777632e-6,PS_fg_bg
OG0006344,bsA1,bsA,0,1,M1,M2,0.4027059999998528,0.8176237594192105,1,1,no_PS
OG0012337,bsA1,bsA,338.58559400000013,0,M1,M2,6.654631999999765,0.0358893028012701,0,0.16079081281090404,PS_fg
OG0011664,bsA1,bsA,4.007328000000598,0.045302893263583,M1,M2,40.90432400000009,1.3114112018541846e-9,0.09621539243284476,2.382443225694082e-8,PS_bg
OG0011210,bsA1,bsA,111.35599800000271,0,M1,M2,51.099826000001485,8.013367747139455e-12,0,1.8460822801922074e-10,PS_fg_bg
OG0008718,bsA1,bsA,25.919636000000537,3.5593010161427685e-7,M1,M2,0,1,1.2489044998377517e-6,1,PS_fg
OG0007609,bsA1,bsA,274.2912180000021,0,M1,M2,0.1443939999990107,0.9303475992804922,0,1,PS_fg
OG0011641,bsA1,bsA,0,1,M1,M2,11.42776799999956,0.0032998310790062,1,0.0203996032100002,no_PS
OG0013762,bsA1,bsA,40.336567999998806,2.137701127225e-10,M1,M2,0.8821199999983946,0.64335410416916194,9.44025538530106e-10,1,PS_fg
OG0012863,bsA1,bsA,NA,NA,M1,M2,0.0487100000000282,0.9759391898418558,NA,1,poor_fit
OG0008516,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0013771,bsA1,bsA,0.1176759999998466,0.7315688524529593,M1,M2,0.7712760000003982,0.6800166471557814,1,1,no_PS
OG0007002,bsA1,bsA,3.6997819999996864,0.0544195776866472,M1,M2,19.75692999999956,5.126691221213342e-5,0.11399926992848279,4.74205141699529e-4,PS_bg
OG0007431,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0009016,bsA1,bsA,NA,NA,M1,M2,33.0227419999992,6.748429048908379e-8,NA,9.632765916489984e-7,poor_fit
OG0010715,bsA1,bsA,NA,NA,M1,M2,0.8630100000009406,0.64953081487569,NA,1,poor_fit
OG0011645,bsA1,bsA,26.627578000000085,2.4669715237291e-7,M1,M2,0.1950580000002446,0.9070760359692184,8.758287549308989e-7,1,PS_fg
OG0014309,bsA1,bsA,373.28403400000025,0,M1,M2,6.28872599999886,0.0430943664169402,0,0.1857120815550487,PS_fg
OG0013032,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0012530,bsA1,bsA,86.67038599999978,0,M1,M2,12.029168000000936,0.0024428643847871,0,0.01571222579227212,PS_fg
OG0011064,bsA1,bsA,0,1,M1,M2,1.0000000202126104e-5,0.9999950000123988,1,1,no_PS
OG0014240,bsA1,bsA,0,1,M1,M2,23.09519999999975,9.65919738138421e-6,1,1.0168773138350521e-4,PS_bg
OG0007168,bsA1,bsA,254.08825999999956,0,M1,M2,0,1,0,1,PS_fg
OG0010166,bsA1,bsA,7.999999979801942e-6,0.9977432446776654,M1,M2,1.540000000659e-4,0.999923002964391,1,1,no_PS
OG0007535,bsA1,bsA,0.0081379999996897,0.928119651234932,M1,M2,0.4220180000002074,0.8097667789473861,1,1,no_PS
OG0008016,bsA1,bsA,0,1,M1,M2,3.8241840000000593,0.1477709262350991,1,0.500510669743085,no_PS
OG0011932,bsA1,bsA,1.192710000000261,0.2747835979922816,M1,M2,5.07128399999965,0.079210849571896,0.4952318004161492,0.3052281750543957,no_PS
OG0008320,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011626,bsA1,bsA,125.17517199999928,0,M1,M2,74.18961399999898,1.1102230246251563e-16,0,4.112132090777573e-15,PS_fg_bg
OG0012342,bsA1,bsA,0,1,M1,M2,0.0039559999986522,0.9980239549534944,1,1,no_PS
OG0010537,bsA1,bsA,16.120821999997133,5.942705919537161e-5,M1,M2,0,1,1.7710483550526803e-4,1,PS_fg
OG0009231,bsA1,bsA,0.3977240000000392,0.52826702497924,M1,M2,8.50000000014e-4,0.9995750902997,0.9038824412997668,1,no_PS
OG0010310,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0012024,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0009018,bsA1,bsA,74.70593800000006,0,M1,M2,97.5038800000002,0,0,0,PS_fg_bg
OG0010095,bsA1,bsA,0.0334660000007716,0.8548473350708943,M1,M2,1.3330800000003364,0.513482155986503,1,1,no_PS
OG0010894,bsA1,bsA,10.258046000000832,0.00136089746523,M1,M2,0.2355680000000575,0.8888880316949508,0.0035224757696020056,1,PS_fg
OG0010422,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007220,bsA1,bsA,1.632288000000699,0.2013868778711749,M1,M2,1.488760000000184,0.4750287264686238,0.37380715002115344,1,no_PS
OG0005856,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0009253,bsA1,bsA,28.0075080000006,1.2084567724279793e-7,M1,M2,0.8296959999997853,0.6604406600563584,4.3919327491459417e-7,1,PS_fg
OG0013570,bsA1,bsA,89.14375199999995,0,M1,M2,0,1,0,1,PS_fg
OG0011723,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0008437,bsA1,bsA,NA,NA,M1,M2,5.033636000000115,0.0807160369823396,NA,0.3099164011569456,poor_fit
OG0010830,bsA1,bsA,0.8930220000002009,0.3446596863936977,M1,M2,NA,NA,0.608355026135641,NA,poor_fit
OG0013453,bsA1,bsA,0,1,M1,M2,25.85583399999996,2.4292766981348635e-6,1,2.8401053968806642e-5,PS_bg
OG0012152,bsA1,bsA,0,1,M1,M2,0.0407459999996717,0.979833127380326,1,1,no_PS
OG0012477,bsA1,bsA,0.6440539999994144,0.4222465863214444,M1,M2,0,1,0.7333614071338054,1,no_PS
OG0013466,bsA1,bsA,62.250779999998485,2.997602166487923e-15,M1,M2,25.291167999999743,3.221756017524058e-6,1.7507547136168688e-14,3.6619774416116706e-5,PS_fg_bg
OG0013674,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007148,bsA1,bsA,0,1,M1,M2,1.5712500000004184,0.4558347160392504,1,1,no_PS
OG0008602,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0005926,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011786,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011461,bsA1,bsA,0,1,M1,M2,34.44884000000002,3.307725338075329e-8,1,4.931817496519399e-7,PS_bg
OG0012015,bsA1,bsA,3.900193999999829,0.0482805322412793,M1,M2,0,1,0.10195343561600019,1,no_PS
OG0010271,bsA1,bsA,0.4520040000006702,0.5013848198865201,M1,M2,NA,NA,0.8606964919082365,NA,poor_fit
OG0007003,bsA1,bsA,63.47507600000063,1.6653345369377348e-15,M1,M2,0,1,9.882605682703492e-15,1,PS_fg
OG0011537,bsA1,bsA,0,1,M1,M2,0.8541420000001381,0.6524172289601426,1,1,no_PS
OG0012622,bsA1,bsA,67.71082999999999,2.220446049250313e-16,M1,M2,4.440000000158e-4,0.9997780246401686,1.3822531684843067e-15,1,PS_fg
OG0014031,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0010289,bsA1,bsA,295.3849439999999,0,M1,M2,0.0523459999999431,0.9741665442178714,0,1,PS_fg
OG0013918,bsA1,bsA,21.25167000000056,4.027593133559826e-6,M1,M2,4.653422000000319,0.0976162796285078,1.3134509496927952e-5,0.3612474982117862,PS_fg
OG0011003,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0009463,bsA1,bsA,0,1,M1,M2,201.9710240000004,0,1,0,PS_bg
OG0005493,bsA1,bsA,0.3563460000000304,0.550542610318884,M1,M2,2.140000001418e-4,0.9998930057242248,0.9393308335556194,1,no_PS
OG0007074,bsA1,bsA,11.442565999997896,7.178059684758e-4,M1,M2,1.85641399999804,0.3952617797692047,0.0019253588002996547,1,PS_fg
OG0013857,bsA1,bsA,0.3156319999998231,0.5742445539529357,M1,M2,1.2829679999995278,0.5265105024152402,0.978128687122851,1,no_PS
OG0006369,bsA1,bsA,4.783980000000156,0.0287256557002838,M1,M2,75.71107399999892,0,0.06298262698039571,0,PS_bg
OG0011391,bsA1,bsA,76.21974399999999,0,M1,M2,0,1,0,1,PS_fg
OG0007800,bsA1,bsA,1.06468600000062,0.3021488450309399,M1,M2,3.629844000000048,0.1628506102424132,0.5401209564867065,0.5382212668511757,no_PS
OG0009285,bsA1,bsA,NA,NA,M1,M2,2.559999998084e-4,0.9998720081917464,NA,1,poor_fit
OG0010550,bsA1,bsA,33.412272000001394,7.455205119910602e-9,M1,M2,57.20201799999995,3.79141162909491e-13,2.9580682100963002e-8,9.963180467526777e-12,PS_fg_bg
OG0009988,bsA1,bsA,31.19990400000006,2.3277758831596884e-8,M1,M2,0,1,8.915444794417352e-8,1,PS_fg
OG0010538,bsA1,bsA,0,1,M1,M2,0.7828279999998813,0.6761001926111574,1,1,no_PS
OG0012330,bsA1,bsA,21.109981999999945,4.336632468571189e-6,M1,M2,11.432088000000022,0.0032927111361813,1.412532931469702e-5,0.020384918438909157,PS_fg
