# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0008168"	"methyltransferase activity"	2.7115211004305637	NaN	0.9164913958887342	0.35201182	"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
"GO:0008237"	"metallopeptidase activity"	1.3516234575179369	NaN	0.9218685147633334	0.51677044	"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
"GO:0016274"	"protein-arginine N-methyltransferase activity"	0.04569669078521527	NaN	0.8647397431118711	0.60522927	"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
"GO:0031491"	"nucleosome binding"	0.02402959063071277	NaN	0.9249490711666265	0.03365752	null
"GO:0001094"	"TFIID-class transcription factor complex binding"	0.0012304637896928478	NaN	0.8323888513354089	0.50214091	"nucleosome binding"
"GO:0043021"	"ribonucleoprotein complex binding"	0.2887761796210259	NaN	0.9142631683652369	0.69541591	"nucleosome binding"
"GO:0035091"	"phosphatidylinositol binding"	0.28595431599666365	NaN	0.9495980693486049	0.04046271	null
"GO:0050661"	"NADP binding"	0.6326251841047266	NaN	0.9002770037083472	0.06259063	null
"GO:0003677"	"DNA binding"	11.84213116765873	NaN	0.8543311239566578	0.50617313	"NADP binding"
"GO:0003723"	"RNA binding"	5.183093558779092	NaN	0.8664259654561739	0.19323138	"NADP binding"
"GO:0005524"	"ATP binding"	13.583021415319921	NaN	0.8305494879961169	0.53307204	"NADP binding"
"GO:0005525"	"GTP binding"	1.9556198507824765	NaN	0.8646179381039109	0.34066453	"NADP binding"
"GO:0008327"	"methyl-CpG binding"	0.0030980343860488816	NaN	0.8856858046997654	0.16979172	"NADP binding"
"GO:0051287"	"NAD binding"	0.9459067336884798	NaN	0.8965172301033699	0.32846153	"NADP binding"
"GO:0070888"	"E-box binding"	0.005821460907235718	NaN	0.8832551013201403	0.6571912	"NADP binding"
"GO:1990837"	"sequence-specific double-stranded DNA binding"	0.4443040682742248	NaN	0.8524728161506311	0.51168716	"NADP binding"
"GO:0051117"	"ATPase binding"	0.011902686392295482	NaN	0.8427570682812467	0.03212488	null
"GO:0002039"	"p53 binding"	0.01660305806892216	NaN	0.8396971235466372	0.31914838	"ATPase binding"
"GO:0005516"	"calmodulin binding"	0.15554156047308434	NaN	0.8157231704222713	0.42584917	"ATPase binding"
"GO:0008017"	"microtubule binding"	0.3620626029351319	NaN	0.8048301211298206	0.50105759	"ATPase binding"
"GO:0019904"	"protein domain specific binding"	0.10822886057740579	NaN	0.8200606790512324	0.40759553	"ATPase binding"
"GO:0042393"	"histone binding"	0.0857578574136373	NaN	0.8227441793359189	0.39002194	"ATPase binding"
"GO:0042802"	"identical protein binding"	0.34201971498302397	NaN	0.8056007887098541	0.46619731	"ATPase binding"
"GO:0042803"	"protein homodimerization activity"	0.15462007981280326	NaN	0.8092205108050089	0.43759059	"ATPase binding"
"GO:0045296"	"cadherin binding"	0.019310078406246423	NaN	0.8382698829299974	0.32809757	"ATPase binding"
"GO:0070577"	"lysine-acetylated histone binding"	0.01051362949193111	NaN	0.8296502025599036	0.31113452	"ATPase binding"
"GO:0140030"	"modification-dependent protein binding"	0.05788101666715156	NaN	0.8271087989131103	0.35369471	"ATPase binding"
"GO:0051537"	"2 iron, 2 sulfur cluster binding"	0.5062565529032712	NaN	0.9469957147720839	0.04447767	null
"GO:0060090"	"molecular adaptor activity"	0.2018999673407567	NaN	1	0	null
"GO:0062153"	"C5-methylcytidine-containing RNA binding"	0.00030351440145756913	NaN	0.9213551364602145	0.02595269	null
"GO:0003729"	"mRNA binding"	0.29432967285850625	NaN	0.8809525702031488	0.41161134	"C5-methylcytidine-containing RNA binding"
"GO:0030515"	"snoRNA binding"	0.04065725797542879	NaN	0.8962189320480705	0.27361776	"C5-methylcytidine-containing RNA binding"
"GO:0034511"	"U3 snoRNA binding"	0.008514809424674507	NaN	0.9058186953932422	0.32672243	"C5-methylcytidine-containing RNA binding"
"GO:0140463"	"chromatin-protein adaptor activity"	0.0014628847277459412	NaN	0.9907107515926408	-0	null
