orthogroup,symbol,lrt,pval,k,adj_pval,signif,grouping
OG0006616,TLK1,18.7964317494534,1.454389731680994e-5,49.99999999999989,9.382494831299238e-5,Significant,Intensification
OG0006636,XPO5,51.2645292409743,8.072431612049513e-13,3.572940880572365,1.3481584145915122e-11,Significant,Intensification
OG0006656,TSPYL2,165.7755346466147,0,13.18419423459799,0,Significant,Intensification
OG0006662,HDAC4,120.1508822035375,0,5.063980191791523,0,Significant,Intensification
OG0006679,FKBP8,25.1322579187372,5.352988039497575e-7,3.23843133677603,4.422989448872351e-6,Significant,Intensification
OG0006680,WDR18,43.57702615700873,4.0759617903063366e-11,7.72732492437573,5.678123260537863e-10,Significant,Intensification
OG0006681,NDUFA13,10.22094424133456,0.00138854744361594,3.34902398662893,0.00601819836408892,Significant,Intensification
OG0006689,DUSP12,11.9533528529746,5.454912967666203e-4,4.112041395872857,0.00259573443802422,Significant,Intensification
OG0006690,ADGRL3,16.69885174436422,4.380750566024272e-5,4.263781793217734,2.6010894404032925e-4,Significant,Intensification
OG0006725,FAHD1,21.11028944433383,4.335936766075577e-6,4.140292522581094,3.074605652731133e-5,Significant,Intensification
OG0006728,ABAT,50.97288930889044,9.364731212713195e-13,10.10843154704547,1.5519978873789625e-11,Significant,Intensification
OG0006737,GLYR1,17.47870980400148,2.905431736577313e-5,0.3229748963571218,1.782616308732648e-4,Significant,Relaxation
OG0006748,NLRC3,28.89892284208327,7.625530717980666e-8,3.195645894226349,7.052306059299493e-7,Significant,Intensification
OG0006750,ANKS3,60.05327098663838,9.214851104388801e-15,5.293431837320081,1.9538646300016545e-13,Significant,Intensification
OG0006764,RIC3,141.4226706038671,0,8.461441981968793,0,Significant,Intensification
OG0006776,NA,37.37931669898171,9.72479985428265e-10,12.43874764708421,1.1430603741766196e-8,Significant,Intensification
OG0006778,NA,59.69190883973079,1.1102230246251572e-14,13.15980735322253,2.31993704976624e-13,Significant,Intensification
OG0006804,SYMPK,74.4830129105867,0,49.99999999999989,0,Significant,Intensification
OG0006807,MEIOSIN BHMG1,16.70169979866841,4.37417886579583e-5,2.636447732861483,2.5989712478021793e-4,Significant,Intensification
OG0006812,FKRP,44.66195585983587,2.341637994618395e-11,4.64401857239509,3.3483488085030966e-10,Significant,Intensification
OG0006815,TBCB,10.08663569627333,0.00149348530174908,1.892749024098603,0.00641835138868919,Significant,Intensification
OG0006820,ALKBH6,47.44253587440471,5.664024804730161e-12,7.227306135891,8.59639975188081e-11,Significant,Intensification
OG0006827,SERINC5,44.84854633492705,2.1287860363372598e-11,3.411876218840627,3.064247587413251e-10,Significant,Intensification
OG0006831,SHB,206.1922479996483,0,10.08970275495567,0,Significant,Intensification
OG0006834,TSTD2,27.01345527415378,2.020441230987657e-7,3.505967206801887,1.765539099926689e-6,Significant,Intensification
OG0006839,ELP1,53.83063814696652,2.184918912462308e-13,4.117254752732882,3.937861148273214e-12,Significant,Intensification
OG0006860,MICALL1,44.90839649730879,2.0647039633558958e-11,3.013416302012136,2.9769589978319757e-10,Significant,Intensification
OG0006866,BAIAP2L2,19.80748233285522,8.564674879196765e-6,2.329645533729833,5.7749806999166967e-5,Significant,Intensification
OG0006888,TKT,20.64936810527252,5.515538689659927e-6,2.328804261118482,3.83762340416248e-5,Significant,Intensification
OG0006916,NA,16.24148267688179,5.575970149829246e-5,3.615050525219232,3.250520065105984e-4,Significant,Intensification
OG0006942,RXFP3,40.19203910399756,2.3018431605237308e-10,4.05141454343475,2.9501103972875254e-9,Significant,Intensification
OG0006944,MAP2K1,20.24411303086254,6.816288752098387e-6,3.408591582898989,4.6725605383837675e-5,Significant,Intensification
OG0006950,CALML4,34.19883799997979,4.975865608436436e-9,11.07414819129655,5.435127951841365e-8,Significant,Intensification
OG0006968,ZADH2,18.33818114639689,1.849628356764832e-5,4.129868744070146,1.1756895602037148e-4,Significant,Intensification
OG0007009,NA,69.71105092845846,1.110223024625157e-16,8.018074395961946,2.720832687261256e-15,Significant,Intensification
OG0007021,E2F2,227.9083004680269,0,49.99999999999989,0,Significant,Intensification
OG0007035,LAMTOR1,94.94171467536216,0,10.17086214305719,0,Significant,Intensification
OG0007052,ZRANB3,18.88337912048883,1.389581257682515e-5,2.354235723462349,8.991224727158891e-5,Significant,Intensification
OG0007059,PDCD4,17.26226143068106,3.255896061127306e-5,3.407544152474315,1.979392608911618e-4,Significant,Intensification
OG0007066,RCOR3,10.35108140107786,0.00129398858185392,9.945791785084191,0.00566226364270019,Significant,Intensification
OG0007068,RD3,28.00904553319151,1.207496993504975e-7,6.246380631277863,1.0813723075374265e-6,Significant,Intensification
OG0007073,PACC1 TMEM206,11.85071916412653,5.763908188389788e-4,5.632637801490587,0.00271884240663904,Significant,Intensification
OG0007080,VASH2,57.7394830147814,2.997602166487923e-14,4.515008729504851,5.907119895737363e-13,Significant,Intensification
OG0007092,TEX9,37.78593397325767,7.894898068627754e-10,9.6357217561684525,9.420519060923956e-9,Significant,Intensification
OG0007099,MINDY2,34.91436717679971,3.445291829606845e-9,3.955322362798994,3.8508035682078586e-8,Significant,Intensification
OG0007113,ICE2,46.52772246760651,9.03310759525766e-12,3.010141803045202,1.3566912119196878e-10,Significant,Intensification
OG0007134,GTPBP3,66.82958599862286,3.33066907387547e-16,7.69125547400345,7.851122113922804e-15,Significant,Intensification
OG0007148,YJEFN3,10.33510316473985,0.00130523828765827,3.374414658946634,0.00570283657905641,Significant,Intensification
OG0007157,DOHH,72.72860812260024,0,7.295267654103661,0,Significant,Intensification
OG0007174,IMP4,91.8875952596245,0,10.94321671881952,0,Significant,Intensification
OG0007178,RBM10,13.85169557449626,1.978181640936993e-4,3.451094898466332,0.00104412747869102,Significant,Intensification
OG0007186,NA,12.01761561648163,5.270007808977351e-4,2.387416201829851,0.00251466285468632,Significant,Intensification
OG0007204,MEOX2,76.47615135177148,0,19.44231430904873,0,Significant,Intensification
OG0007220,SLITRK3,13.95996784828276,1.867448573381614e-4,3.477606576635196,9.923401479314709e-4,Significant,Intensification
OG0007233,COL18A1,114.4091822639348,0,4.061164461671907,0,Significant,Intensification
OG0007244,TMEM138,38.5046045072886,5.462466035055512e-10,4.471652668912694,6.702949456633368e-9,Significant,Intensification
OG0007251,PGAM5,30.01255848881829,4.2925722310016574e-8,3.996680549639068,4.126115818932815e-7,Significant,Intensification
OG0007252,RANBP1,33.91424688914913,5.759540067096225e-9,6.123203658609035,6.22822264005618e-8,Significant,Intensification
OG0007257,GP1BB,50.05037274476763,1.498468016336574e-12,12.57188257177296,2.4497011966110132e-11,Significant,Intensification
OG0007270,NA,30.92631411813636,2.6801310282209563e-8,2.702691314997741,2.655877837931213e-7,Significant,Intensification
OG0007286,POP1,55.27175901533337,1.049160758270773e-13,3.56251932105059,1.9477016566095407e-12,Significant,Intensification
OG0007296,PABPC1,97.66795917430682,0,14.38429885887299,0,Significant,Intensification
OG0007312,ALKBH7,87.89613301184545,0,28.58334787997823,0,Significant,Intensification
OG0007323,OXSM,20.11336005632893,7.298506584318964e-6,17.10797186510663,4.971604760704201e-5,Significant,Intensification
OG0007342,BIRC2,18.77708315569907,1.469219791372378e-5,2.011061947276068,9.464050942042026e-5,Significant,Intensification
OG0007343,TMEM123,20.78756698899542,5.131501693900198e-6,2.526294541011638,3.591636015690179e-5,Significant,Intensification
OG0007367,NA,220.8534082518822,0,22.57020696343458,0,Significant,Intensification
OG0007370,CAMK1,89.70203195104659,0,8.531634634721533,0,Significant,Intensification
OG0007437,MIGA1,31.2644066219782,2.2517029463209333e-8,49.99999999999989,2.258534436176522e-7,Significant,Intensification
OG0007446,ADIPOR2,13.89542451692068,1.93268390064949e-4,3.023505103764879,0.00102323429770616,Significant,Intensification
OG0007447,DCP1B,10.21329937406699,0.00139431505834819,2.594832619801166,0.00604017003994503,Significant,Intensification
OG0007454,BID,71.81832072696216,0,3.710755065297363,0,Significant,Intensification
OG0007455,PEX26,55.10988300712415,1.140199046290036e-13,4.599679914222547,2.098694031798958e-12,Significant,Intensification
OG0007467,HPX,55.48962749967905,9.392486788328824e-14,4.278429397614822,1.7474065205555413e-12,Significant,Intensification
OG0007476,TNR,14.88901211377743,1.140252184622659e-4,3.887017501343669,6.315186715218069e-4,Significant,Intensification
OG0007480,CUNH3ORF80 C10H3ORF80,120.2848425713228,0,6.973150429444661,0,Significant,Intensification
OG0007511,LMNB2,56.4479670294495,5.773159728050814e-14,6.39134268043663,1.100079401043339e-12,Significant,Intensification
OG0007530,PDZRN3,23.41150570644095,1.30793901698123e-6,5.748211050828476,1.0139781280005954e-5,Significant,Intensification
OG0007536,RBM6,9.316913683904204,0.00227048115208627,1.99134692333203,0.00933995836742672,Significant,Intensification
OG0007547,NICN1,84.128132476867,0,9.85945488819242,0,Significant,Intensification
OG0007552,DAG1,20.91579736379026,4.799204092131859e-6,2.841024493798705,3.383693121518559e-5,Significant,Intensification
OG0007566,F12,63.43670264202956,1.665334536937735e-15,3.742682798784361,3.73233395830268e-14,Significant,Intensification
OG0007576,NA,9.981949693188652,0.00158082209946564,2.733253810559573,0.00676344806255057,Significant,Intensification
OG0007577,FBXO3,166.1625551355155,0,6.896014762918639,0,Significant,Intensification
OG0007580,NAT10,17.99986381217423,2.209207743442132e-5,4.662526538031496,1.385921405983893e-4,Significant,Intensification
OG0007584,PDHX,19.69562609547665,9.08089734352746e-6,3.520908528204098,6.060008243970584e-5,Significant,Intensification
OG0007586,ZBTB6,54.77761740352798,1.35003119794419e-13,21.72694238934192,2.4639493446023604e-12,Significant,Intensification
OG0007594,TMIGD1,13.17770427292999,2.832996051982395e-4,5.913516900504715,0.00143827751441899,Significant,Intensification
OG0007597,CTH,44.32453999568861,2.7820634684871948e-11,24.01531862499569,3.958491951625448e-10,Significant,Intensification
OG0007632,TULP4,310.8624015384448,0,8.189315651837875,0,Significant,Intensification
OG0007638,TCP1,22.80704220895041,1.791082044233505e-6,8.605809778208107,1.3615686084942049e-5,Significant,Intensification
OG0007652,FOXC2,46.32476794536797,1.0018985641124799e-11,5.11404107078519,1.496964503996039e-10,Significant,Intensification
OG0007655,NA,68.29511182310671,1.110223024625157e-16,8.196565753680177,2.720832687261256e-15,Significant,Intensification
OG0007659,WFDC1,12.66737901998931,3.720907712718713e-4,0.4195781858878418,0.00183940414987026,Significant,Relaxation
OG0007660,MLYCD,41.3201037412291,1.2923295766853468e-10,4.029954537689242,1.7042596292538015e-9,Significant,Intensification
OG0007665,BAG6,28.1257546120687,1.13682922631142e-7,5.400664907854282,1.0233828966514143e-6,Significant,Intensification
OG0007678,MRTFB MKL2,20.41227460125447,6.242809569623198e-6,0.4667410653240389,4.310179216824444e-5,Significant,Relaxation
OG0007681,SPSB3,73.56661899964456,0,5.627082522195862,0,Significant,Intensification
OG0007682,EME2,22.06298458643869,2.638488111994519e-6,3.047106630947344,1.9426009069671988e-5,Significant,Intensification
OG0007714,DHRS7B,50.51367547503651,1.183386721947954e-12,5.895138662956883,1.9499959107755716e-11,Significant,Intensification
OG0007729,ELFN1,39.08619035735501,4.0550218738388816e-10,0.3443976174122403,5.0257871390516e-9,Significant,Relaxation
OG0007748,NA,19.10726211903602,1.235737850768803e-5,2.755783673983529,8.049976014307918e-5,Significant,Intensification
OG0007750,HMOX2,12.13400851466849,4.951058402291597e-4,2.818043319288596,0.00237689268802578,Significant,Intensification
OG0007752,NAA60,9.529993571655725,0.00202140828141472,8.699464087326216,0.00844384502294486,Significant,Intensification
OG0007762,TMEM53,37.96031749730355,7.219825848281403e-10,4.40848738881675,8.686886427466261e-9,Significant,Intensification
OG0007768,EEF1E1,17.50961072752989,2.858590193210997e-5,5.54490403598591,1.7563681648770124e-4,Significant,Intensification
OG0007772,DSP,17.41399939457915,3.006038088537721e-5,2.194145931106068,1.8391255660494925e-4,Significant,Intensification
OG0007784,CSNK1G2,25.25315114738623,5.027735990870141e-7,6.077187125013719,4.166182380940382e-6,Significant,Intensification
