orthogroup,symbol,null_x,alt_x,lrt_x,pval_x,null_y,alt_y,lrt_y,pval_y,pval_x_adj,pval_y_adj,signal
OG0011341,KRCC1,bsA1,bsA,0.0691520000000309,0.7925754913052572,M1,M2,15.205500000000027,4.990770825972e-4,1,0.0037287567771088197,PS_bg
OG0008490,ASIC1,bsA1,bsA,307.8359440000004,0,M1,M2,65.76662399999987,5.218048215738236e-15,0,1.717757481594748e-13,PS_fg_bg
OG0006116,RNF26,bsA1,bsA,3.2834960000000137,0.0699797160587124,M1,M2,0,1,0.1437617164117445,1,no_PS
OG0007514,SPPL2B,bsA1,bsA,0,1,M1,M2,13.45778799999971,0.0011958548424603,1,0.00816106815442327,PS_bg
OG0006834,TSTD2,bsA1,bsA,36.693669999999656,1.382275516270681e-9,M1,M2,0.6124959999997373,0.7362040182180611,5.750520814618407e-9,1,PS_fg
OG0013805,POLE3,bsA1,bsA,19.32556199999999,1.1022086336853754e-5,M1,M2,0.960489999999936,0.6186318084448881,3.494482832772393e-5,1,PS_fg
OG0005438,YLPM1,bsA1,bsA,0,1,M1,M2,3.0214240000059363,0.2207527460356229,1,0.6849792683055514,no_PS
OG0009606,PTPN12,bsA1,bsA,11.938580000000002,5.498337117473e-4,M1,M2,0,1,0.0014893696243898041,1,PS_fg
OG0012310,GAD2,bsA1,bsA,1.99999976757681e-6,0.99887162127459606,M1,M2,0,1,1,1,no_PS
OG0009440,SRD5A1,bsA1,bsA,0,1,M1,M2,8.154011999999966,0.0169581624601198,1,0.08505954982805304,no_PS
OG0013931,ANKFY1,bsA1,bsA,0,1,M1,M2,0.0585040000005392,0.9711716983591222,1,1,no_PS
OG0010354,NA,bsA1,bsA,3.548394000001281,0.0596031125027056,M1,M2,28.755807999999888,5.698435429080106e-7,0.12401169734693981,7.2320468547498184e-6,PS_bg
OG0007816,F2RL1,bsA1,bsA,26.067871999999625,3.296234980521007e-7,M1,M2,0,1,1.1574554711298172e-6,1,PS_fg
OG0009995,KANK2,bsA1,bsA,15.579918000001271,7.909015340001879e-5,M1,M2,6.628129999999146,0.0363680367997931,2.332815155982412e-4,0.16283177289412315,PS_fg
OG0008511,ARHGEF7,bsA1,bsA,118.5259640000004,0,M1,M2,0.2452720000001136,0.8845855931217503,0,1,PS_fg
OG0007586,ZBTB6,bsA1,bsA,17.863169999999627,2.3737076771723764e-5,M1,M2,0,1,7.289712772094541e-5,1,PS_fg
OG0010664,ATRX,bsA1,bsA,NA,NA,M1,M2,4.55170999999973,0.1027090546414368,NA,0.37568705210304865,poor_fit
OG0010015,EGFR,bsA1,bsA,1.2000000424450263e-5,0.9972360522832444,M1,M2,0.0085259999996196,0.995746073686402,1,1,no_PS
OG0006994,RPS6KA1,bsA1,bsA,0,1,M1,M2,9.664545999999971,0.0079683885187922,1,0.04419909241669631,no_PS
OG0011051,NA,bsA1,bsA,118.9987660000006,0,M1,M2,0,1,0,1,PS_fg
OG0009117,TGFBR3,bsA1,bsA,0,1,M1,M2,1.2798380000003815,0.527335136459125,1,1,no_PS
OG0010150,TARBP1,bsA1,bsA,86.8941679999989,0,M1,M2,0,1,0,1,PS_fg
OG0011114,MCMBP,bsA1,bsA,2.000000677071512e-6,0.9988716210180326,M1,M2,0,1,1,1,no_PS
OG0009850,DUS2,bsA1,bsA,8.717994000000544,0.0031508454027352,M1,M2,0,1,0.007787540978666597,1,PS_fg
OG0011712,ATG2B,bsA1,bsA,2.958409999999276,0.0854319131717951,M1,M2,1.2964039999969827,0.5229852594102254,0.17241212069849116,1,no_PS
OG0011311,ACBD4,bsA1,bsA,0,1,M1,M2,2.169724000000315,0.3379484195587622,1,0.9333503120697154,no_PS
OG0013476,PNP,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0012406,NA,bsA1,bsA,3.4808179999999997,0.0620840433529762,M1,M2,3.021872000001167,0.2207033029588685,0.12874520112661825,0.6849792683055514,no_PS
OG0008053,RAD23A,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0006595,GOLM1,bsA1,bsA,4.023874000000433,0.0448605563158776,M1,M2,40.38604000000032,1.6993499940554102e-9,0.09531402569047805,3.0166973448190255e-8,PS_bg
OG0012034,SRM,bsA1,bsA,30.513300000000527,3.3158548018441536e-8,M1,M2,2.9755999999997584,0.2258690211836606,1.2525364165516322e-7,0.6963829385556318,PS_fg
OG0007210,SHROOM3,bsA1,bsA,12.907669999993232,3.272383963552e-4,M1,M2,0,1,9.05110896213481e-4,1,PS_fg
OG0012279,COL5A3,bsA1,bsA,40.934572000001936,1.5741175030115068e-10,M1,M2,16.369871999999305,2.788222711764e-4,7.04472261055644e-10,0.0021918032515531828,PS_fg_bg
OG0010053,FAM110B,bsA1,bsA,3.9400179999997818,0.04715027298221,M1,M2,0,1,0.09981368986260028,1,no_PS
OG0012736,CLDND1,bsA1,bsA,0,1,M1,M2,5.092861999999968,0.0783608373520534,1,0.30273215581332863,no_PS
OG0007728,LFNG,bsA1,bsA,0,1,M1,M2,3.667328000000453,0.159826887916652,1,0.5314367728250287,no_PS
OG0012696,HPN,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0014193,PIK3R1,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0007078,TATDN3,bsA1,bsA,9.482680000000071,0.002074207438836,M1,M2,5.151236000000154,0.0761067742756059,0.005254357204829493,0.2965096890309543,PS_fg
OG0007282,LAPTM4B,bsA1,bsA,0,1,M1,M2,10.083497999999963,0.006462435628312,1,0.03689385177306094,no_PS
OG0006216,G3BP1,bsA1,bsA,9.174930000000131,0.0024535275138385,M1,M2,0.0011839999997391,0.9994081751975564,0.0061595815812208665,1,PS_fg
OG0009480,ERAP1,bsA1,bsA,0.9022860000004584,0.3421694892173496,M1,M2,3.724890000001324,0.1552924757150889,0.6044102081372957,0.5213817809118484,no_PS
OG0007776,RREB1,bsA1,bsA,1.2426180000002205,0.2649670972983882,M1,M2,0.2081660000003466,0.9011504988255472,0.4796075559872183,1,no_PS
OG0006052,SYBU,bsA1,bsA,3.99999953515362e-6,0.998404232034963,M1,M2,8.3844199999985,0.0151128485442411,1,0.0770163669585525,no_PS
OG0011308,FMNL1,bsA1,bsA,NA,NA,M1,M2,4.177467999999863,0.1238438228933996,NA,0.435735514455401,poor_fit
OG0005771,ASPHD2,bsA1,bsA,382.0724360000004,0,M1,M2,0,1,0,1,PS_fg
OG0011514,KCNA7,bsA1,bsA,0.0104499999997642,0.9185778928835986,M1,M2,3.555362000000059,0.1690296729306506,1,0.55405692346568,no_PS
OG0007624,IPCEF1,bsA1,bsA,97.0036200000004,0,M1,M2,52.81955999999991,3.3913982733224657e-12,0,8.071715779608484e-11,PS_fg_bg
OG0008894,HSPB1,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0013278,TMEM169,bsA1,bsA,11.302904000000126,7.73859584803e-4,M1,M2,0.0327580000002853,0.9837544064724316,0.002067950218561337,1,PS_fg
OG0008765,ZPR1,bsA1,bsA,7.349183999999695,0.006709320170969,M1,M2,0,1,0.015956718452254826,1,no_PS
OG0013895,KCNG2,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011736,KLF16,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007689,MARF1,bsA1,bsA,33.20988600000055,8.272886709015381e-9,M1,M2,0,1,3.2757085269160274e-8,1,PS_fg
OG0007439,ZZZ3,bsA1,bsA,0.0334660000007716,0.8548473350708943,M1,M2,1.3330800000003364,0.513482155986503,1,1,no_PS
OG0012623,CBARP,bsA1,bsA,29.74521399999867,4.9272121716015256e-8,M1,M2,0,1,1.8339426622229304e-7,1,PS_fg
OG0007359,FAM172A,bsA1,bsA,24.62184200000047,6.975658729535539e-7,M1,M2,60.00110599999971,9.34807786734382e-14,2.398694154500609e-6,2.6420620077703324e-12,PS_fg_bg
OG0009660,NA,bsA1,bsA,29.90942000000041,4.5270804660546566e-8,M1,M2,0.004779999999755,0.9976128537761612,1.6904288979585808e-7,1,PS_fg
OG0011879,NA,bsA1,bsA,83.00433599999997,0,M1,M2,3.471386000000166,0.1762779972957537,0,0.5708935366623127,PS_fg
OG0006395,GSDMA,bsA1,bsA,6.225579999998445,0.012591765576821,M1,M2,120.98176799999963,0,0.02898031211041277,0,PS_bg
OG0007857,USP53,bsA1,bsA,2.391851999998835,0.1219690563984986,M1,M2,3.4053060000005644,0.1821995069958896,0.23780973089858418,0.5852180052742741,no_PS
OG0006810,PRKD2,bsA1,bsA,114.7505340000007,0,M1,M2,3.790665999998964,0.1502682873743075,0,0.5081090614403976,PS_fg
OG0011482,NA,bsA1,bsA,0.3250159999997777,0.5686086914804577,M1,M2,72.21529600000031,2.220446049250313e-16,0.9686127521049122,7.94919685631612e-15,PS_bg
OG0007488,TFAM,bsA1,bsA,1.0502740000001722,0.3054439906475982,M1,M2,7.795831999999791,0.0202841395756876,0.545464455178894,0.09913613608322404,no_PS
OG0007772,DSP,bsA1,bsA,138.97459400000662,0,M1,M2,0,1,0,1,PS_fg
OG0013580,CHID1,bsA1,bsA,7.831376000000091,0.0051346996171537,M1,M2,0.1550139999999373,0.925420546430168,0.012390329913841841,1,no_PS
OG0007733,TRAP1,bsA1,bsA,462.2569380000005,0,M1,M2,2.195981999999276,0.3335404939027507,0,0.9253406275790875,PS_fg
OG0011903,STX1A,bsA1,bsA,NA,NA,M1,M2,7.439999999405e-4,0.9996280691834508,NA,1,poor_fit
OG0009567,MARCHF11 MARCH11,bsA1,bsA,1.177009999999882,0.2779655417531386,M1,M2,0.0455159999996794,0.9774990099130154,0.500571973617914,1,no_PS
OG0011525,SYT3,bsA1,bsA,40.45496000000003,2.012010558161137e-10,M1,M2,0,1,8.898603823336171e-10,1,PS_fg
OG0007924,GSS,bsA1,bsA,2.394100000000435,0.1217938261328145,M1,M2,0.3210079999998925,0.8517144167075164,0.23753887059348588,1,no_PS
OG0013145,SLC38A4,bsA1,bsA,0,1,M1,M2,1.3290680000000066,0.5145132350180073,1,1,no_PS
OG0014033,TIFA,bsA1,bsA,0,1,M1,M2,3.8241840000000593,0.1477709262350991,1,0.5004524234181992,no_PS
OG0007134,GTPBP3,bsA1,bsA,66.51025200000004,3.3306690738754696e-16,M1,M2,0,1,2.052692107773593e-15,1,PS_fg
OG0008361,APBB3,bsA1,bsA,46.85207600000104,7.65520979939538e-12,M1,M2,12.34901600000012,0.0020818299258461,3.7151761468229874e-11,0.013612696136126099,PS_fg
OG0005994,GPRC5C,bsA1,bsA,0,1,M1,M2,0.78660799999943265,0.6748235700356262,1,1,no_PS
OG0007713,USP22,bsA1,bsA,0,1,M1,M2,8.63639400000011,0.0133238848631587,1,0.06908800165616147,no_PS
OG0012548,TM9SF1,bsA1,bsA,21.074910000001186,4.416735103318636e-6,M1,M2,40.22204199999942,1.844567498743288e-9,1.4372954225331142e-5,3.241006942577164e-8,PS_fg_bg
OG0010481,CCDC83,bsA1,bsA,111.52252599999974,0,M1,M2,20.055578000000423,4.415567942017695e-5,0,4.1372475199363183e-4,PS_fg_bg
OG0013882,ALDH5A1,bsA1,bsA,10.058375999999951,0.0015165685209928,M1,M2,4.56593200000043,0.1019812812189822,0.0039062691721009095,0.37381534480951156,PS_fg
OG0011253,WDR44,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0010439,LBR,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0013527,VGLL2,bsA1,bsA,32.73601999999937,1.055627962820438e-8,M1,M2,0,1,4.137511914063328e-8,1,PS_fg
OG0012702,HAUS5,bsA1,bsA,22.17483800000082,2.4891471528398768e-6,M1,M2,0,1,8.245426734081238e-6,1,PS_fg
OG0005669,UBTD2,bsA1,bsA,0,1,M1,M2,2.8599999996e-4,0.9998570102240326,1,1,no_PS
OG0008663,MYOZ1,bsA1,bsA,0,1,M1,M2,3.712365999999747,0.1562679682777185,1,0.5228404919946096,no_PS
OG0009996,RAB3D,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0010995,NA,bsA1,bsA,10.867005999999492,9.789265901265e-4,M1,M2,2.3628200000002835,0.3068457808865792,0.0025779085298379117,0.8723058440041276,PS_fg
OG0007254,DGCR8,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0006763,LMO1,bsA1,bsA,0,1,M1,M2,6.1496599999998125,0.0461974812859873,1,0.19669413241288547,no_PS
OG0006000,PRAF2,bsA1,bsA,0,1,M1,M2,2.7515019999996184,0.2526497845513921,1,0.758214093211862,no_PS
OG0014215,ARHGEF18,bsA1,bsA,6.8041920000032405,0.0090944099112298,M1,M2,128.5209279999981,0,0.0212743764513344,0,PS_bg
OG0008523,NA,bsA1,bsA,261.84473000000025,0,M1,M2,18.70342999999957,8.681640121999123e-5,0,7.634867136972003e-4,PS_fg_bg
OG0008544,ENPP1,bsA1,bsA,362.3915940000006,0,M1,M2,3.71455799999967,0.1560967924060048,0,0.5228404919946096,PS_fg
OG0006452,ATXN1L,bsA1,bsA,0.6249920000009297,0.4291982539964638,M1,M2,3.7132019999990007,0.1562026619170169,0.7445481448436309,0.5228404919946096,no_PS
OG0012872,ERP44,bsA1,bsA,NA,NA,M1,M2,15.725977999999486,3.847222163764e-4,NA,0.002948736202592354,poor_fit
OG0006680,WDR18,bsA1,bsA,204.7313100000001,0,M1,M2,0,1,0,1,PS_fg
OG0013614,PLCXD3,bsA1,bsA,75.61807399999998,0,M1,M2,5.469185999999809,0.0649204243403096,0,0.26114058330147005,PS_fg
OG0005904,MAPK1IP1L,bsA1,bsA,109.24342000000024,0,M1,M2,0.6048220000002402,0.7390342593810821,0,1,PS_fg
OG0007724,SMURF1,bsA1,bsA,85.61109000000033,0,M1,M2,0.1754160000000411,0.916028317943828,0,1,PS_fg
OG0010883,ATP5F1C,bsA1,bsA,0.4840299999996205,0.4866025406149646,M1,M2,0,1,0.8368081346856457,1,no_PS
OG0012633,ADCK2,bsA1,bsA,0.0124080000005051,0.9113061360126378,M1,M2,0.2618839999995543,0.8772686544976626,1,1,no_PS
OG0010338,MYLK4,bsA1,bsA,11.49560399999973,6.976098509037e-4,M1,M2,9.641288000000714,0.0080615938006136,0.001872810593790019,0.04460880551375619,PS_fg
OG0009532,EPC2,bsA1,bsA,15.509023999999044,8.211232087906861e-5,M1,M2,37.84362999999939,6.058430868094433e-9,2.4149459349708712e-4,9.78459361253146e-8,PS_fg_bg
OG0009241,GOLGA5,bsA1,bsA,1.7809980000001815,0.1820268255293579,M1,M2,0,1,0.34188910922554305,1,no_PS
OG0013803,SELENOP,bsA1,bsA,65.0956240000005,6.661338147750939e-16,M1,M2,7.938410000000658,0.0188884434803093,4.044064062962463e-15,0.09326983125449283,PS_fg
OG0010385,AGTR1,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007558,CDC23,bsA1,bsA,NA,NA,M1,M2,4.638554000000113,0.0983446630981658,NA,0.36312238726055557,poor_fit
OG0009482,ELL2,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0012267,KNSTRN,bsA1,bsA,0,1,M1,M2,5.230445999999574,0.0731514740982638,1,0.2875194260989398,no_PS
OG0011677,KANSL2,bsA1,bsA,0,1,M1,M2,1.6144899999999325,0.4460853399887596,1,1,no_PS
OG0006202,NUP43,bsA1,bsA,24.90071400000033,6.036006510168335e-7,M1,M2,0.0122299999993629,0.9939036585610777,2.0870564407128196e-6,1,PS_fg
OG0008308,POPDC2,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0013638,IGFBP6,bsA1,bsA,31.867518000000015,1.6505433242386406e-8,M1,M2,2.062329999999747,0.3565912896354615,6.404423237582773e-8,0.97240360909981,PS_fg
OG0011182,UBE2Z,bsA1,bsA,2.839999997377e-4,0.9865544468100116,M1,M2,0,1,1,1,no_PS
OG0013524,CEP85L,bsA1,bsA,0,1,M1,M2,11.27445600000101,0.0035627306201549,1,0.021756205748664464,no_PS
OG0005300,MTRES1 CUNH6ORF203,bsA1,bsA,4.455419999999776,0.034790659856577,M1,M2,0,1,0.07547725486365478,1,no_PS
OG0013661,NFATC2,bsA1,bsA,128.77543399999922,0,M1,M2,70.61623800000052,4.440892098500626e-16,0,1.551062801232414e-14,PS_fg_bg
OG0007942,IPO9,bsA1,bsA,2.3999999029911123e-5,0.9960911956189976,M1,M2,0,1,1,1,no_PS
OG0009795,ATP6AP2,bsA1,bsA,3.378284000000349,0.0660608019073301,M1,M2,3.749251999999615,0.1534123323292349,0.13643502507741018,0.516504216055167,no_PS
OG0008672,LRRC4C,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011424,MANBA,bsA1,bsA,1.839999986259e-4,0.9891772991779731,M1,M2,0,1,1,1,no_PS
OG0006228,SNX21,bsA1,bsA,0.0704699999996592,0.7906536861634139,M1,M2,0,1,1,1,no_PS
OG0013620,NAA80,bsA1,bsA,9.329581999999393,0.0022548378404022,M1,M2,5.82599399999981,0.054312710513302,0.005681437433734864,0.22478555333829037,PS_fg
OG0006405,MREG,bsA1,bsA,4.266290000000026,0.038875721256712,M1,M2,2.83144799999991,0.2427497989571423,0.08359188479235684,0.7362182395480998,no_PS
OG0010624,CLIC2,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007596,ZRANB2,bsA1,bsA,75.93996399999924,0,M1,M2,6.392071999999644,0.0409241060328144,0,0.1784033126390462,PS_fg
OG0010857,KDM4A,bsA1,bsA,2.000000677071512e-6,0.9988716210180326,M1,M2,0,1,1,1,no_PS
OG0013802,ZNF131,bsA1,bsA,26.7829840000004,2.2763293083816197e-7,M1,M2,3.379985999999917,0.1845208156341856,8.105247896554616e-7,0.5913475747590163,PS_fg
OG0007634,RSPH3,bsA1,bsA,10.648847999998909,0.0011013948741729,M1,M2,86.52960200000052,0,0.0028807075071272535,0,PS_fg_bg
OG0010262,TENT2,bsA1,bsA,1.99999976757681e-6,0.99887162127459606,M1,M2,0.2206419999993158,0.8955466186882889,1,1,no_PS
OG0007848,ABHD5,bsA1,bsA,0.0259500000001935,0.8720224871362408,M1,M2,1.057159999999385,0.5894413824480008,1,1,no_PS
OG0005569,VAMP5,bsA1,bsA,38.961489999999685,4.3224868129243527e-10,M1,M2,5.1061399999998685,0.0778423228662289,1.8610961494842193e-9,0.30140659669519543,PS_fg
OG0010020,HECW1,bsA1,bsA,82.39526200000182,0,M1,M2,0,1,0,1,PS_fg
OG0005602,NA,bsA1,bsA,2.411160000000109,0.1204730650419618,M1,M2,0.4206279999998514,0.8103297624730127,0.23518865171136105,1,no_PS
OG0006344,ARNT2,bsA1,bsA,2.000000677071512e-6,0.9988716210180326,M1,M2,0,1,1,1,no_PS
OG0012337,CD74,bsA1,bsA,63.27689400000054,1.7763568394002505e-15,M1,M2,6.67421800000011,0.0355395541981192,1.0524784801373641e-14,0.1595380614787044,PS_fg
OG0011664,GPR84,bsA1,bsA,1.225007999999434,0.2683800644149332,M1,M2,5.182917999999518,0.0749106656549094,0.48524500525555864,0.2929596901715893,no_PS
OG0011210,AFAP1L2,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0008718,FBXW4,bsA1,bsA,3.3543540000000576,0.0670275048994168,M1,M2,0,1,0.1382208491444341,1,no_PS
OG0007609,MIER1,bsA1,bsA,105.47145600000022,0,M1,M2,2.712865999999849,0.2575779206983989,0,0.768407630059373,PS_fg
OG0011641,PLCB1,bsA1,bsA,0,1,M1,M2,3.0339399999993475,0.2193755889705274,1,0.6819374314163428,no_PS
OG0013762,BABAM2,bsA1,bsA,144.15920800000004,0,M1,M2,2.365702000000056,0.3064039345431041,0,0.8714407830500994,PS_fg
OG0012863,CASS4,bsA1,bsA,120.37899199999993,0,M1,M2,23.184355999999752,9.238066014605195e-6,0,9.739075238955562e-5,PS_fg_bg
OG0008516,PHLDA1,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0013771,KCNK17,bsA1,bsA,1.4862419999999474,0.2228004514246403,M1,M2,25.449625999999625,2.976349524952404e-6,0.410132443304099,3.409706015785474e-5,PS_bg
OG0007002,NUDC,bsA1,bsA,10.109410000000024,0.0014751418071439,M1,M2,0.105652000000191,0.9485450449617888,0.003808011352897035,1,PS_fg
OG0007431,SCRIB,bsA1,bsA,23.092659999998432,1.5437890705793933e-6,M1,M2,0,1,5.19646432908484e-6,1,PS_fg
OG0009016,MOV10,bsA1,bsA,9.000000136438757e-5,0.9924307159159972,M1,M2,52.179737999998906,4.669931108480796e-12,1,1.0903273935887772e-10,PS_bg
OG0010715,DROSHA,bsA1,bsA,43.43761600000289,4.376932150051971e-11,M1,M2,0,1,2.041312762350687e-10,1,PS_fg
OG0011645,LRRN4,bsA1,bsA,2.000000677071512e-6,0.9988716210180326,M1,M2,0,1,1,1,no_PS
OG0014309,TMEM69,bsA1,bsA,NA,NA,M1,M2,7.407609999999295,0.0246296321992627,NA,0.11646549249095493,poor_fit
OG0013032,NA,bsA1,bsA,6.088162000000011,0.0136090585548831,M1,M2,0,1,0.031206780533891317,1,no_PS
OG0012530,TYMS,bsA1,bsA,0.0117040000004635,0.9138489222086262,M1,M2,0.5986960000000181,0.7413013916582175,1,1,no_PS
OG0011064,CDC42SE1,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0014240,OMA1,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007168,MTPN,bsA1,bsA,1.0841159999999943,0.2977786001017727,M1,M2,8.033406000000014,0.0180122535484735,0.5332985768291056,0.08966470596088316,no_PS
OG0010166,NA,bsA1,bsA,6.691765999999916,0.0096859209243146,M1,M2,0,1,0.02259955545170878,1,no_PS
OG0007535,RBM5,bsA1,bsA,0.3048179999987042,0.5808776145483061,M1,M2,0,1,0.9884768952612897,1,no_PS
OG0008016,TNFRSF21,bsA1,bsA,41.0317640000012,1.4977519224856906e-10,M1,M2,0,1,6.72292952947884e-10,1,PS_fg
OG0007119,TARSL2,bsA1,bsA,1.0490520000003016,0.3057255208165151,M1,M2,0,1,0.5458473003991766,1,no_PS
OG0011932,DBT,bsA1,bsA,54.09100799999942,1.91402449445377e-13,M1,M2,7.9045280000000275,0.0192111584402217,1.0136224830889052e-12,0.09459156064090822,PS_fg
OG0008320,USF3,bsA1,bsA,NA,NA,M1,M2,0.2158159999999043,0.8977101819682259,NA,1,poor_fit
OG0011626,PCDH9,bsA1,bsA,0.0599180000008345,0.8066255917901792,M1,M2,19.84571200000028,4.904089578927629e-5,1,4.5454085935432785e-4,PS_bg
OG0012342,RBM22,bsA1,bsA,6.000000212225132e-6,0.9980455918722322,M1,M2,0.0523519999997006,0.9741636217227406,1,1,no_PS
OG0010537,CCDC92B,bsA1,bsA,4.012834000000112,0.0451551893827486,M1,M2,0,1,0.09591495544613624,1,no_PS
OG0009231,DHX30,bsA1,bsA,58.430082000002585,2.109423746787797e-14,M1,M2,NA,NA,1.1801449165614592e-13,NA,poor_fit
OG0010310,SCUBE1,bsA1,bsA,33.1459219999997,8.549549401770662e-9,M1,M2,23.787994000000253,6.83129020218054e-6,3.381960442189475e-8,7.392247533644231e-5,PS_fg_bg
OG0012024,SPEN,bsA1,bsA,408.4814340000012,0,M1,M2,0,1,0,1,PS_fg
OG0009018,WNT2B,bsA1,bsA,0,1,M1,M2,1.840000004449e-4,0.9999080042316476,1,1,no_PS
OG0010095,NCSTN,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0010894,FARP2,bsA1,bsA,NA,NA,M1,M2,1.3523740000000544,0.5085524104871999,NA,1,poor_fit
OG0010422,IARS2,bsA1,bsA,19.149944000000687,1.2084104843657071e-5,M1,M2,6.144910000000891,0.046307330698559,3.8237325135884904e-5,0.19696662641684107,PS_fg
OG0007220,SLITRK3,bsA1,bsA,122.84167999999954,0,M1,M2,0,1,0,1,PS_fg
OG0005856,FAM151B,bsA1,bsA,0,1,M1,M2,12.290359999999964,0.0021437899749862,1,0.013975298531928247,no_PS
OG0009253,TMX3,bsA1,bsA,297.76343799999995,0,M1,M2,2.315434000000096,0.3142026874145435,0,0.8877439954836428,PS_fg
OG0013570,NAB1,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011723,MELK,bsA1,bsA,70.45741599999928,0,M1,M2,0,1,0,1,PS_fg
OG0008437,ARMC8,bsA1,bsA,1.99999976757681e-6,0.99887162127459606,M1,M2,6.972375999999713,0.0306173633871316,1,0.14075141049878798,no_PS
OG0010830,HEATR6,bsA1,bsA,13.058818000001338,3.018598727297e-4,M1,M2,2.424062000001868,0.2975922553649999,8.400612480040162e-4,0.8531287014572385,PS_fg
OG0013453,PCDH18,bsA1,bsA,3.000000106112566e-5,0.9956298280512144,M1,M2,0,1,1,1,no_PS
OG0012152,NA,bsA1,bsA,6.9311779999989085,0.0084705878816814,M1,M2,3.040007999999943,0.2187110121064228,0.019900985228378062,0.6805863940848217,no_PS
OG0012477,ZBTB1,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0013466,EMC4,bsA1,bsA,0,1,M1,M2,5.999999998493e-4,0.9997000449955756,1,1,no_PS
OG0013674,ZNF148,bsA1,bsA,NA,NA,M1,M2,0.0555619999995542,0.9726013431738548,NA,1,poor_fit
OG0007148,YJEFN3,bsA1,bsA,20.948039999999764,4.719104024553111e-6,M1,M2,0.1137499999999818,0.9447121510051514,1.5332372748038468e-5,1,PS_fg
OG0008602,TCP11L1,bsA1,bsA,1.99999976757681e-6,0.99887162127459606,M1,M2,0.7818799999995463,0.6764207400663136,1,1,no_PS
OG0005926,CACNA1A,bsA1,bsA,NA,NA,M1,M2,43.66196599999967,3.3031211099654456e-10,NA,6.363322102426706e-9,poor_fit
