# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
11466at32523	Complete	HiC_scaffold_3	37561047	37634817	+	2678.3	1333	https://www.orthodb.org/v10?query=11466at32523	glycogen debranching enzyme
11525at32523	Complete	HiC_scaffold_2	267388859	267472098	+	2002.0	1662	https://www.orthodb.org/v10?query=11525at32523	uncharacterized protein KIAA2026 homolog
11754at32523	Complete	HiC_scaffold_1	294272614	294288913	+	1507.8	1619	https://www.orthodb.org/v10?query=11754at32523	Caspase 8 associated protein 2
11773at32523	Complete	HiC_scaffold_4	1933779	2017253	+	3085.8	1519	https://www.orthodb.org/v10?query=11773at32523	Zinc finger SWIM-type containing 8
11855at32523	Complete	HiC_scaffold_5	31373193	31451864	-	2684.0	1544	https://www.orthodb.org/v10?query=11855at32523	supervillin isoform X1
11900at32523	Complete	HiC_scaffold_13	19181965	19204398	+	2421.4	1528	https://www.orthodb.org/v10?query=11900at32523	general transcription factor 3C polypeptide 1
11992at32523	Complete	HiC_scaffold_3	53622722	53813305	-	2118.2	1123	https://www.orthodb.org/v10?query=11992at32523	leucine-rich repeat-containing protein 7
12002at32523	Complete	HiC_scaffold_1	338189573	338269689	+	2666.2	1941	https://www.orthodb.org/v10?query=12002at32523	cation-independent mannose-6-phosphate receptor
12176at32523	Complete	HiC_scaffold_3	177036636	177070462	+	3025.5	1618	https://www.orthodb.org/v10?query=12176at32523	Vir like m6A methyltransferase associated
12263at32523	Complete	HiC_scaffold_1	329747197	329808294	-	2607.6	1374	https://www.orthodb.org/v10?query=12263at32523	SNF2 histone linker PHD RING helicase
12302at32523	Complete	HiC_scaffold_1	67473378	67494479	-	2676.8	1321	https://www.orthodb.org/v10?query=12302at32523	rho GTPase-activating protein 5
12314at32523	Complete	HiC_scaffold_2	93074482	93137580	+	2705.4	1346	https://www.orthodb.org/v10?query=12314at32523	protein polybromo-1 isoform X1
12325at32523	Complete	HiC_scaffold_1	113822363	114034899	+	1685.6	981	https://www.orthodb.org/v10?query=12325at32523	UPF0606 protein KIAA1549L homolog
12350at32523	Complete	HiC_scaffold_6	35303129	35374009	+	2195.2	1468	https://www.orthodb.org/v10?query=12350at32523	cilia- and flagella-associated protein 44
12370at32523	Complete	HiC_scaffold_4	179891794	179962621	-	2943.3	1458	https://www.orthodb.org/v10?query=12370at32523	protein MON2 homolog isoform X1
12479at32523	Complete	HiC_scaffold_1	182509815	182596877	-	1476.2	1150	https://www.orthodb.org/v10?query=12479at32523	secretory phospholipase A2 receptor
13033at32523	Complete	HiC_scaffold_3	96372069	96569093	-	2319.7	1410	https://www.orthodb.org/v10?query=13033at32523	neuron navigator 1 isoform X1
13169at32523	Complete	HiC_scaffold_4	204168499	204193179	-	1927.8	1207	https://www.orthodb.org/v10?query=13169at32523	gamma-tubulin complex component 6
13552at32523	Complete	HiC_scaffold_4	70259098	70309517	-	2043.8	1207	https://www.orthodb.org/v10?query=13552at32523	Transient receptor potential cation channel subfamily M member 2
13671at32523	Complete	HiC_scaffold_5	13247181	13254638	-	2052.2	1790	https://www.orthodb.org/v10?query=13671at32523	xin actin-binding repeat-containing protein 1
13675at32523	Complete	HiC_scaffold_2	339474267	339740622	-	2610.9	1296	https://www.orthodb.org/v10?query=13675at32523	WD repeat domain 7
13705at32523	Complete	HiC_scaffold_12	9795187	9852088	-	2087.7	1179	https://www.orthodb.org/v10?query=13705at32523	Cell migration inducing hyaluronan binding protein
13794at32523	Complete	HiC_scaffold_1	41241861	41284414	-	2084.6	1115	https://www.orthodb.org/v10?query=13794at32523	tectonin beta-propeller repeat-containing protein 2
13828at32523	Complete	HiC_scaffold_1	321312666	321364005	-	2544.6	1205	https://www.orthodb.org/v10?query=13828at32523	Mediator complex subunit 23
13944at32523	Complete	HiC_scaffold_2	332997593	333050588	+	2608.1	1364	https://www.orthodb.org/v10?query=13944at32523	rapamycin-insensitive companion of mTOR isoform X1
13946at32523	Complete	HiC_scaffold_3	218910723	218965284	+	1907.1	1297	https://www.orthodb.org/v10?query=13946at32523	zinc finger protein 236
13981at32523	Complete	HiC_scaffold_4	20502611	20583889	+	1664.3	1403	https://www.orthodb.org/v10?query=13981at32523	methylcytosine dioxygenase TET1
14011at32523	Complete	HiC_scaffold_4	176595488	176639128	+	2458.1	1536	https://www.orthodb.org/v10?query=14011at32523	zinc finger C3H1 domain-containing protein
14074at32523	Complete	HiC_scaffold_16	1957905	1976438	+	2299.9	1240	https://www.orthodb.org/v10?query=14074at32523	GTPase activating protein and VPS9 domains 1
14142at32523	Complete	HiC_scaffold_2	213280347	213331042	-	2548.0	1356	https://www.orthodb.org/v10?query=14142at32523	DNA (cytosine-5)-methyltransferase 1
14203at32523	Complete	HiC_scaffold_1	343355926	343441293	+	2844.9	1501	https://www.orthodb.org/v10?query=14203at32523	afadin
14268at32523	Complete	HiC_scaffold_4	10286950	10412056	-	2848.0	1588	https://www.orthodb.org/v10?query=14268at32523	disks large homolog 5
14307at32523	Complete	HiC_scaffold_1	438453629	438496582	-	2947.4	1535	https://www.orthodb.org/v10?query=14307at32523	transcription elongation factor SPT6
14391at32523	Complete	HiC_scaffold_1	439115875	439124533	-	2316.8	1560	https://www.orthodb.org/v10?query=14391at32523	WD repeat domain 81
14413at32523	Complete	HiC_scaffold_1	49978985	50091550	+	2490.2	1718	https://www.orthodb.org/v10?query=14413at32523	Coiled-coil domain containing 88C
14519at32523	Complete	HiC_scaffold_1	338585096	338692269	+	2352.3	1216	https://www.orthodb.org/v10?query=14519at32523	mitogen-activated protein kinase kinase kinase 4 isoform X1
14701at32523	Complete	HiC_scaffold_11	6007835	6034849	-	2140.3	1214	https://www.orthodb.org/v10?query=14701at32523	copper-transporting ATPase 1
14765at32523	Complete	HiC_scaffold_6	2899117	3042528	-	2027.9	1449	https://www.orthodb.org/v10?query=14765at32523	rho guanine nucleotide exchange factor 17
14845at32523	Complete	HiC_scaffold_5	112701018	112757685	+	2134.6	1123	https://www.orthodb.org/v10?query=14845at32523	phosphoinositide 3-kinase regulatory subunit 4
14923at32523	Complete	HiC_scaffold_4	148135831	148268617	-	1942.6	1532	https://www.orthodb.org/v10?query=14923at32523	UPF0606 protein KIAA1549 homolog
14956at32523	Complete	HiC_scaffold_1	73128962	73177582	-	2723.3	1258	https://www.orthodb.org/v10?query=14956at32523	intron-binding protein aquarius
14979at32523	Complete	HiC_scaffold_3	25916070	25941526	+	2575.3	2139	https://www.orthodb.org/v10?query=14979at32523	abnormal spindle-like microcephaly-associated protein
15001at32523	Complete	HiC_scaffold_3	209830725	209895553	+	2406.4	2091	https://www.orthodb.org/v10?query=15001at32523	centrosomal protein 192 
15039at32523	Complete	HiC_scaffold_2	176097801	176563097	+	1940.7	1004	https://www.orthodb.org/v10?query=15039at32523	Regulatory associated protein of MTOR complex 1
15121at32523	Complete	HiC_scaffold_1	6445446	6533544	+	2275.0	1441	https://www.orthodb.org/v10?query=15121at32523	Histone-lysine N-methyltransferase, H3 lysine-79 specific
15162at32523	Missing
15265at32523	Complete	HiC_scaffold_9	1424706	1450922	-	2565.7	1285	https://www.orthodb.org/v10?query=15265at32523	rho GTPase-activating protein 35
15274at32523	Complete	HiC_scaffold_4	74079468	74180931	-	1612.8	1022	https://www.orthodb.org/v10?query=15274at32523	sushi, nidogen and EGF-like domain-containing protein 1
15391at32523	Complete	HiC_scaffold_1	292448855	292479562	+	3591.7	2282	https://www.orthodb.org/v10?query=15391at32523	Zinc finger protein 292
15464at32523	Complete	HiC_scaffold_2	334204517	334236366	+	1917.7	1103	https://www.orthodb.org/v10?query=15464at32523	nuclear pore complex protein Nup155
15476at32523	Complete	HiC_scaffold_1	88377586	88464948	-	2581.6	1352	https://www.orthodb.org/v10?query=15476at32523	MAP kinase-activating death domain protein
15520at32523	Complete	HiC_scaffold_3	99066317	99120954	+	2637.8	1311	https://www.orthodb.org/v10?query=15520at32523	Ral GTPase activating protein non-catalytic beta subunit 
15549at32523	Complete	HiC_scaffold_6	129299305	129361475	-	1256.6	1043	https://www.orthodb.org/v10?query=15549at32523	LIM domain only protein 7
15690at32523	Complete	HiC_scaffold_2	257864961	258005101	-	2439.3	1566	https://www.orthodb.org/v10?query=15690at32523	focadhesin
15838at32523	Complete	HiC_scaffold_2	96438451	96481865	+	2626.1	1255	https://www.orthodb.org/v10?query=15838at32523	protein VPRBP
15890at32523	Complete	HiC_scaffold_3	38662826	38781286	+	1726.3	934	https://www.orthodb.org/v10?query=15890at32523	probable ATP-dependent DNA helicase HFM1
15909at32523	Complete	HiC_scaffold_6	63812749	63896352	-	2367.3	1302	https://www.orthodb.org/v10?query=15909at32523	T cell lymphoma invasion and metastasis 1
15955at32523	Complete	HiC_scaffold_1	26779052	26862810	-	1768.0	1665	https://www.orthodb.org/v10?query=15955at32523	ninein isoform X1
16025at32523	Complete	HiC_scaffold_6	74763124	74870443	+	2319.6	1149	https://www.orthodb.org/v10?query=16025at32523	mediator of RNA polymerase II transcription subunit 14
16076at32523	Complete	HiC_scaffold_3	102843084	102876974	-	2463.4	1627	https://www.orthodb.org/v10?query=16076at32523	Nuclear receptor coactivator 6
16175at32523	Complete	HiC_scaffold_6	7695293	7717864	+	1572.4	1380	https://www.orthodb.org/v10?query=16175at32523	PCF11 cleavage and polyadenylation factor subunit
