FUN_000028	FUN_000028-T2	CPAMD8_1	GO:0005615 GO:0005576 GO:0005515
FUN_27433	FUN_27433-T1		
FUN_000029	FUN_000029-T1	CPAMD8_3	GO:0005615 GO:0004866
FUN_000030	FUN_000030-T1		
FUN_000031	FUN_000031-T1		
FUN_000032	FUN_000032-T1		
FUN_000033	FUN_000033-T1		GO:0016671
FUN_000034	FUN_000034-T1		
FUN_000035	FUN_000035-T1	PIK3R2	GO:0005515 GO:0007165
FUN_000036	FUN_000036-T1	MAST3	GO:0000287 GO:0005515 GO:0004674 GO:0005524 GO:0004672 GO:0006468
FUN_000037	FUN_000037-T1		GO:0005515
FUN_000038	FUN_000038-T1		
FUN_000039	FUN_000039-T1	ARRDC2	
FUN_000039	FUN_000039-T2	ARRDC2	
FUN_000040	FUN_000040-T1	PEX11G	GO:0005779 GO:0016559
FUN_000041	FUN_000041-T1		
FUN_000042	FUN_000042-T1		GO:0005085
FUN_000043	FUN_000043-T1		GO:0016020 GO:0016021 GO:0005515 GO:0043548 GO:0004714 GO:0004713 GO:0004672 GO:0005524 GO:0043560 GO:0046777 GO:0007169 GO:0006468
FUN_000043	FUN_000043-T2		GO:0016020 GO:0005515 GO:0004714 GO:0004713 GO:0005524 GO:0004672 GO:0007169 GO:0006468
FUN_000044	FUN_000044-T1	USE1	
FUN_000045	FUN_000045-T1	RPL36	GO:0005840 GO:0003735 GO:0006412
FUN_000046	FUN_000046-T1	LONP1	GO:0004252 GO:0016887 GO:0004176 GO:0005524 GO:0030163 GO:0006515 GO:0006508
FUN_000047	FUN_000047-T1	SLC1A3_1	GO:0016021 GO:0015293
FUN_000048	FUN_000048-T1		GO:0032981
FUN_000049	FUN_000049-T1		
FUN_000050	FUN_000050-T1		GO:0005509
FUN_000051	FUN_000051-T1	RANBP3	GO:0046907
FUN_000051	FUN_000051-T2	RANBP3	
FUN_000052	FUN_000052-T1		
FUN_000053	FUN_000053-T1		
FUN_000054	FUN_000054-T1	MYO9B_1	GO:0000146 GO:0005096 GO:0007266 GO:0030048
FUN_000055	FUN_000055-T1	MYO9B_2	GO:0016459 GO:0005515 GO:0005096 GO:0005524 GO:0003774 GO:0000146 GO:0007266 GO:0030048 GO:0007165
FUN_000056	FUN_000056-T1	MYO9B_3	GO:0016459 GO:0000146 GO:0005096 GO:0005524 GO:0003774 GO:0007266 GO:0030048 GO:0007165
FUN_000057	FUN_000057-T1	HAUS8	
FUN_000057	FUN_000057-T2	HAUS8	
FUN_000058	FUN_000058-T1		GO:0016021
FUN_000059	FUN_000059-T1	RAB3A	GO:0005525 GO:0003924
FUN_000060	FUN_000060-T1	PDE4C	GO:0004114 GO:0008081 GO:0007165
FUN_000061	FUN_000061-T1		
FUN_000062	FUN_000062-T1		
FUN_000063	FUN_000063-T1		
FUN_000064	FUN_000064-T1		GO:0005634 GO:0003677 GO:0003700 GO:0006357 GO:0006355
FUN_000065	FUN_000065-T1	LSM4	GO:0000398 GO:0000956 GO:0006396
FUN_000066	FUN_000066-T1	PGPEP1	GO:0005829 GO:0008233 GO:0016920 GO:0006508
FUN_000067	FUN_000067-T1		GO:0008083
FUN_000068	FUN_000068-T1		GO:0005515
FUN_000069	FUN_000069-T1	SSBP4	GO:0003697 GO:0005515
FUN_000069	FUN_000069-T2	SSBP4	GO:0003697 GO:0005515
FUN_000070	FUN_000070-T1	ISYNA1	GO:0004512 GO:0008654 GO:0006021
FUN_000070	FUN_000070-T2	ISYNA1	GO:0004512 GO:0008654 GO:0006021
FUN_000071	FUN_000071-T1		
FUN_000072	FUN_000072-T1		GO:0008023 GO:0006368 GO:0006366 GO:0042795
FUN_000073	FUN_000073-T1		GO:0005840 GO:0003735 GO:0006412
FUN_000074	FUN_000074-T1	DDA1	GO:0032434
FUN_000075	FUN_000075-T1		
FUN_000076	FUN_000076-T1	ANO8_1	
FUN_000077	FUN_000077-T1	ANO8_2	
FUN_000078	FUN_000078-T1		
FUN_000079	FUN_000079-T1	GTPBP3	GO:0005525 GO:0005515 GO:0003924 GO:0006400
FUN_000080	FUN_000080-T1		
FUN_000081	FUN_000081-T1		
FUN_000081	FUN_000081-T2		
FUN_000082	FUN_000082-T1		
FUN_000083	FUN_000083-T1		
FUN_000084	FUN_000084-T1		
FUN_000085	FUN_000085-T1		
FUN_000086	FUN_000086-T1		
FUN_000087	FUN_000087-T1		
FUN_000088	FUN_000088-T1		GO:0016020 GO:0008360
FUN_000089	FUN_000089-T1		
FUN_000090	FUN_000090-T1		
FUN_000091	FUN_000091-T1		
FUN_000092	FUN_000092-T1		
FUN_000093	FUN_000093-T1		
FUN_000094	FUN_000094-T1	PTBP1	GO:0005634 GO:0003723 GO:0003676 GO:0006397
FUN_000095	FUN_000095-T1	PLPPR3	GO:0006644
FUN_000096	FUN_000096-T1		GO:0005615 GO:0004252 GO:0006957 GO:0007219 GO:0006508
FUN_000097	FUN_000097-T1		
FUN_000098	FUN_000098-T1	MED16	GO:0016592 GO:0005515
FUN_000099	FUN_000099-T1	R3HDM4	GO:0003676
FUN_000100	FUN_000100-T1	GPR54_1	GO:0016021 GO:0004930 GO:0007186
FUN_000101	FUN_000101-T1	ARID3A_1	GO:0003677 GO:0006357
FUN_000101	FUN_000101-T2	ARID3A_1	GO:0003677 GO:0006357
FUN_000102	FUN_000102-T1		GO:0061630
FUN_000103	FUN_000103-T1		
FUN_000104	FUN_000104-T1	FGF22	GO:0005576 GO:0005104 GO:0008083 GO:0008543
FUN_000105	FUN_000105-T1	POLR2E	GO:0003677 GO:0003899 GO:0006351
FUN_000106	FUN_000106-T1	HMHA1	GO:0007165
FUN_000106	FUN_000106-T2	HMHA1	
FUN_000107	FUN_000107-T1	CNN2	GO:0005856 GO:0005515 GO:0003779 GO:0031032 GO:0007010
FUN_000108	FUN_000108-T1	YJEFN3	
FUN_000109	FUN_000109-T1	CILP2	
FUN_000110	FUN_000110-T1		
FUN_000111	FUN_000111-T1		GO:0005515
FUN_000112	FUN_000112-T1	TBXA2R	GO:0016021 GO:0004960 GO:0004930 GO:0007186
FUN_000113	FUN_000113-T1	GIPC3	GO:0005515
FUN_000114	FUN_000114-T1	HMG20B	
FUN_000115	FUN_000115-T1	FZR1	GO:0097027 GO:0010997 GO:0005515 GO:1904668
FUN_000116	FUN_000116-T1		
FUN_000117	FUN_000117-T1		
FUN_000118	FUN_000118-T1	MFSD12	GO:0016021 GO:0015293 GO:0008643
FUN_000118	FUN_000118-T2	MFSD12	GO:0016021 GO:0015293 GO:0008643
FUN_000119	FUN_000119-T1		
FUN_000120	FUN_000120-T1		GO:0019135 GO:0008612
FUN_000121	FUN_000121-T1	UNC13A_1	GO:0005543 GO:0019992 GO:0005509 GO:0007268 GO:0016082 GO:0016188 GO:0035249
FUN_000122	FUN_000122-T1	UNC13A_2	GO:0019992 GO:0007268
FUN_000123	FUN_000123-T1		GO:0005634 GO:0003700 GO:0006355
FUN_000123	FUN_000123-T2		GO:0005634 GO:0003700 GO:0006355
FUN_000123	FUN_000123-T3		GO:0005634 GO:0003700 GO:0006355
FUN_000124	FUN_000124-T1		
FUN_000125	FUN_000125-T1		
FUN_000126	FUN_000126-T1	ABHD17A	
FUN_000127	FUN_000127-T1		
FUN_000128	FUN_000128-T1	REXO1_1	
FUN_000129	FUN_000129-T1	REXO1_2	GO:0003676
FUN_000130	FUN_000130-T1		GO:0003677
FUN_000131	FUN_000131-T1		GO:0016021 GO:0016887 GO:0000287 GO:0140326 GO:0005215 GO:0000166 GO:0005524 GO:0015914
FUN_000131	FUN_000131-T2		GO:0016021 GO:0016887 GO:0000287 GO:0140326 GO:0005215 GO:0000166 GO:0005524 GO:0015914
FUN_000131	FUN_000131-T3		GO:0016021 GO:0000166 GO:0000287 GO:0005524 GO:0140326 GO:0015914
FUN_27434	FUN_27434-T1		
FUN_000132	FUN_000132-T1		GO:0003677
FUN_000133	FUN_000133-T1		
FUN_000134	FUN_000134-T1		
FUN_000135	FUN_000135-T1	TCF3	GO:0046983
FUN_000136	FUN_000136-T1		GO:0005750 GO:0006122
FUN_000137	FUN_000137-T1	MBD3	GO:0016581 GO:0003677 GO:0008327
FUN_000138	FUN_000138-T1	MEX3D	GO:0003723 GO:0003676
FUN_000139	FUN_000139-T1		
FUN_000140	FUN_000140-T1	Hr46	GO:0005634 GO:0003700 GO:0008270 GO:0043565 GO:0004879 GO:0003677 GO:0006355
FUN_000141	FUN_000141-T1	SCAMP4	GO:0016021 GO:0015031
FUN_000144	FUN_000144-T1	CSNK1G2	GO:0005524 GO:0004672 GO:0006468
FUN_000142	FUN_000142-T1		
FUN_000143	FUN_000143-T1		
FUN_000145	FUN_000145-T1		
FUN_000146	FUN_000146-T1	MKNK2	GO:0005524 GO:0004672 GO:0006468
FUN_000146	FUN_000146-T2	MKNK2	GO:0005524 GO:0004672 GO:0006468
FUN_000147	FUN_000147-T1	MOB3A	
FUN_000148	FUN_000148-T1		
FUN_000149	FUN_000149-T1	AP3D1_1	GO:0030123 GO:0015031
FUN_000150	FUN_000150-T1	AP3D1_2	GO:0030117 GO:0030123 GO:0015031 GO:0016192 GO:0006886
FUN_000151	FUN_000151-T1	DOT1L	GO:0018024 GO:0031151 GO:0051726 GO:0034729
FUN_000152	FUN_000152-T1	PLEKHJ1	
FUN_000153	FUN_000153-T1		GO:0005634 GO:0008270 GO:0003676 GO:0008083 GO:0008406
FUN_000154	FUN_000154-T1		
FUN_27435	FUN_27435-T1		
FUN_000155	FUN_000155-T1	OAZ1	GO:0005829 GO:0008073 GO:0043086 GO:0006595
FUN_000156	FUN_000156-T1	MYO1F_1	GO:0016459 GO:0005515 GO:0005524 GO:0003774
FUN_000157	FUN_000157-T1	ADAMTS10	GO:0004222 GO:0008237 GO:0006508 GO:0030198
FUN_000158	FUN_000158-T1	ZAP70	GO:0005737 GO:0004715 GO:0005524 GO:0004713 GO:0004672 GO:0035556 GO:0006468
FUN_000159	FUN_000159-T1		GO:0005634 GO:0003700 GO:0006366 GO:0006355 GO:0006955
FUN_000160	FUN_000160-T1	ACTL9_1	
FUN_000161	FUN_000161-T1	ACTL9_2	
FUN_000162	FUN_000162-T1		
FUN_000162	FUN_000162-T2		
FUN_000163	FUN_000163-T1		
FUN_000164	FUN_000164-T1		
FUN_000165	FUN_000165-T1		
FUN_000166	FUN_000166-T1		
FUN_000167	FUN_000167-T1		
FUN_000168	FUN_000168-T1		
FUN_000170	FUN_000170-T1		
FUN_000171	FUN_000171-T1		
FUN_000172	FUN_000172-T1		
FUN_000173	FUN_000173-T1		GO:0016020 GO:0015276 GO:0005216 GO:0038023 GO:0004970 GO:0006811
FUN_000174	FUN_000174-T1	WDR18	GO:0005515
FUN_000175	FUN_000175-T1	KXD1	
FUN_000175	FUN_000175-T2	KXD1	
FUN_000176	FUN_000176-T1	FKBP8	GO:0003755 GO:0005515
FUN_000177	FUN_000177-T1		
FUN_000178	FUN_000178-T1		
FUN_000179	FUN_000179-T1		
FUN_000180	FUN_000180-T1		
FUN_000181	FUN_000181-T1		
FUN_000182	FUN_000182-T1		
FUN_000183	FUN_000183-T1		
FUN_000184	FUN_000184-T1		GO:0016020 GO:0015276 GO:0005216 GO:0038023 GO:0004970 GO:0006811
FUN_000185	FUN_000185-T1		
FUN_000186	FUN_000186-T1		
FUN_000187	FUN_000187-T1	NDUFA13	
FUN_000188	FUN_000188-T1	GATAD2A	GO:0043565 GO:0000122 GO:0006355
FUN_000188	FUN_000188-T2	GATAD2A	GO:0043565 GO:0000122 GO:0006355
FUN_000189	FUN_000189-T1	MAU2	GO:0005515 GO:0007064
FUN_000190	FUN_000190-T1	SUGP1	GO:0003723 GO:0003676 GO:0006396
FUN_000191	FUN_000191-T1		
FUN_000192	FUN_000192-T1	HAPLN4	GO:0005540 GO:0007155
FUN_000193	FUN_000193-T1		GO:0005509 GO:0005540 GO:0007155
FUN_000194	FUN_000194-T1	NR2C2AP	
FUN_000195	FUN_000195-T1		GO:0005515
FUN_000195	FUN_000195-T2		GO:0005515
FUN_000195	FUN_000195-T3		GO:0005515
FUN_000196	FUN_000196-T1	MEF2BNB	
FUN_000197	FUN_000197-T1		
FUN_000198	FUN_000198-T1		GO:0046983 GO:0003677 GO:0000977 GO:0045944
FUN_000199	FUN_000199-T1		GO:0016706 GO:0008168
FUN_000200	FUN_000200-T1		
FUN_000201	FUN_000201-T1		
FUN_000202	FUN_000202-T1		
FUN_000203	FUN_000203-T1		GO:0055085
FUN_000204	FUN_000204-T1		
FUN_000205	FUN_000205-T1	ARMC6	GO:0005515
FUN_000205	FUN_000205-T2	ARMC6	
FUN_000206	FUN_000206-T1	SUGP2	GO:0003723 GO:0003676 GO:0006396
FUN_000206	FUN_000206-T2	SUGP2	GO:0003723 GO:0003676 GO:0006396
FUN_000206	FUN_000206-T3	SUGP2	GO:0003723 GO:0006396
FUN_000207	FUN_000207-T1		GO:0030215 GO:0005515
FUN_000208	FUN_000208-T1	HOMER3	GO:0035256 GO:0007216
FUN_000208	FUN_000208-T2	HOMER3	GO:0035256 GO:0007216
FUN_000209	FUN_000209-T1		
FUN_000210	FUN_000210-T1	DDX49	GO:0005524 GO:0003676
FUN_27436	FUN_27436-T1		GO:0005515 GO:0005198 GO:0006890
FUN_000211	FUN_000211-T1	CERS1	GO:0016021
FUN_000212	FUN_000212-T1	GDF3	
FUN_000213	FUN_000213-T1	UPF1	GO:0005737 GO:0008270 GO:0004386 GO:0003724 GO:0003723 GO:0005524 GO:0016787 GO:0003677 GO:0000184
FUN_000213	FUN_000213-T2	UPF1	GO:0005737 GO:0008270 GO:0004386 GO:0003724 GO:0003723 GO:0005524 GO:0016787 GO:0003677 GO:0000184
FUN_000214	FUN_000214-T1		GO:0005576 GO:0005509 GO:0007155
FUN_000215	FUN_000215-T1		
FUN_000216	FUN_000216-T1	CRTC1	GO:0005634 GO:0005737 GO:0008140 GO:0032793 GO:0051289
FUN_27437	FUN_27437-T1		
FUN_000217	FUN_000217-T1	KLHL26	GO:0005515
FUN_000218	FUN_000218-T1		
FUN_000219	FUN_000219-T1	CRLF1	GO:0005515
FUN_000220	FUN_000220-T1		
FUN_27438	FUN_27438-T1	UBA52	GO:0005840 GO:0003735 GO:0005515 GO:0006412
FUN_000222	FUN_000222-T1	FSTL3	GO:0005515
FUN_000222	FUN_000222-T2	FSTL3	GO:0005515
FUN_000221	FUN_000221-T1		
FUN_000223	FUN_000223-T1		GO:0004252 GO:0006508
FUN_000224	FUN_000224-T1		
FUN_000225	FUN_000225-T1		
FUN_000226	FUN_000226-T1	PIP5K1C	GO:0016307 GO:0046488
FUN_000227	FUN_000227-T1		
FUN_000228	FUN_000228-T1	MRPL54	
FUN_000229	FUN_000229-T1		
FUN_000230	FUN_000230-T1	APBA1_1	GO:0005515 GO:0001540 GO:0004857 GO:0050790
FUN_000231	FUN_000231-T1	TJP3	GO:0005923 GO:0005515 GO:0004222 GO:0006508
FUN_000232	FUN_000232-T1	APC2_1	GO:0008017 GO:0008013 GO:0090090 GO:0030178 GO:0016055
FUN_000233	FUN_000233-T1	APC2_2	GO:0005515 GO:0008013 GO:0090090 GO:0030178 GO:0016055
FUN_000234	FUN_000234-T1		GO:0005922 GO:0007154
FUN_000235	FUN_000235-T1	RPS15	GO:0005840 GO:0015935 GO:0003735 GO:0003723 GO:0006412
FUN_000236	FUN_000236-T1	DAZAP1	GO:0003723 GO:0003676
FUN_000237	FUN_000237-T1		GO:0030731
FUN_000237	FUN_000237-T2		
FUN_000238	FUN_000238-T1	NDUFS7	GO:0051539 GO:0051536 GO:0008137 GO:0048038
FUN_000239	FUN_000239-T1		
FUN_000240	FUN_000240-T1		
FUN_000240	FUN_000240-T2		
FUN_000240	FUN_000240-T3		
FUN_000241	FUN_000241-T1		
FUN_000242	FUN_000242-T1	CAMK4_1	GO:0005524 GO:0004672 GO:0006468
FUN_000243	FUN_000243-T1		GO:0016020
FUN_000244	FUN_000244-T1		
FUN_000245	FUN_000245-T1		
FUN_000246	FUN_000246-T1	EFNA2	GO:0016020 GO:0046875 GO:0048013
FUN_000247	FUN_000247-T1		
FUN_000248	FUN_000248-T1		
FUN_000249	FUN_000249-T1	ATP5D	GO:0045261 GO:0046933 GO:0015986
FUN_000250	FUN_000250-T1		
FUN_000251	FUN_000251-T1		
FUN_000252	FUN_000252-T1		GO:0005515
FUN_000253	FUN_000253-T1		
FUN_000254	FUN_000254-T1		
FUN_000255	FUN_000255-T1		GO:0003723 GO:0003676
FUN_000256	FUN_000256-T1		GO:0044325 GO:1901386
FUN_000257	FUN_000257-T1		
FUN_000259	FUN_000259-T1	STK11	GO:0005524 GO:0004672 GO:0004674 GO:0030295 GO:0030010 GO:0042593 GO:0001558 GO:0006468
FUN_27439	FUN_27439-T1		
FUN_000260	FUN_000260-T1	SBNO2	GO:0050727 GO:0006355
FUN_000260	FUN_000260-T2	SBNO2	GO:0050727 GO:0006355
FUN_000260	FUN_000260-T3	SBNO2	GO:0050727 GO:0006355
FUN_000261	FUN_000261-T1	GPX4	GO:0004602 GO:0006979
FUN_000262	FUN_000262-T1		GO:0003677 GO:0005515 GO:0003899 GO:0006351
FUN_000263	FUN_000263-T1	HCN2	GO:0016020 GO:0005216 GO:0006811 GO:0055085
FUN_000264	FUN_000264-T1		
FUN_000265	FUN_000265-T1		
FUN_000266	FUN_000266-T1		GO:0005886 GO:0005515 GO:0007411 GO:0007155
FUN_000267	FUN_000267-T1	CDC34	
FUN_000268	FUN_000268-T1	TPGS1	GO:0018095
FUN_000269	FUN_000269-T1		
FUN_000270	FUN_000270-T1		GO:0016020 GO:0098640 GO:2000403 GO:0007155 GO:0007229
FUN_000271	FUN_000271-T1		
FUN_000272	FUN_000272-T1	SHC2	GO:0030971 GO:0043410 GO:0035556
FUN_000273	FUN_000273-T1		
FUN_000274	FUN_000274-T1	C2CD4C	
FUN_000275	FUN_000275-T1		
FUN_000276	FUN_000276-T1		
FUN_000277	FUN_000277-T1	MIER2	
FUN_000278	FUN_000278-T1		GO:0016020 GO:0004896 GO:0005515
FUN_000279	FUN_000279-T1	PLPP2	GO:0008195 GO:0006644
FUN_000280	FUN_000280-T1	TLE2_1	GO:0005634 GO:0005515 GO:0006355
FUN_000281	FUN_000281-T1	TLE2_2	GO:0005634 GO:0005515 GO:0006355
FUN_000282	FUN_000282-T1		
FUN_000283	FUN_000283-T1	TLE5	GO:0005634 GO:0005515 GO:0006355
FUN_000284	FUN_000284-T1	GNA11	GO:0001664 GO:0003924 GO:0031683 GO:0019001 GO:0007165 GO:0007186
FUN_000285	FUN_000285-T1		
FUN_000286	FUN_000286-T1	GNA15	GO:0001664 GO:0003924 GO:0031683 GO:0019001 GO:0007165 GO:0007186
FUN_000287	FUN_000287-T1		GO:0004252 GO:0006508
FUN_000288	FUN_000288-T1		
FUN_000289	FUN_000289-T1		GO:0016021 GO:0038036 GO:0004930 GO:0007186
FUN_000290	FUN_000290-T1		GO:0016020 GO:0009966
FUN_000291	FUN_000291-T1	CELF5_1	GO:0003723 GO:0003676
FUN_000292	FUN_000292-T1		
FUN_000293	FUN_000293-T1	CELF5_2	GO:0003723 GO:0003676
FUN_000294	FUN_000294-T1		
FUN_000295	FUN_000295-T1		GO:0004222 GO:0008237 GO:0006508
FUN_000296	FUN_000296-T1		GO:0016791 GO:0004725 GO:0005515 GO:0006470 GO:0016311
FUN_000297	FUN_000297-T1		
FUN_000298	FUN_000298-T1	KDM4B_1	
FUN_000299	FUN_000299-T1	KDM4B_2	
FUN_27440	FUN_27440-T1	UHRF1	GO:0005515
FUN_000300	FUN_000300-T1	ARRDC5	
FUN_000301	FUN_000301-T1		GO:0007165 GO:0045087
FUN_000302	FUN_000302-T1	FEM1A	GO:0005515
FUN_000303	FUN_000303-T1		
FUN_000304	FUN_000304-T1		
FUN_000305	FUN_000305-T1		
FUN_27441	FUN_27441-T1		
FUN_000306	FUN_000306-T1	DPP9	GO:0008236 GO:0006508
FUN_000307	FUN_000307-T1		GO:0008234 GO:0006508
FUN_000308	FUN_000308-T1		GO:0008234 GO:0006508
FUN_000309	FUN_000309-T1		GO:0016020 GO:0004896 GO:0005515
FUN_000310	FUN_000310-T1	CCDC94	GO:0000398
FUN_27442	FUN_27442-T1		
FUN_000311	FUN_000311-T1		
FUN_000312	FUN_000312-T1		
FUN_000313	FUN_000313-T1		
FUN_000314	FUN_000314-T1	FSD1	GO:0005515
FUN_000315	FUN_000315-T1		GO:0035591
FUN_000316	FUN_000316-T1		
FUN_000317	FUN_000317-T1		GO:0005515 GO:0008233 GO:0008237
FUN_000318	FUN_000318-T1		
FUN_000319	FUN_000319-T1	SH3GL1	GO:0005737 GO:0005515
FUN_000320	FUN_000320-T1		
FUN_000321	FUN_000321-T1	UBXN6	GO:0005515
FUN_000322	FUN_000322-T1		
FUN_000322	FUN_000322-T2		
FUN_000324	FUN_000324-T1		
FUN_000325	FUN_000325-T1		
FUN_000326	FUN_000326-T1		
FUN_000327	FUN_000327-T1		
FUN_000328	FUN_000328-T1	PLIN4_1	
FUN_000329	FUN_000329-T1		
FUN_000330	FUN_000330-T1		GO:0004222 GO:0008237 GO:0006508
FUN_000330	FUN_000330-T2		GO:0004222 GO:0008237 GO:0006508
FUN_000332	FUN_000332-T1		GO:0003723 GO:0003676 GO:0006355 GO:0050684
FUN_000332	FUN_000332-T2		GO:0003723 GO:0003676 GO:0006355 GO:0050684
FUN_000333	FUN_000333-T1		GO:0003723 GO:0003676 GO:0006355 GO:0050684
FUN_000334	FUN_000334-T1	SAFB2	GO:0006355 GO:0050684
FUN_000335	FUN_000335-T1		
FUN_000336	FUN_000336-T1		
FUN_000337	FUN_000337-T1		
FUN_000338	FUN_000338-T1		
FUN_000339	FUN_000339-T1	PIAS4_1	GO:0019789
FUN_000339	FUN_000339-T2	PIAS4_1	GO:0019789
FUN_000340	FUN_000340-T1		
FUN_000341	FUN_000341-T1	SEMA6B	GO:0030215 GO:0005515
FUN_000342	FUN_000342-T1		GO:0005515
FUN_000343	FUN_000343-T1		GO:0005515
FUN_000344	FUN_000344-T1		GO:0005515
FUN_000345	FUN_000345-T1		
FUN_000346	FUN_000346-T1	PLIN4_2	
FUN_000347	FUN_000347-T1		
FUN_000348	FUN_000348-T1		
FUN_000349	FUN_000349-T1		
FUN_000350	FUN_000350-T1	TNFAIP8L1	GO:0042981
FUN_000351	FUN_000351-T1		
FUN_27443	FUN_27443-T1		
FUN_000352	FUN_000352-T1		GO:0008234 GO:0006508
FUN_000353	FUN_000353-T1		GO:0008234 GO:0006508
FUN_000354	FUN_000354-T1		
FUN_000355	FUN_000355-T1		
FUN_000356	FUN_000356-T1		GO:0005515
FUN_000357	FUN_000357-T1		GO:0005507 GO:0016641
FUN_000358	FUN_000358-T1		
FUN_000359	FUN_000359-T1	DAPK3	GO:0005524 GO:0004672 GO:0006468
FUN_000360	FUN_000360-T1	EEF2_1	GO:0005525 GO:0003924
FUN_000361	FUN_000361-T1	PIAS4_3	GO:0008270 GO:0019789
FUN_000361	FUN_000361-T2	PIAS4_3	GO:0008270 GO:0019789
FUN_000362	FUN_000362-T1		GO:0043565 GO:0003700 GO:0006355
FUN_000363	FUN_000363-T1		
FUN_000364	FUN_000364-T1	MAP2K2_1	GO:0005524 GO:0004672 GO:0006468
FUN_000364	FUN_000364-T2	MAP2K2_1	GO:0005524 GO:0004672 GO:0006468
FUN_000365	FUN_000365-T1		
FUN_000366	FUN_000366-T1	CREB3L3_1	GO:0003700 GO:0035497 GO:0030968 GO:0006355 GO:0045944
FUN_000367	FUN_000367-T1	SIRT6_1	GO:0070403
FUN_000368	FUN_000368-T1		
FUN_000369	FUN_000369-T1	SIRT6_2	GO:0070403
FUN_000369	FUN_000369-T2	SIRT6_2	GO:0070403
FUN_000370	FUN_000370-T1	CREB3L3_2	GO:0003700 GO:0035497 GO:0030968 GO:0006355 GO:0045944
FUN_000371	FUN_000371-T1	MAP2K2_3	GO:0005524 GO:0004672 GO:0006468
FUN_000372	FUN_000372-T1		
FUN_000373	FUN_000373-T1		GO:0004252 GO:0006508
FUN_000374	FUN_000374-T1		GO:0004252 GO:0006508
FUN_000375	FUN_000375-T1		
FUN_000376	FUN_000376-T1		GO:0016021 GO:0038036 GO:0004930 GO:0007186
FUN_000377	FUN_000377-T1		GO:0016020 GO:0009966
FUN_000378	FUN_000378-T1		GO:0016021 GO:0050291 GO:0046513
FUN_000379	FUN_000379-T1	PCSK4_1	GO:0004252 GO:0008236 GO:0006508
FUN_000380	FUN_000380-T1	REEP6_1	
FUN_000381	FUN_000381-T1	RAX2_1	GO:0000981 GO:0003677 GO:0045944 GO:0006355
FUN_000382	FUN_000382-T1		
FUN_000383	FUN_000383-T1	ELAVL1	GO:1990904 GO:0003723 GO:0003676
FUN_000383	FUN_000383-T2	ELAVL1	GO:1990904 GO:0003723 GO:0003676
FUN_000384	FUN_000384-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000385	FUN_000385-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000386	FUN_000386-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000387	FUN_000387-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000388	FUN_000388-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000389	FUN_000389-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000390	FUN_000390-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000391	FUN_000391-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000392	FUN_000392-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000393	FUN_000393-T1		GO:0016021 GO:0003677 GO:0050291 GO:0004930 GO:0046513 GO:0007186
FUN_000394	FUN_000394-T1		GO:0016021 GO:0004930 GO:0007186
FUN_000395	FUN_000395-T1		GO:0016021 GO:0004930 GO:0007186
