Orthogroups,Gene,k,LRT,P-value,Adj. P-value
OG0008007,,12.42933925059745,101.6263313127447,0,0
OG0008011,HEBP1,7.174874510160829,102.2394530520605,0,0
OG0008015,ALPK1,5.69941125587015,272.3084632339669,0,0
OG0008019,PITX2,12.41270263544977,160.2839293576253,0,0
OG0008026,SIX2,19.29909167118696,72.1309102064688,0,0
OG0008035,UPF1,5.752647934437595,94.30870060716734,0,0
OG0008038,HOMER3,8.791850067134366,97.76739440874098,0,0
OG0008098,MEI4,5.111024505437554,187.492479370314,0,0
OG0008102,LCA5,5.27665323810167,158.5806707728916,0,0
OG0008116,PRKAA2,7.596691735968737,287.4233475363417,0,0
OG0008121,DHCR24,9.161935247716546,84.47108423186455,0,0
OG0008130,LDLRAD1,7.366946780830669,109.6990241111507,0,0
OG0008159,SPATA6,3.481430844360933,120.7665139481705,0,0
OG0008208,LEO1,9.576048086638329,124.765278988134,0,0
OG0008267,CDH13,3.703752965242973,87.12476923874783,0,0
OG0008287,MCM7,8.123730326601,115.3310631106615,0,0
OG0008347,RIC3,8.3943622349036,141.3604211128604,0,0
OG0008404,CHMP2A,15.05419445219474,108.3040615991913,0,0
OG0008405,PLXND1,3.475742738481709,202.13119501248,0,0
OG0008431,GFM2,5.762168966156204,80.14550330581551,0,0
OG0008434,CERT1 COL4A3BP,5.409124357008819,84.13476696408725,0,0
OG0008447,CMYA5,2.765915977384748,175.7257210589305,0,0
OG0008468,KCNK12,13.88220783988074,156.2986415733121,0,0
OG0008500,NICN1,9.456970741058964,83.99303817706732,0,0
OG0008593,PIP4P1,6.775552285534045,76.36970795172238,0,0
OG0008603,DCAF12,11.6278206910538,177.7370438670241,0,0
OG0008654,SIN3A,12.43177472755795,173.721552146977,0,0
OG0008688,ST6GALNAC1,7.645161492107388,586.724536418551,0,0
OG0008697,OGFOD3,11.33272026661122,231.4858804332962,0,0
OG0008713,CAPN10,14.3492357218549,92.435360904934,0,0
OG0008791,EEF1AKMT2,7.359133600665109,102.6430652853996,0,0
OG0008811,LRRFIP1,3.850052077937332,129.3170490320954,0,0
OG0008848,FAM126A,6.903332835562699,158.3749029636983,0,0
OG0008886,H6PD,9.4801751767461,171.988489190393,0,0
OG0008894,,7.307314631651391,87.40447465693796,0,0
OG0008941,MUL1,12.58734100940855,101.8784729674462,0,0
OG0008952,FHAD1,6.507037321773793,309.1664500165534,0,0
OG0008963,PTPN4,3.170603513162412,75.07747879877752,0,0
OG0008979,PRELID2,11.83334836157367,138.5967807929883,0,0
OG0008993,CPEB4,8.353238730377749,78.70854081515154,0,0
OG0009033,FAM126B,8.093651739258435,267.0860952455805,0,0
OG0009126,CDK20,1.609509110555975e-7,74.42400496542905,0,0
OG0009128,HDAC6,2.355427183683259,72.85255237479942,0,0
OG0009140,TMEM65,17.65555024204654,73.12508934080552,0,0
OG0009153,MRPL51,11.44125310272085,178.2308315339724,0,0
OG0009172,LRRC23,5.587632502664514,74.20858275025694,0,0
OG0009207,EIF6,22.71848127925688,91.45144810044576,0,0
OG0009249,SYT9,19.81341544899574,286.9454930593511,0,0
OG0009315,E2F2,49.99999999999989,201.5406560326246,0,0
OG0009327,LSP1,3.966485164616389,85.53845311513942,0,0
OG0009391,ERFE,8.81252815412364,124.3024642498094,0,0
OG0009443,TMTC2,3.935376442919815,192.5406222329348,0,0
OG0009460,CFAP410 CUNH21ORF2,13.34901098554934,76.14043779636086,0,0
OG0009464,UBE2G2,32.81084570236025,73.75945515115882,0,0
OG0009498,NPAS2,5.13345225889934,183.7037230135738,0,0
OG0009533,PHLPP1,6.398397026569838,262.8270692139813,0,0
OG0009534,,7.454672394973852,83.39307792095678,0,0
OG0009598,COL18A1,4.709889605588486,142.2385441888655,0,0
OG0009604,TMEM132A,4.887995965254128,173.2337795893945,0,0
OG0009637,VWA3B,3.33690577346314,180.7151910168177,0,0
OG0009659,IBTK,3.044181642940798,99.23568426049678,0,0
OG0009684,IMP4,10.73795823629487,92.18937494030342,0,0
OG0009708,CKLF,14.44530977460702,90.2754820031828,0,0
OG0009727,EIF5,14.2819579530883,228.3865974664386,0,0
OG0009747,NUB1,5.26695638419509,93.0696694701346,0,0
OG0009748,RC3H1,6.188967038599222,78.16680120894853,0,0
OG0009754,SELP,2.671124558039911,92.86229293706128,0,0
OG0009762,PRRC2C,3.527708641762362,140.4300368560143,0,0
OG0009880,SLC41A2,10.26258763553667,186.0132558787118,0,0
OG0009912,ADA2,4.851550448833756,249.741475479892,0,0
OG0009915,BID,3.730853995341898,71.83110273661532,0,0
OG0009984,PPIE,3.355438998688933e-7,153.9248986089879,0,0
OG0009992,S100PBP,3.323750166225162,90.40212469324253,0,0
OG0010010,MTF1,6.08895433689685,158.87337943079731,0,0
OG0010020,SMAP2,8.705193250184262,135.7808458097534,0,0
OG0010028,HPGD,8.817832404010195,77.72769718767267,0,0
OG0010038,ABRAXAS1,9.38408746069417,291.5542613800317,0,0
OG0010070,GGT1,4.974719363195784,112.378952310657,0,0
OG0010167,TULP4,8.239655202571427,310.9409294564248,0,0
OG0010194,WDPCP,6.567662369533503,103.5635651831635,0,0
OG0010269,CAPN15,10.81349381931799,170.0988491615426,0,0
OG0010287,MYRIP,4.32175439562923,184.5567495959986,0,0
OG0010289,KIAA1143,7.68807121929372,88.64959796003222,0,0
OG0010290,ZDHHC3,3.880609502113688,70.40513643807117,0,0
OG0010329,SP3,27.1735773052243,264.6064819201165,0,0
OG0010395,NLRX1,3.286852151948763,74.5468941038016,0,0
OG0010397,CCDC153,10.3051586616565,70.6087482401208,0,0
OG0010401,NECTIN1,9.40120927828365,259.8697974638653,0,0
OG0010409,TFPI,7.117611913189144,126.6733988157202,0,0
OG0010413,ATXN7L1,7.913076410154624,98.87968877230924,0,0
OG0010418,HBP1,15.75211607555932,193.8594663331824,0,0
OG0010421,SLC26A3,4.518720250859769,92.63505851694208,0,0
OG0010442,AMZ2,25.43114535506052,119.8371585744981,0,0
OG0010496,MARCHF4 MARCH4,11.83744281965359,71.46841072557345,0,0
OG0010509,TOM1,4.592603946128761,74.12267958350185,0,0
OG0010573,,6.054191998709832,175.5983659719768,0,0
OG0010619,SEMA4B,5.244568114072661,95.84202671711864,0,0
OG0010640,INTS14,16.10666968731428,102.3355125805901,0,0
OG0010666,GFRA1,1.807691011745749e-7,83.03431610989719,0,0
OG0010679,CUNH4ORF54 C9H4ORF54,4.145587042137789,199.4508041403242,0,0
OG0010736,GBE1,2.750948067236573,73.0598611375517,0,0
OG0010772,DGKZ,5.885310740891289,332.9660963081005,0,0
OG0010794,SNX7,10.24507670196032,83.84997331242266,0,0
OG0010840,TMEM231,6.810164494861196,81.67278747536511,0,0
OG0010955,FAM217A,3.454856350809743,112.3319029824543,0,0
OG0011004,ENGASE,5.143275325305598,93.48904975427104,0,0
OG0011015,BAIAP2,6.84264075603311,81.1766739936038,0,0
OG0011037,RPP14,12.19750793333444,111.7932754866356,0,0
OG0011038,ARIH2,13.47011133905692,97.77558197954204,0,0
OG0011053,CUL3,23.25949582640391,256.3687980231243,0,0
OG0011082,TNS1,4.309236501509283,122.5099002270508,0,0
OG0011087,GPBAR1,3.806016216972586,79.70836422741468,0,0
OG0011088,AAMP,27.97240115810644,87.54038021254928,0,0
OG0011103,FAM210B,3.669301816486493,92.5913589641632,0,0
OG0011123,MFSD14A,22.29681764105966,191.1440114618408,0,0
OG0011131,,7.434373116562552,111.0011726841567,0,0
OG0011167,LRFN5,7.165805639210884,100.288528099567,0,0
OG0011204,,4.185233300611165,70.9783980543425,0,0
OG0011216,PABPC1,13.88355523504446,97.46883699246972,0,0
OG0011250,TTC33,11.80575850690253,128.1650882114209,0,0
OG0011253,CCDC138,3.027218158109179,114.7989993119772,0,0
OG0011265,CFAP100,3.733104891195148,116.3581000182239,0,0
OG0011280,DCAKD,6.884877674095419,100.3238047895015,0,0
OG0011289,CCDC43,49.99999999999989,101.1473867800273,0,0
OG0011319,ACE,14.44113896932613,251.1735027037757,0,0
OG0011338,ITGA8,4.882888341894429,97.29627423863712,0,0
OG0011355,,1.986198916767742,116.4589208450197,0,0
OG0011361,UPF3B,12.29406265227229,139.898473274965,0,0
OG0011362,SOWAHD,7.514789229917428,133.143574537431,0,0
OG0011401,RAD51B,5.743331619584435,147.5109483708002,0,0
OG0011410,EIF2S1,16.38145470816856,82.57005032074949,0,0
OG0011460,FBXO3,4.758773115374235,112.3144459220248,0,0
OG0011541,RAD23B,6.581990962401612,70.8461141169928,0,0
OG0011570,EDC3,14.12704921820621,106.6329515714042,0,0
OG0011604,VPS37A,11.98510812174265,124.505640868284,0,0
OG0011607,TUSC3,16.24785826968346,237.1025526900776,0,0
OG0011612,SLC23A3,6.823148764965674,79.14580921840752,0,0
OG0011630,TSG101,19.09819044014655,132.6366554590832,0,0
OG0011672,OAZ1,21.45887427332558,84.15166895620405,0,0
OG0011694,,11.03500289968558,98.86061846305164,0,0
OG0011715,SLC7A3,3.656957880038278,110.9205350632074,0,0
OG0011721,MED12,4.49030464883281,127.8462240498629,0,0
OG0011733,CLCN5,11.94618247959557,90.05649067389095,0,0
OG0011767,DET1,14.50576220491439,82.4351673225965,0,0
OG0011771,PLIN1,6.404907854044456,85.13029762822043,0,0
OG0011872,TNNT1,10.35165443535891,113.6428124217591,0,0
OG0011931,CARNS1,6.51929296659874,98.72767967906655,0,0
OG0011954,LPXN,4.928347597526713,77.29334852887587,0,0
OG0011995,MRTFB MKL2,4.111012894102998,86.88661647730623,0,0
OG0011998,SPSB3,5.729127989593708,82.64765307772632,0,0
OG0012101,PCID2,49.99999999999989,125.2265062895713,0,0
OG0012228,CASK,12.65428501604249,112.2343696707558,0,0
OG0012271,HNRNPU,5.575119164784118,150.4737121697381,0,0
OG0012319,MEOX2,18.63588155947135,76.24499039177135,0,0
OG0012358,TBXAS1,12.5988740219984,233.5419371742428,0,0
OG0012368,FAM120B,4.484839653790906,143.9882127473866,0,0
OG0012384,PPM1K,10.56711253144358,273.5590911339577,0,0
OG0012401,DPCD,10.9048479836517,74.06423759614836,0,0
OG0012402,POLL,2.602153337584796,94.05278660731892,0,0
OG0012421,EPPK1,0.3135308122795155,208.9256554763415,0,0
OG0012449,PROK2,10.05007830780779,78.80217333191467,0,0
OG0012487,STPG3,6.83706136450323,89.91137780350437,0,0
OG0012488,DPH7,5.148051164824293,74.51443249967997,0,0
OG0012514,TAMM41,4.851568622628225,73.98507781047374,0,0
OG0012536,PTGER1,6.675350250368966,90.79427279491574,0,0
OG0012559,MYO1E,7.23533897204483,151.6405324532825,0,0
OG0012666,RIMS1,7.790139145889643,395.5164507835834,0,0
OG0012696,IRF2BP1,1.587744253775843e-6,133.9851873324951,0,0
OG0012729,SGCG,4.574734790078099,81.13160525056082,0,0
OG0012750,LAMTOR1,10.07804163460601,94.89449863680238,0,0
OG0012832,E2F8,3.149330535441544,73.24433628848783,0,0
OG0012833,ZDHHC13,5.892274508994633,128.9634237809223,0,0
OG0012871,ATG14,11.28219957581562,117.2629493350878,0,0
OG0012900,SIK3,8.691524707106298,114.233789305541,0,0
OG0012931,RPE,19.04024477311564,224.7035861683808,0,0
OG0012936,NIPAL1,6.262214239132229,93.81443635725918,0,0
OG0012957,,11.97017088537394,127.2401080785185,0,0
OG0012961,TXNDC15,11.02630420766855,161.7775566120681,0,0
OG0012967,HDAC4,5.094131999659958,120.1655283237651,0,0
OG0012981,PLA2G4C,5.800703910281049,85.79715301649594,0,0
OG0012993,,9.357233942582978,127.7511227976811,0,0
OG0013015,SNRNP40,34.21173645774737,73.4407287272661,0,0
OG0013024,,8.481123294352605,107.5586942628161,0,0
OG0013038,DNAJB6,8.019078181637157,70.79245354642171,0,0
OG0013071,SCARF2,11.39911476837585,429.5432088415801,0,0
OG0013073,CDYL2,15.52530374036886,109.5863291801925,0,0
OG0013098,FCSK FUK,13.83303167453125,642.7478177864723,0,0
OG0013121,PDCD2L,3.760216456035138,106.5261122026168,0,0
OG0013129,WDR59,7.214269620686241,225.2088038872134,0,0
OG0013139,PSME3IP1 FAM192A,13.03692352333339,129.6862109619915,0,0
OG0013148,TRADD,2.843665678567233,77.72191744114934,0,0
OG0013195,NUMB,16.75388578399525,404.1012494019997,0,0
OG0013197,DPF3,10.35450803573812,103.2452070212084,0,0
OG0013230,ACP6,3.720293973478839,114.8607545126888,0,0
OG0013251,CCM2,2.596349995844159e-7,485.1499138275321,0,0
OG0013254,SCAP,4.720286710313139e-6,105.6033208751142,0,0
OG0013276,STX18,7.955488249102505,211.3488326082916,0,0
OG0013312,GPR39,6.835545191357839,73.73476524550006,0,0
OG0013361,,10.95795123172862,74.68007348646825,0,0
OG0013379,L3MBTL1,5.851720876913948,85.70801923977524,0,0
OG0013410,RAB21,49.99999999999989,139.6649250702235,0,0
OG0013476,PHF5A,46.7915515458289,89.49946691953437,0,0
OG0013482,CCDC134,14.55755050266732,97.4862097471978,0,0
OG0013485,CENPM,7.734541292951559,79.5275990095056,0,0
OG0013506,ZADH2,5.697172487229493,89.04886624408937,0,0
OG0013532,GABRR1,13.34074909261436,73.19429630769537,0,0
OG0013558,CD38,4.044769178526446,76.96172297273642,0,0
OG0013574,TMEM9,7.211964282281529,107.3150917009798,0,0
OG0013612,PPAT,5.216729028520232,80.2494278489994,0,0
OG0013622,ANKRD2,7.593029488995192,169.89912167701,0,0
OG0013623,MMS19,20.84754847494611,70.25590343458498,0,0
OG0013625,EXOSC1,23.47170293495464,93.6007011338911,0,0
OG0013636,CDH6,6.325012727872775,140.3338530651108,0,0
OG0013640,PIGN,4.642789056256849,92.54603793204478,0,0
OG0013739,ESRP1,4.52444396639226,92.92184541652932,0,0
OG0013765,KANSL3,6.698619552438176,113.2486884205973,0,0
OG0013808,TMEM175,7.413935000274492,113.3998361488157,0,0
OG0013837,ANKRD11,8.021411282715107e-8,197.9759407147503,0,0
OG0013841,,9.427726764204095,154.6236710763897,0,0
OG0013848,FANCA,5.319760833437949,303.034312535252,0,0
OG0013860,NQO1,16.82218928665854,175.3201720019406,0,0
OG0013890,MAN1B1,5.133863070017899,80.35004869503791,0,0
OG0013902,NUP188,5.471591151497489,88.71865394463384,0,0
OG0013905,DOLPP1,2.084385921271571e-6,73.90789500230403,0,0
OG0013956,CUNH3ORF80 C10H3ORF80,7.044971093594723,120.4273999097186,0,0
OG0013975,,7.454664260975339,74.75745799570541,0,0
OG0013988,LHX8,9.000656145353792,133.2898879618469,0,0
OG0014013,SF1,4.214526268062206,73.24936019334018,0,0
OG0014014,MAP4K2,4.936320681677137,89.45931220078819,0,0
OG0014026,GAL3ST3,17.1002702891891,154.1616172923823,0,0
OG0014030,RELA,12.10974023350223,242.3177804749503,0,0
OG0014044,ADAMTS6,9.883188977899977,137.2194474541611,0,0
OG0014078,JMY,21.15355605807496,183.3792450452984,0,0
OG0014107,EFHD1,5.479541144676318,110.8005226302521,0,0
OG0014108,GIGYF2,4.820317006945582,177.2991547189704,0,0
OG0014138,HCRTR2,17.36667787986782,395.0547018736452,0,0
OG0014147,NFKBIL1,4.396665813614015,98.35705966701244,0,0
OG0014188,AGPAT1,6.217520418653302,99.45228763703744,0,0
OG0014207,POU6F2,6.254754939905821,290.7001434267713,0,0
OG0014229,MLH1,4.527957062708374,106.8888066788313,0,0
OG0014245,INCENP,6.475774581791509,267.722812356209,0,0
OG0005934,JPH3,4.337305387185014,68.98476006385681,1.110223024625157e-16,2.7523351315349164e-15
OG0006145,VAV1,4.043078511446259,69.42148480126161,1.110223024625157e-16,2.7523351315349164e-15
OG0006302,RASSF3,5.86408351450189,69.51332411166186,1.110223024625157e-16,2.7523351315349164e-15
OG0006974,GTPBP3,7.521007266170891,69.64247770345355,1.110223024625157e-16,2.7523351315349164e-15
OG0007199,LRRC74A,3.046028933015878,68.4877305343216,1.110223024625157e-16,2.7523351315349164e-15
OG0007751,ZNF207,8.160645435937937,69.01672452761977,1.110223024625157e-16,2.7523351315349164e-15
OG0008924,NOL9,4.248470797592289,68.87271783885262,1.110223024625157e-16,2.7523351315349164e-15
OG0009209,LZTR1,7.348003014437242,69.93477967063882,1.110223024625157e-16,2.7523351315349164e-15
OG0009303,,7.977345813935898,69.67340971683552,1.110223024625157e-16,2.7523351315349164e-15
OG0009564,TRAF3,4.499776587788644,69.60038465401522,1.110223024625157e-16,2.7523351315349164e-15
OG0009681,MBD1,2.855190063688351,68.75309014159757,1.110223024625157e-16,2.7523351315349164e-15
OG0009803,PDK2,11.29471153539305,69.79134092599634,1.110223024625157e-16,2.7523351315349164e-15
OG0009954,TSPAN12,17.46181674438742,68.60133887202937,1.110223024625157e-16,2.7523351315349164e-15
OG0010319,CMTM7,4.467497800969955,69.33214872983444,1.110223024625157e-16,2.7523351315349164e-15
OG0010787,STBD1,12.25065438083409,68.00636200665394,1.110223024625157e-16,2.7523351315349164e-15
OG0011351,NAF1,2.615910644139426,69.8036974690167,1.110223024625157e-16,2.7523351315349164e-15
OG0011621,CDKN1C,10.07748293577831,69.70813705827959,1.110223024625157e-16,2.7523351315349164e-15
OG0011755,LRRC28,3.922128136819874,69.66713896725469,1.110223024625157e-16,2.7523351315349164e-15
OG0012277,SLC66A1 PQLC2,5.747267544484699,68.56055380669841,1.110223024625157e-16,2.7523351315349164e-15
OG0012521,SMCO1,13.70641911119946,69.75766153339055,1.110223024625157e-16,2.7523351315349164e-15
OG0013054,SSPO,0.5492225829371546,68.73392635311757,1.110223024625157e-16,2.7523351315349164e-15
OG0014168,IKZF1,6.425710812303163,68.80361430952053,1.110223024625157e-16,2.7523351315349164e-15
OG0006687,RAB18,19.4768081643771,67.11137402931945,2.220446049250313e-16,5.426920683082969e-15
OG0010197,VPS54,3.216152676839422,67.71231459837509,2.220446049250313e-16,5.426920683082969e-15
OG0011575,NEIL1,5.617078373978383,67.45063557391586,2.220446049250313e-16,5.426920683082969e-15
OG0011916,SLC16A14,12.03444479368788,67.56793173815822,2.220446049250313e-16,5.426920683082969e-15
OG0013277,C3AR1,3.842803640200453,67.53598299724399,2.220446049250313e-16,5.426920683082969e-15
OG0005415,SLC25A16,6.928784546122271,66.49600283138716,3.33066907387547e-16,7.960483101428333e-15
OG0005487,UCHL5,4.919283550264998,66.39858063856082,3.33066907387547e-16,7.960483101428333e-15
OG0005973,,9.809442815727731,66.63068031628609,3.33066907387547e-16,7.960483101428333e-15
OG0007063,FSCN3,4.5845142402465084,66.87129838705914,3.33066907387547e-16,7.960483101428333e-15
OG0007384,TMEM241,3.220000797208587,66.73715379644273,3.33066907387547e-16,7.960483101428333e-15
OG0011178,SEL1L2,2.123559434321416,66.85221488737079,3.33066907387547e-16,7.960483101428333e-15
OG0012520,RNF168,3.293610821198097,66.65442595704917,3.33066907387547e-16,7.960483101428333e-15
OG0012547,PRTG,4.449649123411869,66.805254755068745,3.33066907387547e-16,7.960483101428333e-15
OG0008010,DDX47,4.540265886202433,65.99763824952424,4.440892098500626e-16,1.0497977714816236e-14
OG0009188,TBX15,6.579813366833017,66.17077640806201,4.440892098500626e-16,1.0497977714816236e-14
OG0013381,AAR2,5.586138511397109,65.99080457448053,4.440892098500626e-16,1.0497977714816236e-14
OG0013628,LDB1,8.176271976479255,65.8599429605838,4.440892098500626e-16,1.0497977714816236e-14
OG0005740,HNRNPH1,6.272405708461491,65.4626597782044,5.551115123125784e-16,1.3051154360131595e-14
OG0006036,DUSP14,17.5122431088856,65.67262792352403,5.551115123125784e-16,1.3051154360131595e-14
OG0008566,TDRD5,2.467855664891051,65.20157746740733,6.661338147750939e-16,1.5618942453750983e-14
OG0012469,UGT8,7.256143894830211,64.98118117370268,7.771561172376097e-16,1.8172850611729182e-14
OG0010633,FURIN,7.108976928449968,64.57426792657861,8.881784197001252e-16,2.0712991070742542e-14
OG0005462,UST,3.559782959003398,64.42482570037646,9.992007221626409e-16,2.323947486062142e-14
OG0011356,ATP1B4,5.0862580532091,64.0931191068039,1.221245327087672e-15,2.8327653002580532e-14
OG0007790,KIF3C,7.28252657132533,63.69792038319429,1.4432899320127039e-15,3.3299585311397105e-14
OG0013130,CFDP1,5.230440497119392,63.67271553595674,1.4432899320127039e-15,3.3299585311397105e-14
OG0012835,CCND1,3.232394330689849,63.61988505731824,1.554312234475219e-15,3.5765716629467006e-14
OG0012202,NUS1,8.021168999139842,63.36525113186144,1.665334536937735e-15,3.8218765022772636e-14
OG0012050,TRAP1,5.227078248861851,63.33148364915724,1.77635683940025e-15,4.065883432405017e-14
OG0006535,CDHR2,1.246528586700085e-5,63.19571550856563,1.887379141862766e-15,4.3086027270175865e-14
OG0011730,KLF5,5.239852604970096,63.08538413677161,1.9984014443252818e-15,4.55004455165851e-14
OG0013378,SGK2,6.223457328837651,62.91425199025798,2.109423746787797e-15,4.7902189651464616e-14
OG0007360,BNIPL,13.89791223968385,62.59168692044477,2.55351295663786e-15,5.783506309118001e-14
OG0007262,SCFD1,8.889352155074153,62.41364871081805,2.775557561562891e-15,6.253678130896388e-14
OG0007847,RNF43,2.430597202328571,62.40569388282529,2.775557561562891e-15,6.253678130896388e-14
OG0006944,CCNI,10.6151741810008,62.32767696082919,2.886579864025407e-15,6.486932203518914e-14
OG0005550,SLC25A22,5.36912706889857,62.15149242038115,3.219646771412954e-15,7.216679758099709e-14
OG0006373,,7.318808363506204,62.01082420795183,3.441691376337985e-15,7.694448007254844e-14
OG0009693,,6.262969309312381,61.80959259838619,3.774758283725532e-15,8.417321822369409e-14
OG0014210,STARD3NL,5.874470017529609,61.63721170839926,4.107825191113079e-15,9.136479062599065e-14
OG0005711,PRCP,5.329460913407853,61.43306492022566,4.551914400963142e-15,1.0098247024905925e-13
OG0009896,C5,4.703290222332549,61.29901293331204,4.884981308350689e-15,1.0809426670038404e-13
OG0013761,,4.603515343892679,61.21279509012311,5.10702591327572e-15,1.1271935765729985e-13
OG0006903,C1QL4,13.15501081916375,60.83427436321608,6.217248937900877e-15,1.3618136154612248e-13
OG0006949,PRRG2,3.610226493598919,60.84665674764619,6.217248937900877e-15,1.3618136154612248e-13
OG0007817,ZNF512,6.031361686659985,60.81545165189982,6.217248937900877e-15,1.3618136154612248e-13
OG0005389,MAP4K5,5.612354197932992,60.79565841847034,6.3282712403633915e-15,1.3826313831218198e-13
OG0012337,ARGLU1,3.433179700289837,60.44057614070789,7.549516567451064e-15,1.645300184926615e-13
