Orthogroup,Gene,Model,Log likelihood,Estimated parameters,Proportion background 0,Omega background 0,Proportion test 0,Omega test 0,Proportion background 1,Omega background 1,Proportion test 1,Omega test 1,Proportion background 2,Omega background 2,Proportion test 2,Omega test 2
OG0005328,B4GALT5,Unconstrained model,-2419.596735352165,43,1.09260258789989,0.03981616099028994,74.73775339962168,0.1067615613536421,98.36436994483618,0.1103100417570202,25.26224660037832,0.1964443174550479,0.5430274672639268,11.46389926749324,0,1.001548484681186
OG0005329,PTGIS,Unconstrained model,-4048.667491093403,44,19.619278555966698,0.2368944015345222,60.56247650837122,0,78.87651424370354,0.3030545631221844,35.90254307405403,0,1.504207200329761,9.711844457593763,3.5349804175747477,12.11936198665141
OG0005330,KCNB1,Unconstrained model,-5657.852437574019,44,92.06725746746196,0.01176196938082236,76.12138146264896,0.1400065694495408,6.427143716598114,1,23.878618537351052,0.3185445578938071,1.505598815939925,9.827759151845774,0,1.00156018375168
OG0005331,,Unconstrained model,-2180.250720777597,44,70.26961043869868,0,89.71966518400804,0.3538457449985149,0.04162254538582186,1.370773343612371e-4,9.981604399665203,0.4734059811226001,29.688767015915513,0.9921280267712272,0.2987304163267616,2014.413669251569
OG0005332,STAU1,Unconstrained model,-3629.467571460258,43,99.11010834402991,0,90.25567048588219,0.009908732847994603,0.25329927599603214,0,9.147731044360343,0.1625548908333181,0.6365923799740554,13.77543208774145,0.5965984697574657,1
OG0005333,CSE1L,Unconstrained model,-5362.21892480631,43,27.38185742572135,0.002204014276459661,90.4399244823077,0.01786185748313,71.83578694549117,0.02693846414472358,9.56007551769229,0.1114306851134055,0.782355628787486,5.234365207584586,0,1.001562523590383
OG0005334,ARFGEF2,Unconstrained model,-10608.42560707188,46,45.943355625331186,0,94.72229941260422,0.001754059369487473,48.81152029732518,0.03939480840959975,5.064975116659255,0.009541729307762354,5.245124077343623,1.251885628058466,0.21272547073653272,482.6122084280606
OG0005335,PREX1,Unconstrained model,-10083.50074714967,44,99.81087712974272,0.1218676708169778,68.0709264947269,0,0.1096930238186744,0.1231234164376375,29.522230061272207,0,0.07942984643861115,111.7461604795742,2.406843444000883,11.95042474194653
OG0005336,SULF2,Unconstrained model,-5543.721795740313,44,99.10480346831699,0.09779532452113987,40.779182996527105,0.06816267556430183,0.4724291157846846,1,41.48777337085806,0.2182399528844382,0.42276741589833333,15.06622301320242,17.73304363261483,1.001462277486992
OG0005337,NCOA3,Unconstrained model,-9188.221405824555,43,28.31829085702744,0.08709065912391459,76.20739957031587,0.16022882037245131,5.230710175683302,0.1576789798782804,23.73699823671281,0.524543161455747,66.45099896728925,0.165280157699276,0.05560219297132041,6831.264586498167
OG0005338,,Unconstrained model,-2148.886401780567,43,18.98250248252219,0.1736543824541834,91.86887939951409,0,81.0174975174778,0.2002264091732958,6.375337582994492,0,0,0.2022254361019332,1.755783017491417,843.7936226558214
OG0005339,ZMYND8,Unconstrained model,-6789.552111356961,44,97.16833354309948,0.06067592349455974,72.46983966508894,0.08590001139801547,2.361108019712421,0.07443492532811985,27.53016033491106,0.2967181959287101,0.4705584371880962,873.226225546328,0,1.001564863437289
OG0005340,EYA2,Unconstrained model,-3244.871379300884,44,39.112225017482885,0,44.41315086093816,0,12.80937697874367,0,54.839578694419885,0.1850735454346519,48.07839800377345,0.2235700895132571,0.7472704446419509,716.3403762929942
OG0005341,SLC2A10,Unconstrained model,-4656.950547070501,43,4.229527925937315,0,0,0.3809706626477163,95.29104225122238,0.3022590548734806,100,0.3916078050835206,0.47942982284030555,127.5713306732753,0,1.001564863437289
OG0005343,JPH2,Unconstrained model,-5261.431106044537,44,31.87500193345195,0,4.009866727475477,0.4354288633705301,61.564202571974256,0,89.45205731483257,0.4462965225915302,6.560795494573789,4.770093893947752,6.538075957691945,1
OG0005344,,Unconstrained model,-2472.134237241346,43,63.68446029825138,0,6.2695293161782395,0,6.647424735169967,4.806235871012529e-4,90.17316137323577,0.011450906364986871,29.668114966578663,0.8816133671920616,3.557309310585984,85.98173912621816
OG0005345,HNF4A,Unconstrained model,-2775.93649916126,43,0,0.0163169859383207,40.90381036439004,0.06040445324872885,74.14372966920058,0.01859422097864852,58.006093880613754,0.06657131057318728,25.856270330799408,0.05058305131939843,1.090095754996214,720.1732446814675
OG0005346,TTPAL,Unconstrained model,-2271.117643232672,43,62.51599170829913,0,100,0.1251335154061212,4.3824897299016525,0,0,0.1789626638923367,33.10151856179921,0.4839327019332222,0,1.002389965717102
OG0005347,SERINC3,Unconstrained model,-3501.029109157197,45,85.36920253534588,0.08600392975738105,0,0.004943957096920634,12.38112724905954,0.7932817604805237,100,0.1022514440776136,2.249670215594582,20.5374929686458,0,1.001700993824988
OG0005348,ADA,Unconstrained model,-3221.231565855592,43,0.6526208567550482,0.04958589413886978,60.769252478142086,0,85.46477486183844,0.2115404730255016,34.91887461745211,0,13.882604281406518,3.961833659737077,4.311872904405805,63.65070089993833
OG0005349,CCN5 WISP2,Unconstrained model,-2261.802156304231,46,96.54500809477042,0.2943234663807456,91.11435089906989,0,2.77475714841549,0.2976431846070929,5.329134599941824,0,0.6802347568140867,104.0057808823366,3.55651450098828,987.6682940272572
OG0005350,,Unconstrained model,-3113.488185262389,44,68.49011321813512,0,0,0.7653021584892961,0,0.7185909149377169,0,0.997964530612102,31.509886781864882,1.792321787409717,100,1.203747581167212
OG0005351,KCNK15,Unconstrained model,-2669.356959866458,44,85.43624927691585,0,20.41811139344193,0.01354089778980039,9.998266449848126,0,79.58188860655807,0.08156909869834289,4.565484273236031,1.924832916143113,0,1.003011863755788
OG0005352,YWHAB,Unconstrained model,-1294.806247747086,42,92.60674653211528,0,59.19136724775659,0,0.49506393553740163,0,40.80863275224341,0,6.898189532347318,0.9448462745065731,0,1.128623076756574
OG0005353,PABPC1L,Unconstrained model,-4548.621953937418,43,0.1251948434133244,0,0,0.2068267708529654,99.76873402823976,0.1800382570328399,100,0.2178497706489212,0.1060711283469173,9999.99999999834,0,1.001564863437289
OG0005354,TOMM34,Unconstrained model,-1855.784837404447,44,0.02045004792194526,0.00149564797259416,0,0.4308745552499051,73.84790686497324,0.07727070560493199,100,0.8053644912635375,26.131643087104813,0.6052744129123223,0,6.30630189861593
OG0005355,KCNS1,Unconstrained model,-2990.283800178292,43,83.5604481718794,0,0,0.03985117481512755,8.717884324602446,0,100,0.08816714139735188,7.721667503518156,1.626962881564181,0,1.002330882617735
OG0005356,MATN4,Unconstrained model,-3972.096710534703,45,49.14199839784035,0,35.41443304992439,0.0317275471869185,44.5867480211072,0.2056313826686447,64.52093334089346,0.1664604101050214,6.271253581052452,0.780759344247114,0.06463360918214682,4000.074511065829
OG0005357,SDC4,Unconstrained model,-1166.513600495468,43,75.95242033975707,0.04355632441187312,0,0.9993684330222504,6.831869205111091,0.1943838668325618,85.97703165324705,1,17.21571045513184,2.089847747008003,14.02296834675295,4.253234044939845
OG0005358,SYS1,Unconstrained model,-1013.86435092931,42,3.91858533852093,0.04628376184049134,27.289162093773513,0.002411950095534975,10.37894638265026,0.07893618151595816,72.71083790622649,0.0918225985692129,85.70246827882882,0.135509122454335,0,1.010630616607396
OG0005359,,Unconstrained model,-1084.970585418722,41,52.99945580083707,0,0,0.491071386703251,18.23340829116236,0,100,0.6051965958322053,28.76713590800057,1.218083670837425,0,11.5774334308711
OG0005360,PIGT,Unconstrained model,-3655.872212596252,42,4.269102471418394,0.02552664944583348,85.42582381036561,0.1780846119041073,93.7923160231719,0.02789728886476157,0.235541748570556,0.3925764761830339,1.9385815054096998,7.823995298768503,14.33863444106382,1
OG0005361,SRC,Unconstrained model,-3190.514934401913,43,99.32147123015544,0.01515896246799658,100,0,0.12584654584856,0.05487739161149327,0,7.09246523781975e-4,0.5526822239959952,186.9579099971192,0,1.124306018328892
OG0005363,GHRH,Unconstrained model,-1705.852949487565,43,20.00263250300199,0.2552168009684141,69.50488591394166,0.8802151344538053,78.01648442666092,0.4373250431330118,28.86482476534876,0.8804198984820701,1.980883070337085,10.45321290135862,1.630289320709577,175.507352877721
OG0005364,EMILIN3,Unconstrained model,-5748.223109696918,45,35.9858955881863,0.1571358187363077,98.65386788231346,0.4108268676424983,34.93391270821409,0.2291384883333362,1.329950512479186,0.4540836175265091,29.080191703599624,0.2520675855491689,0.01618160520735184,9999999171.59636
OG0005365,LPIN3,Unconstrained model,-6849.163354369623,44,98.95290154079093,0.3346672370325214,0,0.19793711218657,0.5903871274051088,0.3438376206689905,100,0.4060165354612862,0.45671133180395274,25.20974797276484,0,1.001564570955978
OG0005366,ZHX3,Unconstrained model,-6807.960927275291,45,66.02871810371441,0.01134861101079925,99.11753043408638,0.3712707833783114,8.00565319444575,0.1481885470742806,0.490476592239394,0.3838829150642358,25.965628701839837,1.305361987531129,0.3919929736742299,353.3699127753667
OG0005367,RB1CC1,Unconstrained model,-9582.218040273043,44,98.94526881593816,0.1783718066821756,12.08712598408092,0.08463257892622461,0.3083272588677311,0.1832735523335825,55.87991811481555,0.1347797842021496,0.7464039251941103,20.35807719948815,32.032955901103534,1
OG0005368,NPBWR1,Unconstrained model,-2383.544161826846,44,77.36255558970458,0,6.419238186992912,0.005513205868690143,9.033516214906872,0,44.40850533921092,0.033087337795859643,13.60392819538854,1.753707906736027,49.172256473796175,1
OG0005369,OPRK1,Unconstrained model,-2480.407175322584,43,0.8339899110025953,0.08243260719601427,95.68147544368894,0.1727404492458457,98.82274886140993,0.09177651574390354,4.318524556311065,0.2193259869037046,0.3432612275874678,10.56755532892674,0,1.001954288919327
OG0005370,ATP6V1H,Unconstrained model,-2677.173566157797,44,47.93376916191787,0.04628295480704116,94.70444153623662,0.0610437609415103,52.06623083808213,0.08388562084604566,5.295558463763383,0.1775654957968243,0,0.3168285682295175,0,1.001583323111081
OG0005371,LYPLA1,Unconstrained model,-1419.75541737069,43,4.009154095174717,0.1760827571724165,0,0.04360273365098268,32.74841106082529,0.1777204495510286,100,0.2158964666852654,63.242434843999995,0.2087100880576614,0,1.001564570955978
OG0005372,MRPL15,Unconstrained model,-2269.675766127539,44,91.5998115197233,0.2404880470109267,39.83761660231613,0.1993729528573156,7.9760208600119675,0.2525874284424561,60.16238339768387,0.3674600841863936,0.4241676202647261,92.19915270398161,0,1.002331175434892
OG0005373,SOX17,Unconstrained model,-3435.21655964854,43,76.93692795472248,0.04887987501915426,76.48354809945786,0,19.774957415330118,0.04954907912670571,13.297100521945021,1,3.2881146299473976,4.436228552503009,10.219351378597109,35.71665095599103
OG0005374,RP1,Unconstrained model,-23984.2874981016,44,73.526397709532,0.01432593286204801,0,0.04274324818353496,10.755160394042889,0.01942822189845889,100,0.4294308251850821,15.718441896425109,4.647979031457246,0,3.386206609577307
OG0005375,,Unconstrained model,-3083.878697314138,44,73.74923018869315,0.01814965187691816,81.17368480122063,0.15814398567285,5.3537165996179565,0.04103231148756086,18.650473604985752,0.3100544115159574,20.897053211688903,4.004537351278568,0.1758415937936219,98.23221385878962
OG0005376,,Unconstrained model,-2694.852556937051,43,27.68850047559867,0,21.24858078888731,0.07884320728370028,71.61665506498824,0.7699769525705112,43.125000447468345,0.2033725629207422,0.6948444594130971,108.0963576100021,35.62641876364436,1
OG0005377,LYN,Unconstrained model,-2999.058552879543,43,1.678261913574515,0.03098738892188381,96.76747077018167,0.1034166627722184,96.51143465191406,0.03922417377776919,3.232529229818326,0.4013842766828335,1.810303434511422,4.432772400369426,0,1.002331175434892
OG0005378,,Unconstrained model,-5729.989366614011,43,25.4815052122301,0.1046240240249447,0.5012501800802016,0.1496419143236714,73.8540369245132,0.3661762632453431,98.3136585110444,0.1545515279047696,0.6644578632567082,24.13817590394808,1.18509130887541,79.84921397588673
OG0005379,MOS,Unconstrained model,-2534.268811965376,43,98.85988813790794,0.1981032726030502,88.00744656133753,0.06720527971768178,0.3070798217163756,0.1989393471827097,2.316519108520614,0.431249597400314,0.833032040375677,16.13543126093276,9.676034330141855,1
OG0005380,PLAG1,Unconstrained model,-2544.977269182576,42,34.37011890017939,0.02851001059308717,0,0.002268233484208313,65.62988109982061,0.1356861502069014,81.686661389525,0.3451911846521748,0,0.1450979306895595,18.31333861047501,1.984777929599208
OG0005381,CHCHD7,Unconstrained model,-1624.591901879421,41,36.20130375253324,0,60.91827396116142,0.1488668104603253,55.58946633638166,0.732758282818821,0,0.486066447175339,8.209229911085105,309.9543364424747,39.08172603883858,1.051761255376549
OG0005382,SDR16C5,Unconstrained model,-2521.056176468052,43,1.6158125809775068,0,46.4383485059676,0,95.74227550734338,0.364739241720892,52.00656916180183,0.3279655371779987,2.641911911679116,11.35746839426946,1.55508233223057,9999999171.59636
OG0005383,PENK,Unconstrained model,-1760.74985883585,43,35.892377759206475,0.1425830548581741,45.71552364830935,0.01922094312901059,64.00648965767131,0.1775103068622246,47.78340244688744,0.03518630061302128,0.1011325831222171,34.72601781523105,6.50107390480321,2.294559083508665
OG0005384,MICU2,Unconstrained model,-2962.236198473046,43,66.1660087727438,0,97.62571366510296,0,0.7932316605581243,0,0.7919466304056698,0,33.04075956669807,0.8492370408337967,1.5823397044913659,68.97744915767991
OG0005385,ZDHHC20,Unconstrained model,-2507.33062294914,42,1.8777930516680668,0.006956019360923759,93.7120063782481,0.2312746067414578,96.94560957512537,0.06698803774058149,1.992454972216803,0.2546601772319531,1.176597373206554,16.21491227489733,4.295538649535096,271.2968628820332
OG0005386,MRPL57,Unconstrained model,-971.6178353703567,42,38.16543328783888,0.2056004613287579,76.778892541782,0.1696665807643525,52.96434651638655,0.3477829017931659,23.221107458218,0.4032310639050807,8.870220195774571,9.266518657501154,0,1.001564863437289
OG0005387,SKA3,Unconstrained model,-3475.711048189507,46,4.187488905952139,0,30.70038654815182,0.4512990405538019,90.07442558458938,0.4663728769563423,69.08647808738199,0.4518948875888268,5.738085509458481,6.416194619422569,0.2131353644661963,4001.46915793219
OG0005388,SAP18,Unconstrained model,-919.0014687568655,42,17.75319992805601,0,100,0,5.8182265187112305,0,0,0.03316087667458509,76.42857355323277,0,0,1.284776189465689
OG0005389,LATS2,Unconstrained model,-7138.784742938295,43,71.36323951011703,0,2.309524308284587,0.01233943316550871,0.033619191748225856,2.597360390716537e-5,85.0800322595264,0.04643224604379353,28.603141298134748,0.4860871382799992,12.610443432189012,1
OG0005390,XPO4,Unconstrained model,-6129.434321962035,44,92.3822266703429,0,73.39189148064497,0,3.8824566680190187,0,26.53697467733174,0,3.7353166616380773,1.192634918177242,0.07113384202327849,1187.749761444843
OG0005391,EEF1AKMT1,Unconstrained model,-2059.914486172467,42,75.90433370589068,0.04293267640584364,75.37951722700953,0,18.994185419396082,0.1928839500432113,5.306613105241738,0,5.101480874713235,2.394276086739985,19.31386966774873,133.1965001645831
OG0005392,IL17D,Unconstrained model,-1665.993670294316,42,89.98180195046753,0.1157705661103553,15.59450556838264,0.004360355472686812,8.780765779709212,1,73.89784895314513,0.04866600831523264,1.2374322698232572,2316.718797767949,10.50764547847224,1
OG0005393,IFT88,Unconstrained model,-4689.603873296768,44,0,0.05826118342184033,47.390450197208374,0,100,0.07174741234672576,51.97409999041087,0,0,0.1757696917176809,0.6354498123807557,34.5450940951936
OG0005394,CRYL1,Unconstrained model,-2492.03361356144,43,35.583150645429804,0,11.692636910642031,0,21.075455717070522,0,82.36912661148284,0,43.34139363749969,0.5363880360855278,5.938236477875123,43.1230678195282
OG0005395,,Unconstrained model,-1703.747941928258,44,62.06924153769402,0,0,0.0808835479802661,35.31361791390756,0.213843568517219,100,0.1127193888900239,2.617140548398411,1.429707598844429,0,1.002330882617735
OG0005396,PSPC1,Unconstrained model,-3254.305167542458,43,18.60982876541331,0,93.76457916442796,0.1649408381050667,55.23697172959855,0,5.506371126404002,0.4834178342065345,26.15319950498814,0.4551207380781709,0.729049709168035,1800.164522461613
OG0005397,PARP4,Unconstrained model,-13251.88314230618,47,23.15332518665097,0,6.973677842353827,0.5305003626745026,65.36469056155579,0.3084900775476884,92.97613453084604,0.5331840488918553,11.48198425179324,5.78732466028007,0.05018762680013908,9998.99325937537
OG0005398,CENPJ,Unconstrained model,-10276.17779487489,46,33.58117029198885,0,67.3493622963835,0.3550195715263715,18.18003356287214,0,0.8259859413190527,0.4091556635592195,48.23879614513901,0.8640508894328877,31.82465176229744,1
OG0005399,RNF17,Unconstrained model,-11392.81212243091,46,2.805513618962509,7.727863999839157e-4,0,0.06790831460060728,57.34845868827536,0.006534300068878448,100,0.3887628291935436,39.846027692762135,1.311838970700672,0,1.668974285707103
OG0005400,ARHGAP20,Unconstrained model,-8983.401484041791,44,98.84014790485803,0.2581417298800519,97.55817770819455,0,0.9914931826127679,0.2824699173698687,0.7944917879131637,0,0.1683589125292098,1061.599575392499,1.647330503892287,79.47472393705903
OG0005401,FDX1,Unconstrained model,-1339.580768555739,43,0,0.284915296329805,40.57028298713845,0,41.08651274219398,0.2985437727516235,48.35754047541191,0.1871783157198653,58.91348725780602,0.3040132131096508,11.072176537449641,7.333917708999228
OG0005402,ZC3H12C,Unconstrained model,-5206.633126803106,45,58.23790082170059,0.01792884882305594,18.952886792519543,0.003009420440217112,36.743161690813395,0.02631105705641568,64.81481860517381,0.05403683023737633,5.018937487486021,3.363957675272164,16.23229460230664,1
OG0005403,STON2,Unconstrained model,-6681.380427795147,45,75.37303692949412,0.01294917613798368,68.36871961913072,0,0.0797446482053185,0.1205151795589002,28.33862996399202,0.7636558629575313,24.54721842230056,0.9560483494448239,3.292650416877264,888.1669040596316
OG0005404,TSHR,Unconstrained model,-5005.319169535801,45,0.3915554362234011,0,5.943573367004349,0.008013324095511358,99.28442558791669,0.2032859181772429,86.99166969065617,0.04216412077388324,0.3240189758599074,12.05998500200486,7.06475694233948,1
OG0005405,CEP128,Unconstrained model,-7233.985106133588,44,0.09373309176972458,0.3733416807532365,99.49950017332178,0.2137426754612911,99.45503268482574,0.3774075930768334,0.1663855155405922,0.2140307202138956,0.4512342234045361,26.19596596502176,0.3341143111376324,230.0389584323662
OG0005406,DIO2,Unconstrained model,-1559.657053048206,42,17.93908282965232,0.08680739410301419,66.29063953731477,0.2938822613067974,6.886375231381181,0.1004221430068565,17.977221005512188,0.3789266902591153,75.1745419389665,0.1764877979792597,15.73213945717303,1
OG0005407,ADCK1,Unconstrained model,-3611.55350271487,42,0.41900060549309776,0,54.50523420616039,0.2212387264208746,99.48500087526965,0.2729242924402411,45.49476579383961,0.3441068804158319,0.09599851923725534,9999.99999999834,0,1.001564863437289
OG0005408,SNW1,Unconstrained model,-2967.333884725243,44,2.218950155862525,6.641327722784706e-10,77.3033220269384,0.01507586720121431,96.55465489969542,0.001046650803412471,22.6966779730616,0.08375251231189958,1.22639494444205,4.011864860473799,0,1.002330004167033
