Orthogroups,Gene,Model,AIC-c,Lnl,Estimated parameters,Proportion reference 0,Omega Reference 0,Omega Test 0,Proportion reference 1,Omega Reference 1,Omega Test 1,Proportion reference 2,Omega Reference 2,Omega Test 2
OG0005317,CDC40,RELAX alternative,7523.793851312586,-3722.690712834085,39,45.48272020724052,0,0,51.08787962647544,0,0,3.429400166284048,6.317076849090358,1.000325631925198
OG0005318,DDO,RELAX alternative,5584.999095386346,-2753.159530256381,39,81.33728935475065,0,0,14.41078999150515,0.9746490361319334,0.9703452943480416,4.251920653744197,8.8096799647663655,12.81798726472445
OG0005319,SLC22A16,RELAX alternative,8234.26896863568,-4077.926844227331,39,81.80254241825851,0.04332500126667047,0.1462772431703,14.77556714112639,0.2957246511796974,0.4742270181125035,3.4218904406151003,8.18676059668228,3.623801105455112
OG0005320,CDK19,RELAX alternative,7363.065781767205,-3642.307294354318,39,18.31140894105778,2.533822597775676e-18,2.778455178431271e-26,78.95447455239648,2.533822597775676e-18,2.778455178431271e-26,2.734116506545744,43.92809815511727,243.1458670148132
OG0005321,AMD1,RELAX alternative,3386.471371776874,-1653.879521504875,39,18.80659252588693,0.03192440602578304,0.01493967720380635,80.03297600717515,0.1404847828788711,0.09114132431510635,1.160431466937932,1.463337868131163,1.591462988390189
OG0005322,SLC16A10,RELAX alternative,8510.656602747964,-4215.090654656115,40,73.40520636385942,0.3351717303688974,0.2220123523392654,25.750968238534732,0.4657804316501413,0.3492562982580954,0.8438253976058494,22.65430264194518,73.4180523827582
OG0005323,MFSD4B,RELAX alternative,10769.92350596214,-5344.783530855446,40,22.28684199877881,0.1616553454553462,0.263865123536357,75.89449373059833,0.2715058008855867,0.3854986678272933,1.818664270622861,6.780893059104214,4.052966142643716
OG0005324,REV3L,RELAX alternative,39357.08982831355,-19638.50419107374,40,87.3371414766202,0.1143186666250583,0.2643731229182665,3.548670932851848,1,0.3499236202750671,,,
OG0005325,TRAF3IP2,RELAX alternative,9228.955240295314,-4573.249932722032,41,98.27359338868969,0.3493659169330242,0.2263430177711454,1.449042610942111,1,1,0.2773640003682054,42.0896742478814,197.0438220041635
OG0005326,TUBE1,RELAX alternative,6217.292678276648,-3070.404813714595,38,93.02536460565851,0.0794215002186464,0.05041384905812277,6.650964240768255,0.09448107152857695,0.06187099371991165,0.3236711535732331,941.058867199405,3215.022303747694
OG0005327,LAMA4,RELAX alternative,24678.24602936698,-12298.05018436713,41,99.60857582278133,0.2192672511407452,0.2249661054398943,0.2973883635918043,1,1,0.09403581362686458,1582.451207502744,1397.119684781826
OG0005328,B4GALT5,RELAX alternative,4917.996227724896,-2419.688774183685,39,17.42881995361883,0.08536416813123097,0.08536416813123097,82.03259038727153,0.114037190383684,0.114037190383684,0.5385896591096502,10.996453800019,10.996453800019
OG0005329,PTGIS,RELAX alternative,8174.879694099556,-4047.190947368491,40,62.656261589645226,0,0,37.22476925591306,1,1,0.1189691544417104,94.48697185485338,84.3229326196799
OG0005330,KCNB1,RELAX alternative,11396.10971608186,-5657.909157969856,40,89.0091863705096,3.046678588589087e-4,0.07860925351925759,9.41790388858363,0.764339259642816,0.9190454503161167,1.572909740906772,9.556957852154696,2.032100817146891
OG0005331,,RELAX alternative,4441.683107294849,-2180.363419536637,40,70.71014740261994,0,0,28.98604178190914,1,1,0.3038108154709228,5.55325429822481,2136.815666827912
OG0005332,STAU1,RELAX alternative,7337.297584277087,-3629.475862308147,39,98.41672365751552,1.623587996827454e-6,0.01603703663597991,0.9585216599087343,1.430075099303406e-4,0.06428050865783394,0.62475468257574,14.20141645293838,2.276393695346353
OG0005333,CSE1L,RELAX alternative,10803.00801908398,-5362.380032747902,39,90.57389593957966,0,0,7.1017116469057155,0,0,2.324392413514633,2.550424491168875,1.164355627240038
OG0005334,ARFGEF2,RELAX alternative,21302.04808273074,-10608.94650401349,42,15.485825826951519,0.05032585306090253,6.813065540571631e-5,84.29200256481546,0.07334250865550701,2.281971784559759e-4,0.222171608233013,6.736306906835646,455.8855060253063
OG0005335,PREX1,RELAX alternative,20249.18750793823,-10084.51820578411,40,99.49990548916328,0.1231064497160199,0.1899212076504488,0.4140973234262416,0.1332058074355248,0.2021754284221214,0.08599718741047116,126.9264689780377,46.57590777383361
OG0005336,SULF2,RELAX alternative,11167.71044467155,-5543.717175197729,40,87.68321839688366,0.07119831487610337,0.2423448432926064,11.88570293135558,0.3305882982224118,0.5522463168849305,0.43107867176075676,14.64994358495231,4.220713474760543
OG0005337,NCOA3,RELAX alternative,18459.14301755366,-9190.485359008773,39,0.2490745633680558,0.1430287939890754,0.180287619532079,99.72147191476313,0.1434664901955638,0.1807735677781544,0.029453521868817407,9998.990001009473,3340.275050776474
OG0005338,,RELAX alternative,4376.984773977453,-2149.165342963569,39,3.3347439176430753,0.1649038357495078,1.204499181840411e-6,94.95328891292584,0.1657942251149325,1.254558727346388e-6,1.711967169431076,2.516141441607215,1072.268158441252
OG0005339,ZMYND8,RELAX alternative,13663.44684763104,-6791.617398472879,40,0.7142956715801242,0,0,98.82802444609915,0.05858195939120506,0.249692346757009,0.4576798823207261,498.5630533485858,20.85708818493241
OG0005340,EYA2,RELAX alternative,6569.742947492806,-3244.633827028536,40,90.51476056936349,0,0,8.754611603640125,1,1,0.73062782699638,4.96456993510128,1086.377360749259
OG0005341,SLC2A10,RELAX alternative,9393.329746422616,-4657.457949216083,39,1.530322418458238,0,0,97.97065698906631,0.2873664794072491,0.492906870668896,0.4990205924754544,103.9229960570324,13.93486011579653
OG0005343,JPH2,RELAX alternative,10603.85247587512,-5261.755493533605,40,75.1040531677047,8.93597298385882e-19,6.563770512910099e-24,18.31397007656999,8.93597298385882e-19,6.563770512910099e-24,6.581976755725301,4.762540263646724,7.424197561120041
OG0005344,,RELAX alternative,5026.580155460934,-2473.940145025218,39,75.64366258300714,0.1871767458052157,0.3635987485834415,23.81642669887661,0.3459870652343919,0.5268749880173235,0.5399107181162478,1703.008650489337,89.29884563868748
OG0005345,HNF4A,RELAX alternative,5659.236404610411,-2790.359538733659,39,98.70653038112101,0.02347282559249438,0.09322654945449772,1.109526667147821,0.03039846982160487,0.1097867445372566,0.1839429517311625,9999999171.59636,2108804.774769215
OG0005346,TTPAL,RELAX alternative,4620.973387469468,-2271.129469095393,39,64.57620331822133,0,0,33.70667711004309,0.4247485230227472,0.3192038266664983,1.717119571735582,1.037965850899153,1.050950133231817
OG0005347,SERINC3,RELAX alternative,7087.131407295806,-3502.273789764194,41,81.20394518449862,0,0,16.368011088324412,1,1,2.428043727176972,18.1714422847921,1.000169806490384
OG0005348,ADA,RELAX alternative,6523.892116400159,-3222.608906698027,39,88.10730582598823,0.3762165363468013,0.1231417563986019,7.5985351599401145,0.3979066661837146,0.1388542686463384,4.294159014071657,8.078095926157983,87.87110927129478
OG0005349,CCN5 WISP2,RELAX alternative,4585.401087537559,-2250.123362560726,42,87.74769836991028,0.131030918315337,0.001124888458528555,6.971401845947259,1,1,5.280899784142472,7.025200046806618,674.0957271287602
OG0005350,,RELAX alternative,6310.511088065457,-3113.882170225269,41,60.33306955780513,0,0,30.55749283498608,0.94668343596790006,3.056105751806736,,,
OG0005351,KCNK15,RELAX alternative,5419.521103455822,-2669.450474208531,40,73.9612784262924,0,0,21.63059893192126,1.826607696665978e-6,0.1054439791558972,4.408122641786343,2.001438126857956,1.125394346192817
OG0005352,YWHAB,RELAX alternative,2666.643146576944,-1294.848544242829,38,0,0.01247264300171804,2.152984964087896e-22,100,0.06115446129855858,1.549568990278322e-14,0,1.060076062402955,1.942323772369449
OG0005353,PABPC1L,RELAX alternative,9173.967108450162,-4547.793657694345,39,77.0404590801703,2.128128102884634e-12,0.007743355360471355,22.85946507983779,0.8336633789842727,0.9676312636366514,0.1000758399919084,1582.363298131018,3.790062641032036
OG0005354,TOMM34,RELAX alternative,3792.406091029765,-1855.786484681761,40,83.82364941549243,0.08040743758922009,0.7677678617271158,16.17635058450757,0.9287888544907127,0.9922848915761059,0,1.038402264374075,1.003958571890494
OG0005355,KCNS1,RELAX alternative,6059.203636728982,-2990.351256205802,39,90.3860532941243,0,0,7.872425802671736,0.9941924744389067,0.9999998141446055,1.741520903203974,2.747993654618242,1.000032256905445
OG0005356,MATN4,RELAX alternative,8027.993645818329,-3972.762696464569,41,88.65796388002093,0.04087556747829631,1.988204497820004e-12,11.29779597379326,1,1,0.0442401461858116,2.941923112537069,8897.58890947674
OG0005357,SDC4,RELAX alternative,2412.572105769789,-1166.567158875678,39,59.83759271963846,0,0,24.01095406998643,0.2402084188784551,0.01800599068719316,16.15145321037511,2.176920930016371,8.944151264902045
OG0005358,SYS1,RELAX alternative,2105.216680691806,-1013.863242306687,38,92.38936889895562,0.1195692031232669,0.06229976328176873,7.610631101044374,0.1997414753275033,0.1218262202115696,0,1.015687230532451,1.020551750933552
OG0005359,,RELAX alternative,2245.518738195628,-1084.998134663596,37,66.89324588224889,9.363485224122161e-4,0.4209665913437154,26.219272525181097,0.8302127340418238,0.9771784131342709,6.887481592570001,1.94484137152522,1.086029768156625
OG0005360,PIGT,RELAX alternative,7389.096189141646,-3656.349488299046,38,91.36908436854726,0.00515743630367353,8.867494464163951e-4,6.131646342338824,0.2269966218800929,0.1382817745648513,2.499269289113916,6.240242226492917,11.5080671623122
OG0005361,SRC,RELAX alternative,6464.643667163604,-3193.097502261699,39,88.17111167396541,0,0,11.09296785552961,0,0,0.7359204705049737,89.46190317593152,1.000044134408552
OG0005363,GHRH,RELAX alternative,3493.264970238662,-1707.091757216385,39,48.61720194779202,0,0,49.67440688323623,1,1,1.70839116897175,10.80303296783645,135.8408874231023
OG0005364,EMILIN3,RELAX alternative,11579.13408637134,-5748.405656119128,41,96.44389404080627,0.2070775005963867,0.4104032517073707,3.544503191415878,0.2568952155978601,0.4636211028196163,0.011602767777856359,9999999171.59636,452805.8186881246
OG0005365,LPIN3,RELAX alternative,13779.04183620857,-6849.379939852761,40,3.6229983867835136,0.3120949689970589,0.3946463483351331,95.91491057176579,0.3331969616702195,0.4158107848350672,0.46209104145069807,24.02615945083422,12.65964620253108
OG0005366,ZHX3,RELAX alternative,13696.7494350472,-6807.233163886113,41,66.41241532192892,0.006892887831814546,1.820824387790287e-5,33.259573103685554,1,1,0.3280115743855257,15.07167203839923,383.1346744976794
OG0005367,RB1CC1,RELAX alternative,19244.62313708926,-9582.232368274192,40,77.37267829603026,0.03914513944312463,0.2499612961756074,22.104927744050222,0.7578582873458269,0.888139829775962,0.5223939599195234,26.09440839150828,4.037144604847275
OG0005368,NPBWR1,RELAX alternative,4847.93255168103,-2383.617636384733,40,86.01516380408805,0,0,0,8.111150391701031e-19,4.256957631006971e-44,13.984836195911951,1.709553455984012,3.616675446098462
OG0005369,OPRK1,RELAX alternative,5039.522911616759,-2480.444768841267,39,20.10768944528813,0.08658825260747686,0.1600411537769851,79.54919103653269,0.09302462919289747,0.168870025395101,0.3431195181791804,10.37992675570881,5.768433475768257
OG0005370,ATP6V1H,RELAX alternative,5434.869786885389,-2677.168096631241,40,96.13708280686488,0.06514129761035665,0.06665479856945467,3.862917193135118,0.08128121728826362,0.08301503693673204,0,1.185154905139367,1.183463035748851
OG0005371,LYPLA1,RELAX alternative,2918.56583815591,-1419.754105518633,39,100,0.1971420672189933,0.2163134006735114,0,0.22892359709431,0.2490490745584077,0,8.233907907319205,7.299248352066364
OG0005372,MRPL15,RELAX alternative,4620.613940225232,-2269.91500070535,40,96.02036253906434,0.2349312019471204,0.4100749244902865,3.5554411186751893,0.2999456230717423,0.4766071885231288,0.4241963422604811,85.78610826514343,15.48341977671789
OG0005373,SOX17,RELAX alternative,6961.877618982154,-3441.623785258444,39,85.65572887180905,0,0,3.892087478660365,1,1,10.45218364953058,1.537508791001146,34.28453652503734
OG0005374,RP1,RELAX alternative,48049.15351556215,-23984.53194046629,40,3.908517838160361,0,0,80.43794859779905,0.01560943414874998,0.2325911204582239,15.65353356404059,4.680801247688078,1.717977144898201
OG0005375,,RELAX alternative,6257.088007069052,-3088.188486517401,40,75.70510564682327,0,0,6.38587271486638,1,1,17.90902163831035,4.451216343024482,1.69579224847744
OG0005376,,RELAX alternative,5470.069989040884,-2695.638854347766,39,0.08150531448794539,0,0,99.15949716372887,0.53013777942087,0.7124189074213251,0.7589975217831832,91.08445833938731,11.14217563796762
OG0005377,LYN,RELAX alternative,6076.623298807362,-2999.076319791371,39,94.44432644562836,0.03870424235256743,0.06196830240069198,3.731073012443837,0.04193974939686441,0.06637279297986762,1.824600541927806,4.375531529900189,3.533837400502306
OG0005378,,RELAX alternative,11538.85866011509,-5730.27586227594,39,98.47172345370407,0.28291047116378,0.1358230027143923,0.5117223334813484,1,1,1.016554212814577,17.01962719737039,88.37309819572782
OG0005379,MOS,RELAX alternative,5148.333731843648,-2534.817950690332,39,32.33918553975085,0.1894298521236173,0.2101802665455276,66.85578331556934,0.1956938433223904,0.2166895394107516,0.8050311446798106,15.51824207352019,13.07498384734487
OG0005380,PLAG1,RELAX alternative,5166.388315009829,-2544.965241842264,38,98.23349932436487,0.09805086091878941,0.6436749379394544,1.7665006756351302,0.1333120299141041,0.6823033966073723,0,1.002657947047007,1.000503701349715
OG0005381,CHCHD7,RELAX alternative,3326.548010944562,-1625.388057142098,37,49.06057709605906,3.087266575604977e-5,0.2272659621198968,42.93282166569622,1,1,8.006601238244718,411.7090065024476,2.360490429934074
OG0005382,SDR16C5,RELAX alternative,5118.391886809203,-2519.798491175302,39,40.36179458739399,0.08915311225275568,0.001158295712367253,57.639719173999225,0.5973781120315761,0.2367176335028405,1.9984862386067819,13.39424033160568,1418.016044357031
OG0005383,PENK,RELAX alternative,3600.429575021715,-1760.760109574396,39,0.0994136130069601,8.828407101117635e-10,4.863100177724108e-10,99.80023253888247,0.164132292710829,0.1558643285886189,0.10035384811056809,34.05701506833054,37.67309547657167
OG0005384,MICU2,RELAX alternative,5995.664757669507,-2958.553906860458,39,70.7089851537362,0.01130105867491254,3.384047486779362e-9,28.83128235778955,0.9011837429782807,0.6359166462301822,0.45973248847425835,5.522925270257208,1694.563783685662
OG0005385,ZDHHC20,RELAX alternative,5096.847571634916,-2510.127681921354,38,95.4442264654786,0,0,0,1.08421335000478e-14,8.699152450393138e-49,4.555773534521412,4.888592133674414,235.4205374167175
OG0005386,MRPL57,RELAX alternative,2022.918202055112,-972.3303881562688,38,73.10646388662569,0.2192680387531139,0.4613618859566125,17.95135943440405,0.4873782136034553,0.6932343262889434,8.942176678970256,8.759299610525712,3.023103594260754
OG0005387,SKA3,RELAX alternative,7035.087631091417,-3475.207189264255,42,35.07758183677543,0,0,64.67290397105681,0.9981349171989664,0.9952553724155141,0.2495141921677556,58.56797474883511,31863.16482367014
OG0005388,SAP18,RELAX alternative,1915.522875448126,-919.0014377240632,38,100,0,0,0,0.001042601467236602,3.295997075058348e-4,0,15.63453436814911,24.79482300483727
OG0005389,LATS2,RELAX alternative,14354.67446887063,-7138.230655218261,39,93.07844679654971,0.09863846225429819,0.1310927896886941,6.896487238523923,0.5903170862401214,0.6297909131629754,0.02506596492636952,87.0367589142714,50.29265041870305
OG0005390,XPO4,RELAX alternative,12339.11485560329,-6129.447714127577,40,93.86357426929047,0.02850669686399568,4.383561723146295e-5,6.061922977505623,0.1474371153563847,0.004517174766789184,0.07450275320390369,12.68398394198705,1294.145190283222
OG0005391,EEF1AKMT1,RELAX alternative,4200.656492006817,-2061.807698058203,38,38.72410215421615,4.313588831481255e-19,1.901904900464824e-198,43.710557534722525,4.313588831481255e-19,1.901904900464824e-198,17.56534031106131,1.589236188909778,146.5585226198785
OG0005392,IL17D,RELAX alternative,3410.478240471335,-1666.688395597986,38,78.79038464958474,0,0,20.023608698814748,1,1,1.186006651600514,981.5984385043993,1.000391299973949
OG0005393,IFT88,RELAX alternative,9464.606441857855,-4692.148780774488,40,55.70913074052986,0.04604417416241759,0.1196524922913589,44.29086925947014,0.1039461172251799,0.2098173051791282,0,1.24397692724866,1.162510846325125
OG0005394,CRYL1,RELAX alternative,5072.010409876196,-2496.631283557465,39,45.266583947979136,9.147146852620393e-19,3.007912406869386e-58,46.50541484079832,9.147146852620393e-19,3.007912406869386e-58,8.228001211222537,3.041177532904048,34.69927978194247
OG0005395,,RELAX alternative,3488.478651948897,-1703.770084200486,40,94.1037646321586,0.05546913888992849,0.05953499837352993,5.705668147977908,1,1,0.1905672198634882,1.585666231337623,1.567886174062766
OG0005396,PSPC1,RELAX alternative,6592.409910121722,-3256.97591380407,39,16.35496690358481,0.004492454929278273,1.771989675756072e-11,82.32521319522786,0.09145679328289996,1.747459296307607e-5,1.319819901187327,3.852357410242745,481.5111169586772
OG0005397,PARP4,RELAX alternative,26629.5221684778,-13271.66454870137,43,59.40921840966605,0,0,33.67368198363271,1,1,6.917099606701231,7.696374959755675,5.423722487104902
OG0005398,CENPJ,RELAX alternative,20636.46806362495,-10276.12986754901,42,33.000232534123704,0.1005430176396478,0.2873105581146748,58.61983086960103,0.377205540707337,0.5889975737698675,8.37993659627527,1.976281484682624,1.447517450454932
OG0005399,RNF17,RELAX alternative,22857.60064073278,-11386.70662386834,42,50.2904836646958,0,0,49.64654790602881,1,1,0.06296842927539778,253.2487357772455,1.00057051105915
OG0005400,ARHGAP20,RELAX alternative,18048.59486950938,-8984.187529916198,40,79.20047726846045,0.2479574848370416,0.2090400613892102,20.5329574983839,0.3027891420794488,0.2615864168349049,0.26656523315565117,882.1749108853588,2023.882497111297
OG0005401,FDX1,RELAX alternative,2760.423787360737,-1340.505691779055,39,0.03859759715770492,0.2730378781945559,0.8124740010628848,99.72437096881836,0.2775168715644304,0.8145916199729676,0.2370314340239296,33.6260466565256,1.754812571857424
OG0005402,ZC3H12C,RELAX alternative,10495.67069818558,-5206.679835681793,41,75.02132400878358,5.276833774661083e-4,4.28825829596383e-4,20.50227749603315,0.1381701478931085,0.1308539072396085,4.476398495183277,3.610897350328532,3.740609482366554
OG0005403,STON2,RELAX alternative,13455.97014100253,-6686.834848046408,41,6.247134274025267,0.1404327636655652,1.818584259957537e-5,89.92873915892974,0.1457824448730124,2.238791254356397e-5,3.824126567044984,3.15672126465242,596.8502577623573
OG0005404,TSHR,RELAX alternative,10094.42587975749,-5006.033881960477,41,96.14619433370997,0.1962739017292524,0.1036877759252704,3.59055013782954,0.318205586680312,0.2031484340448476,0.2632555284604818,10.33483036423864,25.81190577770424
OG0005405,CEP128,RELAX alternative,14548.38397736942,-7234.073628407574,40,74.80772755554048,0.3742245104753104,0.2073249297287644,24.8229184263634,0.4038938905413167,0.234258610189907,0.3693540180961155,29.84612735910197,229.6491104226107
OG0005406,DIO2,RELAX alternative,3196.12741755502,-1559.652156430939,38,0,0.07939964319385337,0.3083090839898029,100,0.1554121421491647,0.4211723960887421,0,1.01480177705366,1.006848104381768
OG0005407,ADCK1,RELAX alternative,7298.024306682407,-3610.797867626918,38,99.75860121491016,0.2718333630018634,0.2673002031741368,0.1675666351509216,1,1,0.07383214993891975,9999999171.59636,13461875861.88473
OG0005408,SNW1,RELAX alternative,6015.184121744234,-2967.355749632924,40,97.28019453881276,0,0,2.135780110811777,0.7577024019742238,0.923919381216018,0.5840253503754528,5.799134772030593,1.65083808551498
OG0005409,SLIRP,RELAX alternative,1712.182294927065,-814.7885263356535,40,74.39071912014651,0,0,19.42924124379496,0.746441264560992,0.9999793191747952,6.180039636058535,20.17875405801562,1.00021250796646
OG0005410,ALKBH1,RELAX alternative,5437.801413875628,-2678.569460724928,40,52.08603673268537,0.141581771076038,1,32.61088221474852,0.224536930881588,1,15.303081052566109,1.379222567004246,1
OG0005411,SPTLC2,RELAX alternative,7904.169227620594,-3911.858063181757,40,98.93598822595054,0.1906874739078002,0.07955872388302006,0.8226704915201454,1,1,0.2413412825293104,154.0861211220889,2196.958487230064
OG0005412,ISM2,RELAX alternative,6604.280063854644,-3262.892058632138,39,3.880646260041883,0,0,95.73293762714967,0.2081620161802531,0.3825656776216984,0.3864161128084555,262.8040798573655,30.2947651667657
OG0005413,AHSA1,RELAX alternative,4564.266336494551,-2242.777003863714,39,99.11310611390292,0.2190142538515407,0.3338063372122217,0.7902133967522571,0.2251247139146851,0.3405092908351741,0.09668048934482726,608.0343547779734,102.653605967208
OG0005414,VIPAS39,RELAX alternative,7668.824613233404,-3795.184136366593,39,80.49820319414135,0,0,18.2256212752256,1,1,1.276175530633053,7.187495258812436,466.679373795339
OG0005415,NOXRED1,RELAX alternative,6600.989016523298,-3260.185947584321,40,57.87153468427544,0.01014406096010806,0.4845148737288852,42.12846531572456,1.178109964376716,0.6644634141522512,,,
OG0005416,TMED8,RELAX alternative,6479.942178677637,-3200.693262090377,39,82.63399069357493,0.2349771532276174,0.06318991267319296,16.02679469226015,0.8211340646085853,0.6867544633160714,1.33921461416492,16.65338962006223,213.406535453728
OG0005418,POMT2,RELAX alternative,10009.57742052718,-4964.620020693541,40,99.8364666126196,0.221984950053526,0.3326410413947187,0.12077789394461459,1,1,0.04275549343578445,9999999171.59636,20552074.54044058
OG0005419,NGB,RELAX alternative,2299.105545354577,-1106.666174739144,42,92.7665287825793,0.1393362270141458,0.143519912174152,4.650996019407947,1.203702258145965,0.5032527085950603,,,
OG0005420,ZDHHC22,RELAX alternative,3328.330783765789,-1625.747809465312,38,51.465801576779626,0.2310384284911579,0.9522362797250182,48.41651725617936,0.2317806041543826,1.126459536999981,,,
OG0005421,IRF2BPL,RELAX alternative,9512.195028682141,-4715.922019424002,40,73.15757133418555,0,0,26.15824892586741,0.04156511093547391,0.07155891435612467,0.684179739947048,5.690894968761853,4.228518521597819
OG0005422,LRRC74A,RELAX alternative,8658.67783826961,-4289.086027847218,40,67.01569415238501,0.09776606033785676,8.380532795479549e-4,30.17004053424388,0.8314075647969914,0.569752904094022,2.814265313371113,7.195855393681209,408.6835792693209
OG0005423,ANGEL1,RELAX alternative,9198.382454966377,-4559.004566886785,40,90.7497377143159,0.1375122997522142,0,9.079433659782223,1.703834554430329,0.335520104935661,,,
OG0005424,VASH1,RELAX alternative,4606.084624250357,-2264.720278226873,38,100,0.1392983847374351,0.1066114004470961,0,0.152871562910663,0.1184848404900776,0,1.005492974115512,1.006240536982083
