Orthogroup,Gene,Model,Log likelihood,Estimated parameters,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0005100,ID4,Shared distribution model,-1161.116002246044,39,99.13960882159513,0.1079496521362379,0.8603911784048734,0.2817836015141275,0,1.001555211621667
OG0005101,RNF144B,Shared distribution model,-2422.805238820027,39,96.41083671421214,0.2475410208752872,3.011033271583718,0.2664795281153023,0.5781300142041482,232.3043981179733
OG0005102,KDM1B,Shared distribution model,-5652.777733151098,40,99.574427506761225,0.1144832627319148,0.3509610269464585,0.1184725169655055,0.07461146629230987,8995.066372721014
OG0005103,TPMT,Shared distribution model,-2125.75010221929,38,90.42510564650699,0.1276505968258908,5.237674967917967,0.5850507785394364,4.337219385575046,13.68583284952305
OG0005104,NHLRC1,Shared distribution model,-3756.7764302253,40,5.038657145481495,0,88.7053399273336,0.1252916395046551,6.256002927184912,1.566074562687309
OG0005105,KIF13A,Shared distribution model,-13207.33743091122,39,92.49115728253511,0.07923015377760541,6.947701042584134,0.9849418393095491,0.5611416748807466,124.5084119867474
OG0005106,NOL7,Shared distribution model,-2007.969954241506,38,93.38561601084116,0.3614652647437371,3.9979310348797146,1,2.6164529542791177,15.4389580390347
OG0005107,MCUR1,Shared distribution model,-2967.052088290262,39,73.43257652533848,0,23.79714890216526,1,2.7702745724962603,29.66882698712924
OG0005108,RNF182,Shared distribution model,-1511.700776571111,38,64.3559812009411,0.01460458141205134,35.644018799058905,0.1133831119984123,0,1.002330296983805
OG0005109,GIPC2,Shared distribution model,-2260.381682451078,38,81.30090313851673,0.0501384126862125,18.69909686148327,0.9404298543499363,0,1.235157408952007
OG0005110,DNAJB4,Shared distribution model,-2157.19055927315,37,91.41467207592716,0,0.5562848847355637,0,8.029043039337274,3.20351171185984
OG0005111,FUBP1,Shared distribution model,-3723.369920659507,39,42.184236841971114,8.871940041809197e-4,57.61678590256262,0.01076099461921959,0.19897725546627562,4000.042269254194
OG0005112,NEXN,Shared distribution model,-4043.492872899013,38,80.78640618644319,0.1481066856609148,18.9296757500914,0.2701680392446729,0.283918063465402,54.37685674183181
OG0005113,MIGA1,Shared distribution model,-4016.290748368753,39,79.19075530668242,0.1853930162415702,20.439796478149113,0.1919546286269067,0.3694482151684793,3999.998399710725
OG0005114,USP33,Shared distribution model,-5078.441976633289,38,66.82947560534153,0.007238484279079249,33.17052439465847,0.5133768679198227,0,1.154844150634645
OG0005115,ZZZ3,Shared distribution model,-5780.532065906939,38,91.94949745928702,0.1111137294750456,4.145074542116159,0.1620777877729556,3.9054279985968194,9.421599922471495
OG0005116,AK5,Shared distribution model,-3660.967459643522,39,94.27714670765678,0.09575625471360463,4.912707770184201,0.4476123071448324,0.8101455221590099,7.360912390887481
OG0005117,PIGK,Shared distribution model,-3112.131330366312,40,87.75079415224305,0,11.17912425444602,1,1.070081593310938,463.0284889128085
OG0005118,ST6GALNAC5,Shared distribution model,-2322.254037402523,38,99.93129723315222,0.1710575204509244,0.0265330980870172,0.1811575555103866,0.04216966876076634,503.7051225427011
OG0005119,NXPH1,Shared distribution model,-1459.968076244684,37,33.989938976532194,1.815087292993412e-5,65.80253036769803,0.1864128915798876,0.20753065576979518,37.50161427672968
OG0005120,ICA1,Shared distribution model,-3177.585028505068,38,70.67108741807708,0,11.04679671320503,0,18.2821158687179,1.316174569738727
OG0005125,ACHE,Shared distribution model,-6503.935181219747,39,83.88235713136426,0,15.42797324513227,1,0.6896696235034662,101.9699236589584
OG0005128,CLSPN,Shared distribution model,-11994.31507151718,39,37.642076695705576,0,62.102673821944386,0.4870162873374902,0.2552494823500303,108.5026255579376
OG0005129,CUNH1ORF216 C12H1ORF216,Shared distribution model,-2903.221781245392,38,95.9849263340868,0.6593889797106536,1.148067276053987,1,2.8670063898592177,12.61063197974464
OG0005130,PSMB2,Shared distribution model,-1298.849827632084,38,15.091714022009189,0,74.8577806021098,0,10.05050537588101,1.024989231985876
OG0005131,TFAP2E,Shared distribution model,-3661.213566322612,38,86.29974402906443,0,5.0853360816145194,0,8.614919889321051,1.687901181574174
OG0005132,NCDN,Shared distribution model,-5338.588588250919,40,1.253236530330885,0.08015888156814556,98.66515421256572,0.08182531844795092,0.08160925710338421,23.64064726235075
OG0005133,KIAA0319L,Shared distribution model,-8542.441763522584,40,17.21994932466928,0,56.09789378590637,0.001381407181805159,26.682156889424352,1.06938751044332
OG0005134,CAP1,Shared distribution model,-4444.880450101533,39,83.39141076319875,0,13.426834279284611,0.8669177379867815,3.1817549575166457,12.88273087351395
OG0005135,PPT1,Shared distribution model,-2712.299119005961,39,23.628864566408232,0.04255053690296864,71.81053082377345,0.1083711111642664,4.56060460981833,4.362956168816464
OG0005136,ELOA,Shared distribution model,-7289.215610426525,38,99.73785092431677,0.2877118446418738,0.006998679923243341,1,0.25515039575998344,517.7617384231995
OG0005137,PITHD1,Shared distribution model,-1558.050520516943,37,92.94201262479369,0,1.212929626930358,0,5.845057748275952,6.106836761487791
OG0005138,GALE,Shared distribution model,-2530.009570211673,38,99.72900907410595,0.1056394103866184,0.033196099881816835,1,0.2377948260122378,575.0923471846343
OG0005139,HMGCL,Shared distribution model,-2502.5587306113,37,0.04828637746288381,0.0653604193630857,99.51487972279575,0.08677758341751775,0.4368338997413591,49.22835323079652
OG0005140,FUCA1,Shared distribution model,-4244.598576704037,40,2.839834055022726,0,92.61762010749437,0.2067945803078802,4.542545837482894,3.102297072532912
OG0005141,SRSF10,Shared distribution model,-1383.963848382645,37,0,0.03013377689807171,100,0.1209636501256396,0,1.001564278474794
OG0005142,,Shared distribution model,-930.5442894199725,38,85.52274741366574,0,13.17144552889729,1,1.3058070574369651,46.26107736994386
OG0005143,IL22RA1,Shared distribution model,-6076.7684452241,41,96.90543301073924,0.5585339646282528,1.2113457478263119,1,1.883221241434448,18.27714935611852
OG0005144,GRHL3,Shared distribution model,-3817.27081925069,39,96.43006316371095,0.05003396337622116,3.040043943435583,0.1647581573375204,0.5298928928534623,29.79908061656954
OG0005145,NIPAL3,Shared distribution model,-3120.806219775832,38,99.82814970535527,0.177587097639338,0.11342819023044441,1,0.05842210441428201,241.3369721628888
OG0005146,RCAN3,Shared distribution model,-2596.729827238651,37,48.66585622019629,0.009643836712614024,48.15195670980782,0.1222587554858411,3.182187069995894,60.74265502098834
OG0005147,NCMAP,Shared distribution model,-1590.358638068259,38,92.21536323438502,0.2439816607842059,3.989827557500334,0.7293580521342827,3.794809208114638,178.0486017102435
OG0005148,SRRM1,Shared distribution model,-5872.304393346474,41,7.3797927053809875,0.02351448555191923,91.97680133521918,0.03933249822937852,0.6434059593998307,9.472438304304882
OG0005149,RUNX3,Shared distribution model,-3005.235063009668,38,95.26659772516838,0.01372713554482559,3.348132467030963,0.2233333649402049,1.3852698078006591,15.27178152375784
OG0005150,CALU,Shared distribution model,-3682.580286318862,38,85.54622154689346,0,12.273553353440871,1,2.180225099665666,71.68514887202178
OG0005151,IRF5,Shared distribution model,-5416.883760645162,38,85.35769146912328,0.06588578192323166,12.708038483717822,0.2651725808808162,1.9342700471589072,1892.958819544737
OG0005154,MSL3,Shared distribution model,-4000.068370833243,37,96.5402509999279,0,0.03200106138288711,0,3.4277479386892,10.65050952247226
OG0005155,FRMPD4,Shared distribution model,-12261.91598563406,40,72.82947135674998,0.08534578349558589,26.931324226083348,1,0.23920441716667762,893.4308312031618
OG0005156,NUF2,Shared distribution model,-3425.610715836112,37,98.2410241025079,0.3425691646141873,1.130647781903539,1,0.6283281155885705,56.04920395354278
OG0005159,LACC1,Shared distribution model,-5715.326604010016,39,57.80406006475175,0,41.25130632888064,1,0.9446336063676144,76.86811092977261
OG0005160,AKAP11,Shared distribution model,-20060.97552200763,41,45.86713640125077,0,53.85479034336649,0.4966696930549802,0.2780732553827462,241.3424164536381
OG0005161,ANO1,Shared distribution model,-6037.965251959859,37,99.2554065717334,0.1468201902214336,0.5873310664476897,0.1489163558319359,0.1572623618189036,378.3373230411811
OG0005162,FADD,Shared distribution model,-1827.207754318787,38,64.17100054988049,0.2221965218512748,34.250975746471404,1,1.578023703648117,13.51235403568204
OG0005163,PPFIA1,Shared distribution model,-6801.162097227362,38,70.97066644210246,0.01429568100519561,29.02933355789754,0.2151622484645526,0,1.002330882617735
OG0005164,CTTN,Shared distribution model,-3465.844622933876,37,98.50510045443284,0.1590030798310199,1.457146340547719,1,0.03775320501944408,9999999171.59636
OG0005165,,Shared distribution model,-34882.68711098237,41,10.98270476005958,0,88.98095388872443,0.5898723533716033,0.036341351215999254,720.7924112330628
OG0005166,FBXO3,Shared distribution model,-3716.5416203303,39,84.44763309630063,0.07480113250865915,13.776666257381981,0.0911877082249641,1.7757006463173912,1879.270087147566
OG0005167,LMO2,Shared distribution model,-1108.026159636855,36,97.62278153810331,0.003422210480014789,0.3590136052827843,0.2949184723611095,2.018204856613906,163.4874695743789
OG0005168,CAPRIN1,Shared distribution model,-4343.914853101739,39,98.94301209006895,0.1648284246339201,0.6379143767420211,1,0.4190735331890297,436.0002040998861
OG0005169,NAT10,Shared distribution model,-6880.32448145113,38,97.21047020511304,0.0857149389176218,2.627567780443113,1,0.1619620144438454,1883.781677381459
OG0005170,ELF5,Shared distribution model,-1599.110551946393,39,0,0.03888474996640836,100,0.1524181996963929,0,1.127177709180037
OG0005171,EHF,Shared distribution model,-2383.330953551425,39,97.66914548276246,0.1615051017682886,1.560391662950958,1,0.7704628542865887,87.89007534728317
OG0005172,APIP,Shared distribution model,-1703.970784448807,36,85.88692853861845,0.1158174087411761,13.479425956563022,0.6036883108410568,0.6336455048185334,5.020858225433555
OG0005173,PDHX,Shared distribution model,-3780.514710041597,38,98.93755609776036,0.2736336452093917,0.6407943317950537,0.2997407737685592,0.4216495704445865,77.49231677380472
OG0005174,GOLGA5,Shared distribution model,-5274.027733235494,39,98.00585268776906,0.1711833769759891,1.733744006640078,0.8995452309561035,0.2604033055908539,112.8900293955328
OG0005175,,Shared distribution model,-3158.665521276541,38,59.45855057415269,0.1697592702089377,37.64338793852194,0.2764538957211816,2.89806148732536,15.215612860638
OG0005176,ADH1C,Shared distribution model,-2781.325411626038,38,84.75644099412784,0.04821539283853584,0.9349568513423594,1,14.308602154529801,1.487576398842671
OG0005177,CUNH4ORF17 C9H4ORF17,Shared distribution model,-3242.443571741909,37,2.358051411708507,0.2265839765108959,92.88935009217289,0.4072420664211686,4.752598496118598,15.0790438743476
OG0005178,CUNH4ORF54 C9H4ORF54,Shared distribution model,-12679.6286998637,38,98.31882162762517,0.23600900566865,0.46244921536045025,1,1.2187291570143861,33.15040295508008
OG0005180,DNAJB14,Shared distribution model,-2423.29458208195,38,87.57604485454836,0,12.25001804090029,1,0.1739371045513507,144.6851426395991
OG0005181,DDIT4L,Shared distribution model,-1236.815429641287,39,98.7677014264841,0.2041896204172743,0.526164635644898,0.2483501137610482,0.7061339378710018,16.3762314725217
OG0005182,EMCN,Shared distribution model,-2198.325288869833,39,92.19104981643915,0.6511695778221572,6.108070808830533,0.6752373750987243,1.700879374730315,60.48046795236229
OG0005183,PPP3CA,Shared distribution model,-2632.833841242683,38,98.95331442203396,0,0.987863747100574,0,0.05882183086547038,82.87770013047421
OG0005184,ADIPOR1,Shared distribution model,-3171.507218671221,38,90.84898610580603,0,8.641832041080672,0.3455971837931521,0.5091818531132891,13.97500648081275
OG0005185,TMEM129,Shared distribution model,-4034.896945212995,38,42.92912432893133,0,41.42299699773089,0.06071940001797507,15.64787867333779,1.303001836961936
OG0005186,,Shared distribution model,-5843.901312571601,39,79.41167916308846,0.01533678681644025,11.57527001389594,0.03465675974775194,9.013050823015595,1.402592727588396
OG0005187,BPNT2 IMPAD1,Shared distribution model,-3370.087747977441,39,52.78987212861189,0,37.653805760954974,0.09260928413472828,9.556322110433133,1
OG0005188,ZNF282,Shared distribution model,-4223.497782320147,39,98.89705568441434,0.0710212020199832,0.41912474748544937,0.2086950383319347,0.6838195681002139,9.205773062938983
OG0005189,,Shared distribution model,-9596.092433133987,39,23.869453203055098,0,73.4780839313537,1,2.652462865591195,11.62692230709336
OG0005191,KIF9,Shared distribution model,-8521.434927633307,40,96.02898829739988,0.07929485253448201,2.949501912651543,0.5412494160417178,1.021509789948582,1582.451039436577
OG0005192,,Shared distribution model,-3537.764691449786,39,85.26998083973649,0.05188529513234089,14.54614438606503,0.6494785997267482,0.1838747741984816,4000.324855297014
OG0005193,NBEAL2,Shared distribution model,-20781.05003058487,42,2.652578032267072,0,97.05899825571878,0.08334177142500826,0.2884237120141519,81.40110103267797
OG0005195,ARR3,Shared distribution model,-3943.10931519259,38,93.39784301128223,0.2072001183957363,5.316906152041042,0.2532444258793939,1.285250836676725,83.8275373054507
OG0005196,EFNB1,Shared distribution model,-3606.593533784045,38,85.67072742756731,0,8.670119255406842,1,5.659153317025841,111.5310871012179
OG0005197,UBXN6,Shared distribution model,-4420.395748755952,39,79.37796575569848,0.0773637904730818,17.7712393180423,0.1216712875897101,2.850794926259213,9.168438288713201
OG0005198,CHAF1A,Shared distribution model,-8782.755320139695,41,98.29651923676256,0.2642423519620438,0.7974543104254418,1,0.9060264528119888,34.58689407469468
OG0005199,SH3GL1,Shared distribution model,-3110.700005721157,38,29.13968770771992,0.01976814460040548,69.3998502016165,0.02192355669662184,1.460462090663583,56.87903715216825
OG0005200,FSD1,Shared distribution model,-2904.287227705956,39,0.25382739096968326,2.498518926096243e-10,98.73579047320685,0.02962652346304035,1.010382135823475,30.91547414475114
OG0005201,TROAP,Shared distribution model,-6529.383141607017,41,94.308893855826,0.6348824596111624,5.677013981609233,1,0.01409216256477435,9999.999997999537
OG0005202,C1QL4,Shared distribution model,-1794.559028158699,39,93.68304430505218,0,5.502612480772481,1,0.8143432141753417,114.3327874743608
OG0005203,DNAJC22,Shared distribution model,-2434.624186129769,38,99.75731478092628,0.325998858271255,0.2122512967566009,0.3288772521016208,0.03043392231712294,331.880365904824
OG0005204,WDR3,Shared distribution model,-6008.8547137774,40,100,0.2144427688931511,0,0.917817759576805,0,1.005001868297414
OG0005205,GDAP2,Shared distribution model,-2987.49740999276,37,8.512548790087731,0,81.99444310379934,0.00930194930810322,9.49300810611293,1.287020491697408
OG0005206,TENT5C,Shared distribution model,-2616.819583032562,37,51.142627642843486,0.006168437588776395,41.48236586339369,0.1208982107816178,7.375006493762823,1
OG0005207,DUSP12,Shared distribution model,-2284.376416453012,37,68.3751871408052,0,31.45069740444172,1,0.1741154547530832,411.0015362331536
OG0005208,ADGRL3,Shared distribution model,-8162.473579825834,38,90.2545642721163,0.06427431654934233,9.694652199776689,0.07681294884750807,0.05078352810701164,3999.998017781088
OG0005209,SYCE3,Shared distribution model,-1140.047101297179,35,76.76573639704101,0.05527671397476676,0,0.9948763896472956,23.23426360295899,4.42773929301534
OG0005210,FBXO40,Shared distribution model,-5515.062800225008,39,96.2949485257703,0.2176103617806223,0.3450709327597756,1,3.3599805414699278,12.16891327287753
OG0005211,UBAP1,Shared distribution model,-5255.263986429342,40,99.24168003376343,0.1889326477056792,0.3124260206678317,1,0.4458939455687329,172.9045031865172
OG0005213,ANKFN1,Shared distribution model,-6870.518828704937,38,71.8749070968739,0.03621458379068539,28.1250929031261,0.3041718570200343,0,1.002330004167033
OG0005214,NOG,Shared distribution model,-1435.917653902534,37,14.848689469643562,0.005734423432111843,85.15131053035644,0.0898234475635748,0,2.222111465782646
OG0005215,DGKE,Shared distribution model,-3935.647215008191,39,64.62495374200881,0,35.168320502464724,0.731981397247669,0.2067257555264644,1454.769821393038
OG0005216,TRIM25,Shared distribution model,-6574.424018995876,39,4.450987293347673,0.004196061183482728,88.5126224816747,0.3689158428321408,7.036390224977632,8.036914876506186
OG0005217,COIL,Shared distribution model,-5170.126492395495,38,95.45987094556962,0.3449819874691095,0.3514491048470245,0.3852451054931629,4.188679949583362,4.680175654751357
OG0005218,SCPEP1,Shared distribution model,-3137.154118001795,38,76.89940858515736,0,5.836346856614489,0,17.26424455822815,1.566388240746142
OG0005220,UTP6,Shared distribution model,-4140.556837054817,38,76.38683972909064,0.1332932214066454,22.47761517997681,0.3796214804042116,1.1355450909325528,26.14700024244373
OG0005221,SUZ12,Shared distribution model,-4717.272077465532,39,99.05266495522285,0.04689756060572552,0.6730099574202172,1,0.27432508735692507,111.3167590072514
OG0005222,CRLF3,Shared distribution model,-3026.770754205165,39,25.51627536527359,0,64.5818774128347,0.09888452732670526,9.901847221891707,1.267118641273053
OG0005223,ATAD5,Shared distribution model,-14211.99346785051,40,37.36826785968463,0.2002961713978882,49.76487034691359,0.2517786847806415,12.86686179340178,2.121616909613916
OG0005224,TEFM,Shared distribution model,-2953.741050111077,38,97.61908396973203,0.3571004598825303,1.151459162476506,1,1.22945686779146,15.05321779636546
OG0005225,RNF135,Shared distribution model,-5565.079899635404,40,82.62280971831237,0.4671797694024031,13.68955210888649,1,3.6876381728011354,15.820822378437
OG0005226,RHOT1,Shared distribution model,-4287.765700502488,41,96.49689737930818,0.05870739894610304,3.4261558149607803,1,0.07694680573104305,9999.999999543057
OG0005227,TSPAN9,Shared distribution model,-2926.855275049496,39,84.29259229621665,0,15.07807328515241,1,0.629334418630943,9999999171.59636
OG0005228,TEX52,Shared distribution model,-2848.331851043132,39,60.77015214130331,0.004157283328361901,26.850819382098827,0.3358555896691854,12.37902847659786,2.052556311949327
OG0005229,KCNA1,Shared distribution model,-3596.956457671241,38,89.46354310024759,0,10.18735010839045,0.9002066303250772,0.3491067913619627,35.43328151951103
OG0005231,UBASH3B,Shared distribution model,-4936.318418425706,39,77.85523396811207,0.008441838810109306,19.28625878200323,0.03858926202228101,2.8585072498847,2.998931363774949
OG0005232,BSX,Shared distribution model,-1934.978304851164,39,90.3285744445271,0,9.32410003685709,1,0.3473255186158004,36.27821424278378
OG0005233,CLIP4,Shared distribution model,-4815.458656946126,38,98.80353991787347,0.2361953292923727,0.10655002622422789,0.2417807507836157,1.08991005590231,17.2147851185601
OG0005234,PCARE,Shared distribution model,-9938.992702090063,39,82.20737825835691,0.2977670199644215,0.7702452956633606,1,17.02237644597973,1.893888751636798
OG0005235,TRMT61B,Shared distribution model,-4790.105459440819,38,84.67212189501225,0.3381140787587901,13.17118294981047,0.7986854827852413,2.156695155177275,11.55805674962302
OG0005236,SPDYA,Shared distribution model,-2182.013147442817,38,56.323312718716856,0,42.90698138457422,0.5435528393579846,0.7697058967089239,31.00165486180365
OG0005237,FOSL2,Shared distribution model,-1923.104408129776,38,85.93594105768412,0.05291222058970401,14.06405894231588,0.1944786746964587,0,1.010356561887651
OG0005238,BABAM2,Shared distribution model,-2556.598687843765,38,97.0940926015445,0.02566157875900441,1.9350479593860541,0.7769072950421261,0.9708594390694442,572.6867255177802
OG0005239,RBKS,Shared distribution model,-1753.590103679248,38,36.1434732759506,0,46.27946418311828,0,17.57706254093112,1.932386992329393
OG0005240,MRPL33,Shared distribution model,-598.6156987886728,36,83.89622246839626,0.2642359733553903,12.824979747838281,0.294240757844421,3.278797783765456,397.6905700103687
OG0005241,,Shared distribution model,-1768.460191777987,39,96.11474210924517,0.1541956414779307,3.464906324291645,0.218277876305276,0.42035156646317806,9999999171.59636
OG0005242,SUPT7L,Shared distribution model,-2452.04803683116,37,100,0.1107124734091377,0,0.741943856618418,0,1.001564278474794
OG0005243,SLC4A1AP,Shared distribution model,-5325.245955269396,38,99.64795783716391,0.2652208980434854,0.1339652351151663,1,0.2180769277209196,468.7186046136712
OG0005244,MOCS1,Shared distribution model,-4944.537840141176,39,99.52737976143386,0.3155416074469048,0.45779214060207296,1,0.014828097964061879,537.214559428536
OG0005245,DAAM2,Shared distribution model,-6457.456562075634,39,82.53878753737823,0,14.04719313816433,0,3.41401932445744,2.992088063760042
OG0005246,KCNK16,Shared distribution model,-1919.119677307074,37,36.051035725036066,0.1548944188244565,50.629164347881314,0.1707195743211505,13.31979992708262,1.206624777611784
OG0005247,KCNK17,Shared distribution model,-2617.371988341743,38,62.938208120888675,0,35.5283038039111,1,1.533488075200226,36.82145159039351
OG0005248,SAYSD1,Shared distribution model,-1197.535785755458,37,56.627746021727944,3.193576300570524e-4,17.289328288053348,0.02344151331214167,26.082925690218712,2.536138315616707
OG0005249,GLP1R,Shared distribution model,-3512.77754818442,38,97.50383330855468,0.09317401909590327,1.375698387747165,1,1.120468303698157,24.60873636905322
OG0005250,RGS16,Shared distribution model,-1373.042054571429,38,1.665875682318549,0.01582105211885688,96.14666028333366,0.08928078608475062,2.187464034347788,9.41492119702253
OG0005251,RNASEL,Shared distribution model,-6970.450864406661,40,39.99043271513478,0,57.67255187149325,1,2.337015413371971,25.93453202502269
OG0005252,RGSL1,Shared distribution model,-10463.57104989433,39,59.18620386622224,0.01489603843417486,39.83435536987469,1,0.9794407639030736,62.83134676177678
OG0005255,GLUL,Shared distribution model,-2392.747413622795,38,80.33743232098081,0,16.452789641490508,0,3.2097780375286877,1.683492102597235
OG0005256,IER5,Shared distribution model,-2324.333400172396,38,1.006056822097402,0.07372152677800065,96.84907440904804,0.2197398246722654,2.144868768854562,2.281361361824092
OG0005257,STX6,Shared distribution model,-2401.224363736301,38,34.807863889204484,1.269822921136253e-4,61.8968743878488,0.1412098738829849,3.29526172294672,136.9706116368787
OG0005258,ACBD6,Shared distribution model,-1998.293073215508,39,91.03140307326673,0.1992007756130681,7.508324038027108,0.2747696442576651,1.460272888706167,18.24883013220785
OG0005259,LHX4,Shared distribution model,-3190.398644696665,38,66.57448375146524,0,32.5924167585707,0.2621269719995757,0.8330994899640622,25487.57332826107
OG0005260,QSOX1,Shared distribution model,-6963.977890208534,38,45.13554975007132,0,54.7185431380544,1,0.1459071118742767,9999999171.59636
OG0005261,CEP350,Shared distribution model,-24877.40487208086,40,99.58682968856219,0.4737301635731678,0.1455295410065415,1,0.2676407704312745,437.3506708733207
OG0005262,TOR1AIP2,Shared distribution model,-4211.133782903058,39,98.71140421656635,0.4988866321205954,0.8598754466603057,1,0.428720336773338,61.96790960516837
OG0005264,TDRD5,Shared distribution model,-8340.477721713418,39,36.34027700056569,0,63.367995578653606,1,0.2917274207807049,423.6731826968625
OG0005265,NPHS2,Shared distribution model,-2810.603359364992,39,61.30579495186663,0.2808354308261446,38.6407720153327,0.398787687267935,0.05343303280066861,8002.781958458073
OG0005266,AXDND1,Shared distribution model,-8208.947416533196,40,27.20348231955209,0.2471885234550962,72.53523879788068,0.5960854050899528,0.2612788825672359,41.67490049957226
OG0005267,SOAT1,Shared distribution model,-4347.109991005385,41,96.28738604187869,0.2125824636431583,1.298075091449715,1,2.4145388666715983,19.20155298758686
OG0005268,TOR3A,Shared distribution model,-3411.101564759872,37,55.29570777269889,0.2414039427862176,34.79614274417512,0.5795403703972063,9.908149483125996,1.486753074937846
OG0005269,ABL2,Shared distribution model,-8032.306929549783,39,98.89535449479477,0.06638860529353648,0.2381048302045823,1,0.8665406750006438,22.01784715995592
OG0005270,FAM20B,Shared distribution model,-2514.908869270724,40,0.9601555009427412,0,98.61103645934088,0.01487813902872967,0.4288080397163749,13.31177537264752
OG0005271,,Shared distribution model,-3471.75097307429,41,64.0092195875033,0,32.99613178532494,0.238401437525344,2.994648627171764,22.29261463528223
OG0005272,DAPK3,Shared distribution model,-3787.494967279309,37,89.99296026420703,0.01824554616840181,8.29316257033729,0.04525901848083147,1.7138771654556861,469.8371229051737
OG0005273,CALR,Shared distribution model,-2554.060120569066,38,83.95245237962418,0.01672817679137955,9.519772308132003,0.2354354688134935,6.52777531224382,1.325936675489515
OG0005274,FARSA,Shared distribution model,-4006.651886257522,38,98.47367674954207,0.08045418211015258,0.194314637210414,0.1099271984052371,1.332008613247514,22.35320104990671
OG0005275,GPR85,Shared distribution model,-2373.318903882601,39,98.76183241645946,0.01467211245568639,0.8236355056541822,0.05699223020461794,0.4145320778863682,37.04201327629809
OG0005276,SMIM30,Shared distribution model,-409.2598928738227,34,24.52441558294061,0,59.328409646254876,0,16.147174770804508,4.150827301315119
OG0005277,ANGPTL5,Shared distribution model,-2821.248428211557,39,48.628165371442975,0,37.84891636979131,4.012e-4,13.52291825876572,2.316956180213618
OG0005278,CFAP300,Shared distribution model,-1833.299530467018,40,12.4087766168622,0.03391970713757068,86.10933127496259,0.1984077997534194,1.481892108175207,6.045496711875974
OG0005279,YAP1,Shared distribution model,-3117.609285511115,39,96.64615388886514,0.0688262397183153,2.893126741777232,0.3826513604111059,0.4607193693576184,112.8158101912863
OG0005280,BIRC2,Shared distribution model,-4733.53164567626,40,99.1438608454257,0.1982809591441457,0.23763349542016812,1,0.61850565915413,36.76857241083276
OG0005281,TMEM123,Shared distribution model,-2064.15584363857,37,84.41594572468652,0.7423159514130976,13.76762188476978,1,1.8164323905436999,156.4484342676977
OG0005283,CNKSR1,Shared distribution model,-6103.856836549696,40,15.53306066425545,6.650649027975255e-4,83.75925150709872,0.3409418298352101,0.7076878286458284,5.632810420242847
OG0005284,ZNF593,Shared distribution model,-949.8788998934209,37,93.87509361898296,0.05420556237846378,5.03812771543731,0.09093845490271271,1.086778665579726,12.852443688428
OG0005285,CUNH1ORF232 C12H1ORF232,Shared distribution model,-1759.277902951292,37,90.09688017831331,0.21635192525464,7.12601247011367,0.2248780687203652,2.77710735157302,18.81635862457954
