Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Proportion 0,Background 0,Foreground 0,Proportion 1,Background 1,Foreground 1,Proportion 2a,Background 2a,Foreground 2a,Proportion 2b,Background 2b,Foreground 2b
OG0011712,ATG2B,bsA1,0.40201,-12548.795229,28,3.79695,0.8908,0.04525,0.04525,0.08513,1,1,0.02197,0.04525,1,0.0021,1,1
OG0011311,ACBD4,bsA1,1.38289,-3526.70698,28,2.50326,0.59456,0.03854,0.03854,0.40544,1,1,0,0.03854,1,0,1,1
OG0013476,PNP,bsA1,1.07447,-2502.52815,28,2.98297,0.83067,0.04595,0.04595,0.13572,1,1,0.02889,0.04595,1,0.00472,1,1
OG0012406,,bsA1,0.81937,-6575.32996,28,4.14941,0.49924,0.02554,0.02554,0.50076,1,1,0,0.02554,1,0,1,1
OG0008053,RAD23A,bsA1,0.34857,-2237.884987,28,2.93888,0.84882,0,0,0.15118,1,1,0,0,1,0,1,1
OG0006595,GOLM1,bsA1,1.05712,-3790.373735,28,2.64919,0.53964,0.14633,0.14633,0.46036,1,1,0,0.14633,1,0,1,1
OG0012034,SRM,bsA1,1.72986,-2826.366911,28,2.11402,0.61853,0.00609,0.00609,0.13659,1,1,0.20058,0.00609,1,0.04429,1,1
OG0007210,SHROOM3,bsA1,1.28552,-17511.830968,28,2.69214,0.81373,0.10081,0.10081,0.12939,1,1,0.04908,0.10081,1,0.0078,1,1
OG0012279,COL5A3,bsA1,0.66886,-13089.525577,28,4.50223,0.53977,0,0,0.25399,1,1,0.14025,0,1,0.06599,1,1
OG0010053,FAM110B,bsA1,0.2613,-2021.75229,28,4.45821,0.63998,0.01702,0.01702,0.05522,1,1,0.28059,0.01702,1,0.02421,1,1
OG0012736,CLDND1,bsA1,0.39343,-1594.213703,28,2.69177,0.93842,0.02389,0.02389,0.03255,1,1,0.02806,0.02389,1,9.7e-4,1,1
OG0007728,LFNG,bsA1,1.30333,-2719.214845,28,1.94742,0.7773,0.00457,0.00457,0.2227,1,1,0,0.00457,1,0,1,1
OG0012696,HPN,bsA1,1.34148,-3897.875743,28,2.81334,0.75489,0.07223,0.07223,0.24511,1,1,0,0.07223,1,0,1,1
OG0014193,PIK3R1,bsA1,0.3283,-4067.109555,28,3.96123,0.83575,0.02868,0.02868,0.08669,1,1,0.07027,0.02868,1,0.00729,1,1
OG0007078,TATDN3,bsA1,0.4929,-1789.226314,28,2.10764,0.77289,0.01325,0.01325,0.16639,1,1,0.04996,0.01325,1,0.01076,1,1
OG0007282,LAPTM4B,bsA1,0.6798,-1565.709679,28,1.86493,0.83315,0.02108,0.02108,0.16685,1,1,0,0.02108,1,0,1,1
OG0006216,G3BP1,bsA1,0.35793,-2809.462361,28,3.04028,0.90496,0.04392,0.04392,0,1,1,0.09504,0.04392,1,0,1,1
OG0009480,ERAP1,bsA1,0.6271,-6294.038262,28,3.16741,0.73509,0.05082,0.05082,0.26491,1,1,0,0.05082,1,0,1,1
OG0007776,RREB1,bsA1,0.69694,-12222.585483,28,3.54253,0.8699,0.07742,0.07742,0.09434,1,1,0.03226,0.07742,1,0.0035,1,1
OG0006052,SYBU,bsA1,0.57125,-4595.256885,28,3.82272,0.85715,0.08243,0.08243,0.11986,1,1,0.02017,0.08243,1,0.00282,1,1
OG0011308,FMNL1,bsA1,0.65003,-8390.913191,28,4.25146,0.69984,0,0,0.30016,1,1,0,0,1,0,1,1
OG0005771,ASPHD2,bsA1,1.93879,-3431.006228,28,2.82294,0.87171,0.02722,0.02722,0.0229,1,1,0.1027,0.02722,1,0.0027,1,1
OG0011514,KCNA7,bsA1,0.58965,-3360.293574,28,3.69846,0.75407,0.01166,0.01166,0.18136,1,1,0.05205,0.01166,1,0.01252,1,1
OG0007624,IPCEF1,bsA1,0.96808,-3748.739372,28,1.55282,0.71741,0.03881,0.03881,0.28249,1,1,7e-5,0.03881,1,3e-5,1,1
OG0008894,HSPB1,bsA1,0.68896,-1479.021858,28,5.32982,0.82717,0.03843,0.03843,0.17283,1,1,0,0.03843,1,0,1,1
OG0013278,TMEM169,bsA1,0.55142,-2109.609827,28,4.43067,0.74377,0.1405,0.1405,0.13689,1,1,0.10078,0.1405,1,0.01855,1,1
OG0008765,ZPR1,bsA1,1.16138,-3860.087724,28,2.7433,0.83793,0.07216,0.07216,0.16207,1,1,0,0.07216,1,0,1,1
OG0013895,KCNG2,bsA1,0.67933,-3763.21457,28,3.55954,0.88354,0.03554,0.03554,0.11646,1,1,0,0.03554,1,0,1,1
OG0011736,KLF16,bsA1,2.21456,-1679.574372,28,2.75864,0.71143,0,0,0.28857,1,1,0,0,1,0,1,1
OG0007689,MARF1,bsA1,1.06221,-15351.694973,28,3.12281,0.80854,0.07137,0.07137,0.11138,1,1,0.07038,0.07137,1,0.0097,1,1
OG0007439,ZZZ3,bsA1,0.51066,-5822.214836,28,2.62283,0.70295,0.01395,0.01395,0.28011,1,1,0.01212,0.01395,1,0.00483,1,1
OG0012623,CBARP,bsA1,0.96414,-6110.578344,28,3.90632,0.83283,0.06242,0.06242,0.05981,1,1,0.10016,0.06242,1,0.00719,1,1
OG0007359,FAM172A,bsA1,1.37972,-3238.952941,28,1.6847,0.65436,0.01389,0.01389,0.30969,1,1,0.0244,0.01389,1,0.01155,1,1
OG0009660,,bsA1,1.23341,-2018.6606630000001,28,1.89901,0.56692,0.09724,0.09724,0.13929,1,1,0.23584,0.09724,1,0.05795,1,1
OG0011879,,bsA1,2.15763,-3129.468918,28,2.57925,0.47036,0.09702,0.09702,0.2637,1,1,0.1704,0.09702,1,0.09553,1,1
OG0006395,GSDMA,bsA1,1.42255,-4608.398321,28,2.93427,0.5331,0.14188,0.14188,0.4669,1,1,0,0.14188,1,0,1,1
OG0007857,USP53,bsA1,0.76204,-7992.411211,28,3.14921,0.58281,0.04692,0.04692,0.24579,1,1,0.12056,0.04692,1,0.05084,1,1
OG0006810,PRKD2,bsA1,1.35486,-7209.935666,28,2.51034,0.76807,0.02482,0.02482,0.05464,1,1,0.16551,0.02482,1,0.01177,1,1
OG0011482,,bsA1,1.44654,-3354.204353,28,1.37492,0.52521,0.00296,0.00296,0.23478,1,1,0.16586,0.00296,1,0.07415,1,1
OG0007488,TFAM,bsA1,1.56813,-2665.263325,28,2.1575,0.36314,0.03237,0.03237,0.57588,1,1,0.02358,0.03237,1,0.0374,1,1
OG0007772,DSP,bsA1,0.70545,-20826.884376,28,2.27467,0.79405,0.03501,0.03501,0.11818,1,1,0.0764,0.03501,1,0.01137,1,1
OG0013580,CHID1,bsA1,0.66162,-2333.358497,28,5.34649,0.65614,0.07633,0.07633,0.24008,1,1,0.07598,0.07633,1,0.0278,1,1
OG0007733,TRAP1,bsA1,0.99031,-5707.308463,28,2.34405,0.80407,0.04205,0.04205,0.18303,1,1,0.01051,0.04205,1,0.00239,1,1
OG0011903,STX1A,bsA1,0.37488,-1603.483757,28,2.22384,1,0.02974,0.02974,0,1,1,0,0.02974,1,0,1,1
OG0009567,MARCHF11 MARCH11,bsA1,0.39874,-1910.003683,28,2.59187,0.84411,0,0,0.15058,1,1,0.0045,0,1,8e-4,1,1
OG0011525,SYT3,bsA1,0.55511,-3281.124639,28,3.30009,0.71517,0.01929,0.01929,0.03465,1,1,0.23862,0.01929,1,0.01156,1,1
OG0007924,GSS,bsA1,0.5726,-3726.856646,28,4.4381,0.75308,0.07995,0.07995,0.20438,1,1,0.03346,0.07995,1,0.00908,1,1
OG0013145,SLC38A4,bsA1,0.49887,-3559.163517,28,4.0361,0.92247,0.09308,0.09308,0.07753,1,1,0,0.09308,1,0,1,1
OG0014033,TIFA,bsA1,0.97173,-1510.631559,28,2.54581,0.6858,0.07501,0.07501,0.3142,1,1,0,0.07501,1,0,1,1
OG0007134,GTPBP3,bsA1,0.91952,-4215.464909,28,2.73141,0.6572,0.09245,0.09245,0.09958,1,1,0.21121,0.09245,1,0.032,1,1
OG0008361,APBB3,bsA1,1.53298,-4695.597982,28,1.70601,0.6687,0.01437,0.01437,0.3313,1,1,0,0.01437,1,0,1,1
OG0005994,GPRC5C,bsA1,0.58855,-3069.476587,28,3.2353,0.9045,0.09058,0.09058,0.0955,1,1,0,0.09058,1,0,1,1
OG0007713,USP22,bsA1,0.36354,-3012.519249,28,2.05929,0.90441,0,0,0.09559,1,1,0,0,1,0,1,1
OG0012548,TM9SF1,bsA1,1.22614,-6456.936929,28,3.87457,0.91648,0.01203,0.01203,0.06543,1,1,0.01689,0.01203,1,0.00121,1,1
OG0010481,CCDC83,bsA1,2.11898,-4081.727382,28,1.16509,0.64308,0.04668,0.04668,0.19388,1,1,0.12527,0.04668,1,0.03777,1,1
OG0013882,ALDH5A1,bsA1,0.7577,-4026.857503,28,2.7795,0.76814,0.03625,0.03625,0.13693,1,1,0.08057,0.03625,1,0.01436,1,1
OG0011253,WDR44,bsA1,1.36201,-8389.523304,28,3.28658,0.85529,0.03261,0.03261,0.14471,1,1,0,0.03261,1,0,1,1
OG0010439,LBR,bsA1,0.53317,-4124.836848,28,3.84776,0.852,0.08016,0.08016,0.148,1,1,0,0.08016,1,0,1,1
OG0013527,VGLL2,bsA1,0.71609,-2248.429757,28,4.05362,0.7497,0.02079,0.02079,0.07274,1,1,0.16186,0.02079,1,0.0157,1,1
OG0012702,HAUS5,bsA1,1.14493,-6274.378104,28,4.22297,0.66146,0.09105,0.09105,0.32168,1,1,0.01135,0.09105,1,0.00552,1,1
OG0005669,UBTD2,bsA1,0.33553,-1349.671951,28,2.18785,0.9442,0,0,0.0558,1,1,0,0,1,0,1,1
OG0008663,MYOZ1,bsA1,0.65089,-2232.360885,28,2.66579,0.69872,0.09337,0.09337,0.30128,1,1,0,0.09337,1,0,1,1
OG0009996,RAB3D,bsA1,0.3435,-1267.197766,28,5.1478,0.14539,0.10504,0.10504,0.0052,1,1,0.8201,0.10504,1,0.02931,1,1
OG0010995,,bsA1,1.4006,-2621.275592,28,3.59307,0.40601,0,0,0.59399,1,1,0,0,1,0,1,1
OG0007254,DGCR8,bsA1,1.01559,-6360.681245,28,2.22655,0.75209,0.00956,0.00956,0.20447,1,1,0.03415,0.00956,1,0.00929,1,1
OG0006763,LMO1,bsA1,0.32252,-858.983004,28,1.86714,0.906,0,0,0.094,1,1,0,0,1,0,1,1
OG0006000,PRAF2,bsA1,0.86572,-1485.391566,28,4.16502,0.8063,0.05207,0.05207,0.1937,1,1,0,0.05207,1,0,1,1
OG0014215,ARHGEF18,bsA1,0.97303,-11919.098352,28,2.1594,0.68897,0.02509,0.02509,0.29684,1,1,0.00992,0.02509,1,0.00427,1,1
OG0008523,,bsA1,1.39235,-1775.054681,28,2.06921,0.68947,0,0,0.2428,1,1,0.05009,0,1,0.01764,1,1
OG0008544,ENPP1,bsA1,1.95683,-8750.129234,28,1.8009,0.49985,0.04462,0.04462,0.10604,1,1,0.32513,0.04462,1,0.06897,1,1
OG0006452,ATXN1L,bsA1,0.90694,-5458.610741,28,4.23726,0.62095,0.06161,0.06161,0.37902,1,1,2e-5,0.06161,1,1e-5,1,1
OG0012872,ERP44,bsA1,0.93574,-2858.335519,28,2.07952,0.72625,0,0,0.27369,1,1,4e-5,0,1,2e-5,1,1
OG0006680,WDR18,bsA1,0.96068,-3756.001363,28,2.29379,0.84113,0.03697,0.03697,0.05728,1,1,0.09511,0.03697,1,0.00648,1,1
OG0013614,PLCXD3,bsA1,0.6645,-2314.228401,28,1.65933,0.72801,0,0,0.14349,1,1,0.10735,0,1,0.02116,1,1
OG0005904,MAPK1IP1L,bsA1,0.52869,-1634.140405,28,3.01812,0.78648,0,0,0.21352,1,1,0,0,1,0,1,1
OG0007724,SMURF1,bsA1,0.67541,-5078.689232,28,2.47773,0.73348,0,0,0.05201,1,1,0.20031,0,1,0.0142,1,1
OG0010883,ATP5F1C,bsA1,1.42949,-2374.041843,28,2.25397,0.84501,0.03863,0.03863,0.15499,1,1,0,0.03863,1,0,1,1
OG0012633,ADCK2,bsA1,0.89783,-5215.879264,28,3.4009,0.64582,0.11434,0.11434,0.30751,1,1,0.03162,0.11434,1,0.01506,1,1
OG0010338,MYLK4,bsA1,1.1703,-6401.487566,28,2.87983,0.5149,0.05071,0.05071,0.4851,1,1,0,0.05071,1,0,1,1
OG0009532,EPC2,bsA1,0.38653,-4645.269171,28,1.7606,0.77795,0,0,0.11747,1,1,0.09086,0,1,0.01372,1,1
OG0009241,GOLGA5,bsA1,0.66716,-5329.516009,28,3.32536,0.63408,0.0359,0.0359,0.13739,1,1,0.18783,0.0359,1,0.0407,1,1
OG0013803,SELENOP,bsA1,1.65241,-3729.652292,28,2.75617,0.40092,0,0,0.59908,1,1,0,0,1,0,1,1
OG0010385,AGTR1,bsA1,0.74813,-2649.208018,28,3.05927,0.70682,0.02037,0.02037,0.20747,1,1,0.06626,0.02037,1,0.01945,1,1
OG0007558,CDC23,bsA1,0.5696,-3979.343455,28,2.10179,0.85506,0,0,0.14494,1,1,0,0,1,0,1,1
OG0009482,ELL2,bsA1,0.31727,-3711.461224,28,3.84986,0.90276,0.09519,0.09519,0.09724,1,1,0,0.09519,1,0,1,1
OG0012267,KNSTRN,bsA1,0.9766,-2170.454168,28,1.88186,0.35319,0.19863,0.19863,0.24936,1,1,0.23297,0.19863,1,0.16448,1,1
OG0011677,KANSL2,bsA1,0.52558,-3471.829935,28,4.19026,0.78253,0.0196,0.0196,0.21747,1,1,0,0.0196,1,0,1,1
OG0006202,NUP43,bsA1,0.38679,-2221.144329,28,3.94694,0.71721,0.04924,0.04924,0.12371,1,1,0.13568,0.04924,1,0.0234,1,1
OG0008308,POPDC2,bsA1,0.66134,-2647.498648,28,2.38881,0.78902,0.05455,0.05455,0.21098,1,1,0,0.05455,1,0,1,1
OG0013638,IGFBP6,bsA1,0.96119,-2150.691278,28,2.32354,0.57646,0.12339,0.12339,0.13445,1,1,0.23441,0.12339,1,0.05467,1,1
OG0011182,UBE2Z,bsA1,0.55517,-2344.376964,28,4.2418,0.86628,0.02503,0.02503,0.10372,1,1,0.02679,0.02503,1,0.00321,1,1
OG0013524,CEP85L,bsA1,0.53324,-5476.995921,28,2.03927,0.85563,0.08345,0.08345,0.14437,1,1,0,0.08345,1,0,1,1
OG0005300,MTRES1 CUNH6ORF203,bsA1,0.61756,-1631.179441,28,3.50244,0.77783,0.11766,0.11766,0.22217,1,1,0,0.11766,1,0,1,1
OG0013661,NFATC2,bsA1,0.61137,-6558.318944,28,2.00364,0.82878,0,0,0.17122,1,1,0,0,1,0,1,1
OG0007942,IPO9,bsA1,0.30395,-6174.289438,28,3.13925,0.95526,0.01351,0.01351,0.04474,1,1,0,0.01351,1,0,1,1
OG0009795,ATP6AP2,bsA1,0.48524,-2242.473148,28,3.03319,0.52424,0.06619,0.06619,0.0627,1,1,0.36893,0.06619,1,0.04413,1,1
OG0008672,LRRC4C,bsA1,0.20982,-3296.754165,28,5.8357,0.93734,0.00456,0.00456,0.04761,1,1,0.01433,0.00456,1,7.3e-4,1,1
OG0011424,MANBA,bsA1,0.69922,-6778.615389,28,3.80732,0.76331,0.10288,0.10288,0.23668,1,1,0,0.10288,1,0,1,1
OG0006228,SNX21,bsA1,1.50028,-3566.698496,28,4.32467,0.88356,0.0954,0.0954,0.11644,1,1,0,0.0954,1,0,1,1
OG0013620,NAA80,bsA1,0.93147,-2826.811746,28,3.76083,0.33585,0,0,0.22253,1,1,0.26563,0,1,0.176,1,1
OG0006405,MREG,bsA1,0.91972,-1946.765135,28,4.26765,0.4966,0.03708,0.03708,0.30557,1,1,0.12247,0.03708,1,0.07536,1,1
OG0010624,CLIC2,bsA1,1.33679,-2076.143352,28,2.38799,0.86648,0.05019,0.05019,0.13352,1,1,0,0.05019,1,0,1,1
OG0007596,ZRANB2,bsA1,0.88354,-2378.400656,28,1.62702,0.62007,0,0,0.21448,1,1,0.12293,0,1,0.04252,1,1
OG0010857,KDM4A,bsA1,0.50337,-7025.047714,28,3.11677,0.83805,0.06274,0.06274,0.10387,1,1,0.05168,0.06274,1,0.0064,1,1
OG0013802,ZNF131,bsA1,0.45743,-3825.190892,28,2.35921,0.82831,0,0,0.14624,1,1,0.02164,0,1,0.00382,1,1
OG0007634,RSPH3,bsA1,2.43209,-4854.312934,28,1.71695,0.43534,0.10444,0.10444,0.56466,1,1,0,0.10444,1,0,1,1
OG0010262,TENT2,bsA1,0.43577,-3215.580623,28,3.74882,0.70114,0,0,0.29886,1,1,0,0,1,0,1,1
OG0007848,ABHD5,bsA1,0.51909,-2474.330187,28,4.44719,0.79179,8.5e-4,8.5e-4,0.20821,1,1,0,8.5e-4,1,0,1,1
OG0005569,VAMP5,bsA1,4.01106,-1690.807077,28,2.08901,0.36995,0.09256,0.09256,0.2842,1,1,0.1956,0.09256,1,0.15026,1,1
OG0010020,HECW1,bsA1,0.67346,-11170.654999,28,2.78218,0.71757,0.02148,0.02148,0.18665,1,1,0.07601,0.02148,1,0.01977,1,1
OG0005602,,bsA1,1.43062,-1855.25961,28,2.32617,0.45993,0.07567,0.07567,0.54007,1,1,0,0.07567,1,0,1,1
OG0006344,ARNT2,bsA1,0.68077,-4608.389726,28,2.24102,0.90358,0.01594,0.01594,0.03142,1,1,0.06282,0.01594,1,0.00218,1,1
OG0012337,CD74,bsA1,1.24266,-2599.318658,28,2.01452,0.37137,0.05278,0.05278,0.27395,1,1,0.20412,0.05278,1,0.15057,1,1
OG0011664,GPR84,bsA1,1.00582,-3363.422217,28,2.43166,0.63497,0.02397,0.02397,0.36503,1,1,0,0.02397,1,0,1,1
OG0011210,AFAP1L2,bsA1,0.81191,-5969.209706,28,2.76376,0.65888,0.03526,0.03526,0.23143,1,1,0.08117,0.03526,1,0.02851,1,1
OG0008718,FBXW4,bsA1,0.39899,-2495.287472,28,3.6005,0.82958,0.09251,0.09251,0.08959,1,1,0.07295,0.09251,1,0.00788,1,1
OG0007609,MIER1,bsA1,0.70869,-3518.34958,28,1.57246,0.80334,0,0,0.08767,1,1,0.09827,0,1,0.01072,1,1
OG0011641,PLCB1,bsA1,0.58232,-7989.207027,28,2.16585,0.84649,0.00248,0.00248,0.15351,1,1,0,0.00248,1,0,1,1
OG0013762,BABAM2,bsA1,0.69556,-2603.101544,28,1.13978,0.89288,0,0,0.10712,1,1,0,0,1,0,1,1
OG0012863,CASS4,bsA1,1.02977,-7417.258161,28,2.62949,0.75144,0.12087,0.12087,0.24856,1,1,0,0.12087,1,0,1,1
OG0008516,PHLDA1,bsA1,0.55265,-1012.216049,28,4.32792,0.82212,0.04464,0.04464,0.05885,1,1,0.11107,0.04464,1,0.00795,1,1
OG0013771,KCNK17,bsA1,1.02317,-2623.349044,28,3.1226,0.60915,3.1e-4,3.1e-4,0.37085,1,1,0.01243,3.1e-4,1,0.00757,1,1
OG0007002,NUDC,bsA1,0.82352,-2618.809568,28,1.41669,0.54971,0,0,0.15676,1,1,0.2284,0,1,0.06513,1,1
OG0007431,SCRIB,bsA1,1.31745,-15265.742099,28,4.20916,0.78613,0.04967,0.04967,0.1561,1,1,0.04821,0.04967,1,0.00957,1,1
OG0009016,MOV10,bsA1,1.13411,-9031.60431,28,2.54841,0.51811,0.02964,0.02964,0.48188,1,1,0,0.02964,1,0,1,1
OG0010715,DROSHA,bsA1,0.73589,-9729.800606,28,2.47914,0.86716,0.04206,0.04206,0.07754,1,1,0.05077,0.04206,1,0.00454,1,1
OG0011645,LRRN4,bsA1,0.99435,-6713.183301,28,4.29162,0.3999,0.00945,0.00945,0.41706,1,1,0.0896,0.00945,1,0.09345,1,1
OG0014309,TMEM69,bsA1,1.25732,-2341.156982,28,2.27426,0.44034,0.06297,0.06297,0.55966,1,1,0,0.06297,1,0,1,1
OG0013032,,bsA1,1.02337,-2395.887397,28,2.97388,0.75149,0.05585,0.05585,0.13518,1,1,0.09606,0.05585,1,0.01728,1,1
OG0012530,TYMS,bsA1,0.84829,-2326.676741,28,2.4025,0.64327,0,0,0.19085,1,1,0.12792,0,1,0.03795,1,1
OG0011064,CDC42SE1,bsA1,0.90998,-532.011754,28,2.37747,0.96518,0.00738,0.00738,0.03482,1,1,0,0.00738,1,0,1,1
OG0014240,OMA1,bsA1,0.78858,-4098.91657,28,3.2886,0.67492,0.12982,0.12982,0.32508,1,1,0,0.12982,1,0,1,1
OG0007168,MTPN,bsA1,0.99588,-758.456428,28,2.65392,0.42912,0,0,0.23428,1,1,0.21773,0,1,0.11887,1,1
OG0010166,,bsA1,2.00819,-3552.053794,28,3.15592,0.24285,0.01334,0.01334,0.22843,1,1,0.27245,0.01334,1,0.25627,1,1
OG0007535,RBM5,bsA1,0.37954,-4830.523995,28,3.05675,0.77729,0.01236,0.01236,0.03821,1,1,0.17586,0.01236,1,0.00864,1,1
OG0008016,TNFRSF21,bsA1,0.55203,-4482.50805,28,3.37874,0.67257,0.0051,0.0051,0.20598,1,1,0.09298,0.0051,1,0.02848,1,1
OG0007119,TARSL2,bsA1,1.16185,-6645.529362,28,3.41105,0.83901,0.05079,0.05079,0.14072,1,1,0.01735,0.05079,1,0.00291,1,1
OG0011932,DBT,bsA1,0.73301,-3751.614373,28,2.90033,0.56272,0.01392,0.01392,0.23038,1,1,0.1468,0.01392,1,0.0601,1,1
OG0008320,USF3,bsA1,0.56202,-15263.656139,28,4.97535,0.84856,0.12458,0.12458,0.15144,1,1,0,0.12458,1,0,1,1
OG0011626,PCDH9,bsA1,0.72203,-8171.92071,28,2.62043,0.95845,0.00516,0.00516,0.03322,1,1,0.00805,0.00516,1,2.8e-4,1,1
OG0012342,RBM22,bsA1,0.46732,-2333.014113,28,4.31462,0.99192,0.02229,0.02229,0.00808,1,1,0,0.02229,1,0,1,1
