Orthogroups,Gene,Model,AIC-c,Lnl,Estimated parameters,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0005193,NBEAL2,General descriptive,41624.74209673171,-20747.24451089129,65,64.41943574587226,1.929881724925913e-17,30.398899129656133,1.929881724925913e-17,5.181665124471607,19.29881565053808
OG0005195,ARR3,General descriptive,7916.193721476978,-3900.468224115557,57,77.90984835670712,9.420397525327857e-9,19.16850130740738,0.9420397525327856,2.921650335885504,28.04665158986878
OG0005196,EFNB1,General descriptive,7032.812296746442,-3458.661553778627,57,80.52435518437267,9.094216644074423e-8,14.50727078741184,1.150463582406665,4.968374028215495,16.76804231782726
OG0005197,UBXN6,General descriptive,8823.184709831325,-4351.966913219549,59,87.5036500205515,2.350423965502654e-7,9.530009054206877,1.134653692950998,2.966340925241615,30.06624043339039
OG0005198,CHAF1A,General descriptive,17494.00478629294,-8683.660466416484,63,66.47335137799851,1.055768973334916e-9,27.21331188171555,0.01107875351488188,6.313336740285935,15.79173018270572
OG0005199,SH3GL1,General descriptive,6265.383378963622,-3075.001645649626,57,90.72349082043895,5.802849542919495e-8,7.320186422800355,0.913451312669114,1.9563227567606891,47.69834656172609
OG0005200,FSD1,General descriptive,5903.414039386853,-2891.973796826815,59,59.023915699671306,2.473585278415332e-17,36.93336909027939,2.473585278415332e-17,4.042715210049307,24.73585073502626
OG0005201,TROAP,General descriptive,13162.78057310225,-6517.921122017728,63,33.77221725259603,1.068281679754921e-8,65.80111953194555,0.2876738536452787,0.42666321545842406,190.0110791650589
OG0005202,C1QL4,General descriptive,3593.37509838525,-1736.564096320521,59,84.13766872826386,1.172016253232968e-17,7.330025682270945,1.172016253232968e-17,8.532305589465196,11.72016156142715
OG0005203,DNAJC22,General descriptive,4969.950243874146,-2427.198701082211,57,1.530198390932481,0.005590189566679506,98.39921981487223,0.02383585071168381,0.0705817941953001,1383.444808969856
OG0005204,WDR3,General descriptive,12123.12325436919,-6000.250888543561,61,0.4828868733413809,3.308446304899864e-5,99.5121021500244,1.595411726565317e-4,0.005010976634212794,19953.01815295406
OG0005205,GDAP2,General descriptive,6066.698624192069,-2977.865491800716,55,21.00328948560019,1.032951413431809e-9,77.36281498947028,1.033364593997182e-9,1.63389552492954,61.20342358038654
OG0005206,TENT5C,General descriptive,5336.690859232453,-2612.726334138839,55,27.23379291211222,2.085358251791319e-8,72.63234460162276,8.075668377551261e-5,0.1338624862650101,746.9914587334998
OG0005207,DUSP12,General descriptive,4654.405852379675,-2271.437898867433,55,86.70064138297872,6.768007287471238e-7,12.47380915519915,3.401055738088977,0.8255494618221412,69.74242462801115
OG0005208,ADGRL3,General descriptive,16498.60658350548,-8192.135380736436,57,54.40150897566117,3.676664664907598e-14,45.5957711722512,3.676664664907598e-6,0.002719852087630452,36766.64360331358
OG0005209,SYCE3,General descriptive,2357.457031628849,-1126.607636693545,51,8.604020107328715,4.175719986258648e-18,67.44801197022568,4.175719986258648e-18,23.9479679224456,4.175719640340484
OG0005210,FBXO40,General descriptive,11098.05901424438,-5489.655141639955,59,67.87376221173359,6.845508545167568e-8,29.621488131580193,1.016834500413189,2.504749656686215,27.89893356463269
OG0005211,UBAP1,General descriptive,10587.3895717415,-5232.18549419286,61,90.34537027117872,0.1687334463067675,9.132756943519523,0.912222923393121,0.5218727853017506,146.4429765856397
OG0005213,ANKFN1,General descriptive,13829.57952328808,-6857.551542880527,57,1.346890088405789,6.319617730965189e-15,98.63728616855153,1.197521218170581e-8,0.015823743042692177,6319.617207445755
OG0005214,NOG,General descriptive,2972.017119878626,-1429.935015150188,55,2.036623444287061,6.47647459757808e-8,97.9619763770959,9.261602570117971e-8,0.001400178617045341,71419.45290256594
OG0005215,DGKE,General descriptive,7950.742755430231,-3915.888891685403,59,88.79759532237667,2.522631078926972e-8,10.58222141293403,1.298416526449672,0.6201832646893057,139.0877043966591
OG0005216,TRIM25,General descriptive,13237.67865402398,-6559.41542568281,59,91.55191130630098,0.5582420054566917,7.717217802287937,3.170020067788683,0.7308708914110816,33.42333429241582
OG0005217,COIL,General descriptive,10440.49651808168,-5162.821237599353,57,95.02973400989488,0.06872338278524484,2.279664561184469,0.06946046267464517,2.690601428920647,34.68030889135721
OG0005218,SCPEP1,General descriptive,6372.373464326986,-3128.609466579418,57,89.44004039279487,3.152440521064142e-10,3.3657285210444643,0.005654350994270274,7.194231086160663,13.89738079914137
OG0005220,UTP6,General descriptive,8332.36796399252,-4110.765901366424,55,96.72911725111828,1.451101689653849e-5,3.2708827488817196,30.57235738466431,,
OG0005221,SUZ12,General descriptive,9440.257198632666,-4660.775129521026,59,21.59571353233429,3.3108606544784133e-17,75.3839235252153,3.3108606544784133e-17,3.02036294245041,33.10860380205511
OG0005222,CRLF3,General descriptive,6159.681256361333,-3020.212300172147,59,99.50977612755226,2.544412523363675e-5,0.47368084464579757,0.8949838394761344,0.01654302780193945,6019.063290705053
OG0005223,ATAD5,General descriptive,28521.38050860685,-14199.52374906437,61,57.374024262688316,7.257008474093771e-8,42.26572752078207,0.9209071063317964,0.3602482165296106,169.5419552567594
OG0005224,TEFM,General descriptive,6006.333781559777,-2945.430915713103,57,1.176551322329001,1.924709945282301e-8,97.02114376570859,0.1277868316725624,1.802304911962414,48.60552441978452
OG0005225,RNF135,General descriptive,11212.68818049605,-5544.819176993343,61,57.37005881366911,2.347063595920094e-8,40.96314029044469,1.371668146723875,1.666800895886194,26.28518141275064
OG0005226,RHOT1,General descriptive,8679.141051722821,-4276.142772837859,63,5.552051391323448,3.115855810546744e-9,94.37657203250171,0.07789607981056168,0.07137657617483617,1298.022964403171
OG0005227,TSPAN9,General descriptive,5904.461578390864,-2892.435462302599,59,86.75065918698093,2.027836975820633e-8,12.17604400126034,1.092486720781963,1.073296811758732,80.77712605494368
OG0005228,TEX52,General descriptive,5798.301334279854,-2839.075985901311,59,78.86348075417293,1.438055150107311e-10,6.4310351863672315,1.438055150107311e-10,14.705484059459838,6.800184175059885
OG0005229,KCNA1,General descriptive,7284.117819178055,-3584.539424988147,57,90.28117180230562,2.952464937624454e-17,6.331827491616663,2.952464937624454e-17,3.3870007060777114,29.52464693041183
OG0005231,UBASH3B,General descriptive,9955.853064408193,-4920.525756352478,57,95.66790562411668,2.308352487441987e-17,4.332094375883322,23.08352296217227,,
OG0005232,BSX,General descriptive,3948.339502377278,-1914.022635180862,59,79.14511274511321,2.273432102775345e-17,16.456251018424762,2.273432102775345e-17,4.398636236462033,22.73431914443401
OG0005233,CLIP4,General descriptive,9735.519575676122,-4810.3936343326905,57,98.50727121233726,0.1453742060362601,0.39226109900622597,0.3801733706871905,1.100467688656519,77.72191525125758
OG0005234,PCARE,General descriptive,19987.48232770494,-9934.522685792852,59,41.61671608351663,1.437653937550787e-9,47.653588655113985,0.02835710287695534,10.72969526136937,9.193987324075263
OG0005235,TRMT61B,General descriptive,9649.503884687092,-4767.266194474019,57,80.07865906407908,1.809973574872748e-8,16.78534664235984,1.809973574872748,3.1359942935610867,22.19996535892643
OG0005236,SPDYA,General descriptive,4463.25016156118,-2173.811396310986,57,79.54530914388486,5.296546803761049e-8,19.659709153974582,1.241088150250647,0.7949817021405476,95.09723747718127
OG0005237,FOSL2,General descriptive,3945.543347236997,-1914.973315733929,57,0.9658565546606265,1.849744741898728e-8,99.03347943702275,6.252435784398197e-8,6.64008316631301e-4,150600.5140078022
OG0005238,BABAM2,General descriptive,5189.572939053518,-2537.11818571839,57,89.83722377208112,9.054237437141065e-9,9.04933911095163,0.9054237437141065,1.1134371169672501,82.45325334642719
OG0005239,RBKS,General descriptive,3605.85605057,-1744.908913077848,57,70.8900917324158,1.031058168836365e-9,15.38156562858399,1.031058168836365e-9,13.728342639000221,7.284200470562521
OG0005240,MRPL33,General descriptive,1294.263198380333,-591.3394040682155,53,74.35786576051736,0.4033131369996858,21.023045815051063,0.4849437391561323,4.619088424431583,12.94963333828871
OG0005241,,General descriptive,3630.395974701476,-1755.164108846065,59,25.97093923007016,2.30850986197703e-9,72.75754332676641,0.0205997005984149,1.271517443163435,77.46745187087251
OG0005242,SUPT7L,General descriptive,5006.28631677477,-2447.563448242458,55,26.310831776364157,1.823790440338374e-4,73.68694747857474,7.769205609198905e-4,0.0022207450611059047,45001.99248504348
OG0005243,SLC4A1AP,General descriptive,10707.48249838864,-5296.372974715093,57,84.3670569769769,1.35592980724316e-17,8.25792937925976,1.35592980724316e-17,7.375013643763344,13.55929694917442
OG0005244,MOCS1,General descriptive,9985.116679664223,-4933.160452903933,59,0.8878972158854557,3.292152487672823e-7,99.09521335066769,0.01563298241761326,0.01688943344685629,5829.138454495357
OG0005245,DAAM2,General descriptive,13021.58397092185,-6451.541099564398,59,56.77391898759798,3.580172466381331e-17,40.43291925209407,3.580172466381331e-17,2.793161760307943,35.8017216979854
OG0005246,KCNK16,General descriptive,3936.02140720778,-1912.192859737719,55,92.73319830593441,9.32283789506717e-4,7.2020917803711555,0.8275251123568208,0.0647099136944387,1451.920257170565
OG0005247,KCNK17,General descriptive,5309.717890451582,-2597.029334184386,57,72.95341540097753,1.897372404423186e-8,23.73812677109152,1.13654063354468,3.308457827930945,22.0709033555636
OG0005248,SAYSD1,General descriptive,2484.844938589942,-1185.850238565007,55,94.70082964265205,3.729460799380351e-11,0.5033259789177684,3.729460799380351e-11,4.79584437843018,20.8513855133019
OG0005249,GLP1R,General descriptive,7112.394576360456,-3498.700145323085,57,86.3825556331474,3.914224745455448e-8,12.74532220168457,0.9945326982535715,0.8721221651680227,100.1285833878746
OG0005250,RGS16,General descriptive,2847.651138155155,-1365.439986512615,57,82.14996486580979,3.823351950844848e-11,13.88164038587933,3.823351950844848e-11,3.968394748310875,25.19910602111667
OG0005251,RNASEL,General descriptive,14009.19013923821,-6943.176011447358,61,67.94197857198452,2.089170734780274e-8,31.183139023845317,2.089170734780274,0.87488240417016,39.83746495214109
OG0005252,RGSL1,General descriptive,20945.61396997025,-10413.57589940513,59,51.720187815923204,6.770184527007401e-8,46.84040146202456,0.9681371901473652,1.4394107220522452,37.96835816514449
OG0005255,GLUL,General descriptive,4891.727130488933,-2388.173521412281,57,98.21465771815586,3.88515011313308e-8,1.647051154791114,1.143548944441012,0.1382911270530242,709.4924646690536
OG0005256,IER5,General descriptive,4744.372967963679,-2314.253376445853,57,93.88271542346624,8.230861848632736e-7,6.04176012816168,0.8651347641963503,0.07552444837208505,1254.864988032873
